Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	Entity	Symbol	is_outlier	outlier_info
gene-VC_RS01010	217	360	341	343	361	352	463	477	296	host	murP	False	
gene-VC_RS08255	808	1269	1094	618	955	664	649	801	515	host	metR	False	
gene-VC_RS10855	440	685	609	613	790	560	533	627	369	host	lpxB	False	
gene-VC_RS17135	115	171	148	145	178	141	206	234	182	host	gene-VC_RS17135	False	
gene-VC_RS16740	136	234	218	182	216	157	255	251	150	host	gene-VC_RS16740	False	
gene-VC_RS16965	79	90	104	77	87	50	31	30	21	host	gene-VC_RS16965	False	
gene-VC_RS11810	613	793	680	895	922	849	872	1052	674	host	rlmD	False	
gene-VC_RS13435	160	219	203	220	212	214	300	296	223	host	gene-VC_RS13435	False	
gene-VC_RS14850	173	244	156	231	297	213	289	356	210	host	gene-VC_RS14850	False	
gene-VC_RS03350	112	243	187	178	302	231	351	473	268	host	gene-VC_RS03350	False	
gene-VC_RS08430	115	140	151	170	226	160	194	202	163	host	breR	False	
gene-VC_RS02345	309	519	418	576	686	554	385	447	432	host	gene-VC_RS02345	False	
gene-VC_RS07620	229	364	298	263	388	259	315	344	216	host	almG	False	
gene-VC_RS16245	412	540	520	450	658	538	482	623	375	host	gene-VC_RS16245	False	
gene-VC_RS13845	341	500	473	403	562	467	542	625	406	host	gene-VC_RS13845	False	
gene-VC_RS15820	273	448	384	344	503	414	869	1113	739	host	gene-VC_RS15820	False	
gene-VC_RS03310	2133	3320	2982	2525	3087	2228	1550	1842	1181	host	gene-VC_RS03310	False	
gene-VC_RS07010	379	583	524	365	556	510	1063	1302	818	host	rtxB	False	
gene-VC_RS16645	107	104	105	114	119	93	105	116	63	host	gene-VC_RS16645	False	
gene-VC_RS17075	761	1068	970	1103	1482	1212	1209	1455	964	host	gene-VC_RS17075	False	
gene-VC_RS05830	1759	2546	2091	1957	2895	2151	2111	2334	1361	host	purC	False	
gene-VC_RS02260	1941	2217	1917	1393	1836	1476	575	579	420	host	gene-VC_RS02260	False	
gene-VC_RS05795	49	75	64	97	155	85	145	138	231	host	gene-VC_RS05795	False	
gene-VC_RS05935	746	1067	974	868	1067	875	993	1097	736	host	gene-VC_RS05935	False	
gene-VC_RS13835	663	960	738	889	1238	863	1159	1457	913	host	pncB	False	
gene-VC_RS15740	555	734	677	621	865	687	2160	2684	1698	host	gene-VC_RS15740	False	
gene-VC_RS10685	215	349	284	716	1051	666	523	684	534	host	gene-VC_RS10685	False	
gene-VC_RS17460	32	57	49	81	100	78	136	118	82	host	gene-VC_RS17460	False	
gene-VC_RS02705	764	1035	1002	913	997	852	892	979	737	host	gene-VC_RS02705	False	
gene-VC_RS02780	1386	1794	1286	554	1392	749	238	318	149	host	gene-VC_RS02780	False	
gene-VC_RS02385	66	123	127	91	131	124	151	155	92	host	tyrS	False	
gene-VC_RS01985	439	711	554	519	726	562	346	448	262	host	gene-VC_RS01985	False	
gene-VC_RS09085	307	425	359	533	627	486	507	525	326	host	lolD	False	
gene-VC_RS02675	695	1052	997	1034	2618	1153	1305	1508	972	host	gene-VC_RS02675	False	
gene-VC_RS18415	1344	1977	1704	1576	2116	1610	1294	1582	948	host	gene-VC_RS18415	False	
gene-VC_RS08315	1272	2100	1928	2133	2543	2072	1648	1972	1230	host	elyC	False	
gene-VC_RS11480	394	547	529	470	638	516	570	712	458	host	gene-VC_RS11480	False	
gene-VC_RS11640	913	1334	1117	901	1258	918	1103	1255	800	host	recJ	False	
gene-VC_RS13595	724	1079	887	1329	1722	1337	1681	1924	1340	host	gene-VC_RS13595	False	
gene-VC_RS17260	106	166	135	101	174	137	62	65	52	host	gene-VC_RS17260	False	
gene-VC_RS15685	504	793	569	557	792	590	937	1214	734	host	gene-VC_RS15685	False	
gene-VC_RS16075	373	477	499	679	701	601	1466	1530	1012	host	gene-VC_RS16075	False	
gene-VC_RS11035	712	1108	846	806	1192	1941	1152	1360	755	host	gene-VC_RS11035	False	
gene-VC_RS04690	563	910	749	1146	1290	1113	1316	1356	984	host	ybeD	False	
gene-VC_RS15405	176	299	215	272	350	267	388	488	309	host	gene-VC_RS15405	False	
gene-VC_RS13495	91	127	112	136	189	114	169	173	108	host	gene-VC_RS13495	False	
gene-VC_RS15545	48	74	68	75	91	107	139	196	121	host	gene-VC_RS15545	False	
gene-VC_RS04705	1021	1639	1366	855	1182	900	1058	948	573	host	mrdB	False	
gene-VC_RS10960	1663	2777	2172	1754	2391	1559	961	1212	739	host	ribBA	False	
gene-VPVV882_gp16	1208	1632	1113	16573	18471	16304	40390	49825	30572	phage	gene-VPVV882_gp16	False	
gene-VC_RS16385	422	565	478	225	405	298	203	237	172	host	gene-VC_RS16385	False	
gene-VC_RS01100	436	693	627	618	755	566	727	882	531	host	gene-VC_RS01100	False	
gene-VC_RS07240	777	1315	1099	872	1384	991	1148	1346	765	host	proQ	False	
gene-VC_RS10720	331	441	458	400	435	351	346	441	322	host	gene-VC_RS10720	False	
gene-VC_RS06325	999	1247	1202	875	1083	828	689	782	565	host	gene-VC_RS06325	False	
gene-VC_RS11270	580	866	740	725	787	755	1011	1142	822	host	gene-VC_RS11270	False	
gene-VC_RS13725	39	50	57	42	75	60	94	110	65	host	pstA	False	
gene-VC_RS18500	1468	2208	1811	1209	1592	1282	581	709	456	host	gene-VC_RS18500	False	
gene-VC_RS01370	692	949	833	724	871	665	417	519	319	host	gene-VC_RS01370	False	
gene-VC_RS09075	450	722	609	712	855	693	1027	1192	792	host	gene-VC_RS09075	False	
gene-VC_RS09445	110	130	152	160	177	191	190	181	99	host	gene-VC_RS09445	False	
gene-VC_RS18335	168	264	211	235	303	247	368	405	279	host	gene-VC_RS18335	False	
gene-VC_RS08545	1012	1433	1209	1053	1468	1148	1298	1419	1004	host	gene-VC_RS08545	False	
gene-VC_RS14935	233	337	270	252	486	316	399	454	259	host	gene-VC_RS14935	False	
gene-VC_RS17370	725	1032	911	862	1163	959	767	922	562	host	gene-VC_RS17370	False	
gene-VC_RS08460	704	1024	979	758	1045	883	726	876	537	host	pqiB	False	
gene-VC_RS07725	316	331	274	202	402	376	113	84	35	host	gene-VC_RS07725	False	
gene-VC_RS10730	391	535	474	2572	886	571	342	349	163	host	gene-VC_RS10730	False	
gene-VC_RS06960	839	1385	1175	925	1430	952	1004	1328	774	host	gene-VC_RS06960	False	
gene-VC_RS11825	2086	2225	1909	501	777	555	309	389	281	host	gene-VC_RS11825	False	
gene-VC_RS10970	569	843	736	727	1021	760	705	1103	476	host	ribD	False	
gene-VC_RS17800	310	396	351	520	599	434	506	607	430	host	gene-VC_RS17800	False	
gene-VC_RS10510	688	1362	1608	299	1343	857	242	59	49	host	gene-VC_RS10510	False	
gene-VC_RS11200	91	179	128	164	189	150	158	200	96	host	gene-VC_RS11200	False	
gene-VC_RS04475	331	534	411	539	670	553	643	733	448	host	gene-VC_RS04475	False	
gene-VC_RS11210	632	846	752	935	1156	871	816	972	549	host	gene-VC_RS11210	False	
gene-VC_RS17620	67	59	65	61	81	59	57	78	39	host	gene-VC_RS17620	False	
gene-VC_RS08950	561	737	684	805	1054	797	1285	1494	911	host	dinG	False	
gene-VC_RS15195	86	92	87	80	129	87	113	110	71	host	gene-VC_RS15195	False	
gene-VC_RS13975	60	71	71	131	141	124	152	156	124	host	rbsA	False	
gene-VC_RS04325	752	898	784	442	652	436	505	525	400	host	tnpA	False	
gene-VC_RS14440	161	258	194	310	438	320	330	393	305	host	gene-VC_RS14440	False	
gene-VC_RS05360	896	1346	1191	604	954	737	801	973	568	host	oppB	False	
gene-VC_RS04290	87	146	105	77	161	115	187	228	136	host	gene-VC_RS04290	False	
gene-VC_RS03030	1644	2437	2041	2110	2785	2149	1629	1810	1188	host	dksA	False	
gene-VC_RS13065	491	705	710	607	747	552	518	565	393	host	ompR	False	
gene-VC_RS06690	683	905	740	726	881	721	695	762	497	host	gene-VC_RS06690	False	
gene-VC_RS04040	91	140	116	120	163	140	92	144	78	host	gene-VC_RS04040	False	
gene-VC_RS16825	195	282	273	198	312	194	219	266	141	host	modB	False	
gene-VC_RS05880	942	1348	1262	1321	1772	1475	988	1101	695	host	gene-VC_RS05880	False	
gene-VC_RS13765	515	841	744	765	1011	802	1038	1222	783	host	gene-VC_RS13765	False	
gene-VC_RS06365	528	663	602	1183	1225	993	1052	1200	855	host	gene-VC_RS06365	False	
gene-VC_RS11920	587	1041	785	756	1024	774	783	1021	664	host	ubiH	False	
gene-VC_RS09195	506	714	682	831	969	930	1831	2075	1510	host	gene-VC_RS09195	False	
gene-VC_RS18220	442	675	593	526	745	546	423	580	327	host	gene-VC_RS18220	False	
gene-VC_RS17090	218	383	316	328	505	361	346	399	283	host	gene-VC_RS17090	False	
gene-VC_RS08735	127	150	112	62	96	95	134	127	95	host	gene-VC_RS08735	False	
gene-VC_RS07445	175	289	290	128	263	159	64	119	49	host	gene-VC_RS07445	False	
gene-VC_RS06720	365	566	429	751	1085	783	989	1236	731	host	gene-VC_RS06720	False	
gene-VC_RS05365	956	1543	1231	771	1092	758	2705	1417	941	host	oppC	False	
gene-VC_RS12800	209	318	251	204	235	171	147	230	139	host	gene-VC_RS12800	False	
gene-VC_RS00500	707	1067	942	989	1299	997	796	897	647	host	hemB	False	
gene-VC_RS18795	851	1126	1064	1590	2344	1631	923	1155	710	host	gene-VC_RS18795	False	
gene-VC_RS07485	435	798	556	904	1334	956	862	1083	641	host	gene-VC_RS07485	False	
gene-VC_RS07350	1281	1734	1474	2013	2224	2001	2683	3214	2124	host	gene-VC_RS07350	False	
gene-VC_RS06015	124	146	166	119	136	108	86	135	79	host	gene-VC_RS06015	False	
gene-VC_RS06855	242	321	274	253	364	293	387	464	328	host	gene-VC_RS06855	False	
gene-VC_RS02480	384	581	512	607	807	2221	562	684	387	host	gene-VC_RS02480	False	
gene-VC_RS10875	728	983	893	1426	1430	1055	602	687	364	host	gene-VC_RS10875	False	
gene-VC_RS11185	974	1392	1157	1017	1272	975	1402	1641	1115	host	recD	False	
gene-VC_RS11095	1396	1873	1643	1899	2476	2126	1748	2088	1327	host	gene-VC_RS11095	False	
gene-VC_RS13340	212	328	268	276	329	296	471	503	274	host	fadB	False	
gene-VC_RS16130	62	76	69	86	150	87	157	166	109	host	gene-VC_RS16130	False	
gene-VC_RS00995	131	222	192	117	186	103	123	143	71	host	fhuB	False	
gene-VC_RS06170	1161	1781	1471	1939	2580	1960	2260	2790	1788	host	gene-VC_RS06170	False	
gene-VC_RS02625	111	149	186	121	112	129	273	272	131	host	gene-VC_RS02625	False	
gene-VC_RS05485	145	203	240	216	252	274	431	414	458	host	gene-VC_RS05485	False	
gene-VC_RS04165	452	662	572	346	581	448	501	563	332	host	tcpF	False	
gene-VC_RS07810	190	267	217	313	344	265	857	943	614	host	pilW	False	
gene-VC_RS11845	332	493	447	443	590	453	524	597	406	host	recO	False	
gene-VC_RS17200	408	537	477	528	710	536	742	856	523	host	gene-VC_RS17200	False	
gene-VC_RS17345	590	804	683	998	1219	993	861	982	695	host	gene-VC_RS17345	False	
gene-VC_RS12785	1076	1880	1397	1187	2093	1530	1208	1444	916	host	gene-VC_RS12785	False	
gene-VC_RS17205	785	1090	1068	1837	2138	1727	2700	3065	2084	host	gene-VC_RS17205	False	
gene-VC_RS12985	168	220	184	193	248	215	205	243	135	host	gene-VC_RS12985	False	
gene-VC_RS09105	774	1278	938	975	1369	1087	1215	1303	849	host	gene-VC_RS09105	False	
gene-VC_RS03660	880	1303	1208	1037	1251	1104	1150	1259	857	host	gene-VC_RS03660_gene_pstA	False	
gene-VC_RS16050	626	1027	809	840	1024	787	965	1213	821	host	gene-VC_RS16050	False	
gene-VC_RS02655	993	1485	1253	1420	2009	1494	2329	2175	1262	host	gene-VC_RS02655	False	
gene-VC_RS09255	1058	2115	1471	754	1433	881	410	535	292	host	gene-VC_RS09255	False	
gene-VC_RS08310	584	895	834	695	857	674	819	963	628	host	cmoM	False	
gene-VC_RS10310	1012	1454	1252	1373	1486	1232	990	1186	745	host	gene-VC_RS10310	False	
gene-VC_RS08135	685	1116	917	566	806	584	536	584	387	host	gene-VC_RS08135	False	
gene-VC_RS09300	42	71	60	51	68	73	108	108	71	host	gene-VC_RS09300	False	
gene-VC_RS15270	156	232	169	133	260	197	221	236	140	host	gene-VC_RS15270	False	
gene-VC_RS16990	480	666	597	537	687	530	622	710	510	host	gene-VC_RS16990	False	
gene-VC_RS03240	1266	1216	982	757	1021	759	223	246	153	host	gene-VC_RS03240	False	
gene-VC_RS04085	304	344	259	223	356	313	723	494	304	host	gene-VC_RS04085	False	
gene-VC_RS17795	258	399	358	348	491	374	317	389	271	host	gene-VC_RS17795	False	
gene-VC_RS09790	199	272	254	350	389	352	486	523	413	host	gene-VC_RS09790	False	
gene-VC_RS00805	2439	3088	2717	2702	3593	2390	1435	1638	948	host	gene-VC_RS00805	False	
gene-VC_RS16350	59	85	66	62	76	78	137	139	97	host	gene-VC_RS16350	False	
gene-VC_RS18370	302	489	416	319	483	323	366	371	273	host	gene-VC_RS18370	False	
gene-VC_RS10260	1098	1461	1313	910	1278	979	549	647	429	host	fliG	False	
gene-VC_RS01875	142	193	178	289	303	307	297	368	251	host	gene-VC_RS01875	False	
gene-VC_RS14470	290	444	387	353	458	357	491	560	329	host	gene-VC_RS14470	False	
gene-VC_RS01915	184	219	211	161	277	166	138	214	106	host	gene-VC_RS01915	False	
gene-VC_RS16995	576	750	710	664	620	537	757	856	575	host	artP	False	
gene-VC_RS14655	1162	1884	1441	1634	2314	1511	1701	2149	1176	host	gene-VC_RS14655	False	
gene-VC_RS18525	73	97	98	116	139	133	142	179	110	host	gene-VC_RS18525	False	
gene-VC_RS02670	646	1032	884	1019	1275	977	1228	1435	1044	host	folK	False	
gene-VC_RS07120	273	378	346	505	676	505	691	724	497	host	gene-VC_RS07120	False	
gene-VC_RS17980	244	368	322	335	382	292	363	457	285	host	gene-VC_RS17980	False	
gene-VPVV882_gp62	851	1004	1020	26753	29228	26385	51715	53401	35038	phage	gene-VPVV882_gp62	False	
gene-VC_RS08720	72	109	89	97	157	110	162	157	110	host	gene-VC_RS08720	False	
gene-VC_RS14255	279	369	343	277	431	281	275	342	196	host	gene-VC_RS14255	False	
gene-VC_RS00410	610	900	763	868	1113	849	768	856	541	host	ubiE	False	
gene-VC_RS07290	346	480	396	313	519	367	305	382	249	host	gene-VC_RS07290	False	
gene-VC_RS17015	541	842	709	705	933	761	759	888	576	host	gene-VC_RS17015	False	
gene-VC_RS17080	178	237	198	262	258	252	280	304	223	host	gene-VC_RS17080	False	
gene-VC_RS16520	163	206	183	132	177	150	162	199	120	host	gene-VC_RS16520	False	
gene-VC_RS08440	97	133	129	177	266	211	340	427	240	host	gene-VC_RS08440	False	
gene-VC_RS01295	189	247	203	165	218	184	192	1646	144	host	gene-VC_RS01295	False	
gene-VC_RS14300	868	1148	1035	1116	1264	1044	1117	1400	1036	host	gene-VC_RS14300	False	
gene-VC_RS17105	288	357	350	554	560	536	1064	1155	908	host	gene-VC_RS17105	False	
gene-VC_RS00710	696	1068	954	1173	1569	1225	1708	1953	1293	host	trmA	False	
gene-VC_RS07670	1150	1631	1343	1423	2337	1504	1046	1441	837	host	gene-VC_RS07670	False	
gene-VC_RS17585	1231	1804	1482	855	1560	1043	961	1349	816	host	gene-VC_RS17585	False	
gene-VC_RS08235	124	168	155	208	256	225	291	332	198	host	yciA	False	
gene-VC_RS03265	441	594	456	563	821	541	735	914	634	host	rbfA	False	
gene-VC_RS14840	385	488	480	586	829	641	865	1081	680	host	gene-VC_RS14840	False	
gene-VC_RS00380	350	610	573	393	517	388	229	272	184	host	uspA	False	
gene-VC_RS05645	2156	3006	2753	2226	3237	2343	2793	3182	2093	host	gene-VC_RS05645	False	
gene-VC_RS07775	233	359	310	313	415	293	132	154	85	host	gene-VC_RS07775	False	
gene-VC_RS18120	36	56	53	87	86	67	90	93	76	host	gene-VC_RS18120	False	
gene-VC_RS18495	364	517	466	233	323	220	94	105	62	host	gene-VC_RS18495	False	
gene-VC_RS18085	113	145	156	221	220	225	221	292	204	host	gene-VC_RS18085	False	
gene-VC_RS04315	942	1685	1309	1125	1923	1319	873	1019	575	host	gene-VC_RS04315	False	
gene-VC_RS08270	371	507	499	399	559	426	672	679	463	host	gene-VC_RS08270	False	
gene-VC_RS02770	964	1520	1254	1124	1581	1191	965	1089	752	host	gene-VC_RS02770	False	
gene-VC_RS11685	347	499	442	426	561	459	474	646	405	host	gene-VC_RS11685	False	
gene-VC_RS15695	251	315	279	248	418	315	528	625	452	host	gene-VC_RS15695	False	
gene-VC_RS07125	39	64	65	56	111	71	126	127	88	host	gene-VC_RS07125	False	
gene-VC_RS11595	750	1253	1067	800	1225	846	1050	1103	727	host	gene-VC_RS11595	False	
gene-VC_RS17760	290	406	380	350	359	352	392	450	303	host	gene-VC_RS17760	False	
gene-VC_RS05490	177	248	240	196	212	212	356	295	977	host	gene-VC_RS05490	False	
gene-VC_RS14105	660	1007	966	736	975	780	691	797	477	host	mbhE	False	
gene-VC_RS02000	1453	2362	1840	1922	2806	2205	1943	2456	1587	host	galU	False	
gene-VC_RS12975	210	309	286	417	403	334	372	478	292	host	trmL	False	
gene-VC_RS15295	772	1073	748	419	835	550	721	877	571	host	gene-VC_RS15295	False	
gene-VC_RS17215	126	115	170	234	270	277	417	447	297	host	gbpA	False	
gene-VC_RS13875	148	238	190	218	314	249	271	343	189	host	gene-VC_RS13875	False	
gene-VC_RS17285	126	185	168	228	240	174	188	235	154	host	gene-VC_RS17285	False	
gene-VC_RS10725	230	365	302	326	396	357	290	343	180	host	gene-VC_RS10725	False	
gene-VC_RS14865	451	708	580	585	917	663	759	911	537	host	gene-VC_RS14865	False	
gene-VC_RS11495	299	322	318	195	311	252	253	366	189	host	gene-VC_RS11495	False	
gene-VC_RS13630	314	468	434	306	391	306	272	338	204	host	gene-VC_RS13630	False	
gene-VC_RS02835	934	1387	1331	1131	1582	1184	853	1016	615	host	gene-VC_RS02835	False	
gene-VC_RS02150	565	795	734	1118	1325	1587	1397	1557	1046	host	gene-VC_RS02150	False	
gene-VC_RS04605	155	207	165	139	217	174	177	200	117	host	vpsK	False	
gene-VC_RS03225	718	1032	865	772	1128	861	691	902	565	host	folP	False	
gene-VC_RS07760	601	871	749	453	630	444	300	333	214	host	gene-VC_RS07760	False	
gene-VC_RS13920	119	176	166	133	160	122	89	97	55	host	icmH	False	
gene-VC_RS07950	319	469	431	353	461	391	402	465	306	host	gene-VC_RS07950	False	
gene-VC_RS00020	428	780	665	681	1068	779	1040	1398	820	host	yidD	False	
gene-VC_RS16120	744	1041	892	765	997	677	767	915	576	host	gene-VC_RS16120	False	
gene-VC_RS00310	2109	3300	2589	1643	2416	1584	795	941	606	host	gene-VC_RS00310	False	
gene-VC_RS07380	284	384	292	253	353	266	277	276	192	host	mobA	False	
gene-VC_RS00925	553	691	714	733	810	668	581	628	439	host	gene-VC_RS00925	False	
gene-VC_RS05160	453	668	639	643	833	676	689	713	462	host	gene-VC_RS05160	False	
gene-VC_RS14065	169	208	238	225	265	204	253	327	189	host	gene-VC_RS14065	False	
gene-VC_RS15860	762	1030	912	859	1200	923	1031	1295	868	host	gene-VC_RS15860	False	
gene-VC_RS14245	223	317	266	231	254	200	210	228	138	host	gene-VC_RS14245	False	
gene-VC_RS18185	291	428	376	273	472	334	201	324	149	host	gene-VC_RS18185	False	
gene-VC_RS15045	296	347	359	371	462	408	819	762	539	host	gene-VC_RS15045	False	
gene-VC_RS14115	144	176	163	163	186	181	251	299	217	host	gene-VC_RS14115	False	
gene-VC_RS08920	1742	2807	2373	2182	3439	2433	2300	2937	1662	host	gene-VC_RS08920	False	
gene-VC_RS18405	156	236	192	258	352	252	446	498	321	host	gene-VC_RS18405	False	
gene-VC_RS16635	89	121	109	104	150	86	95	85	77	host	gene-VC_RS16635	False	
gene-VC_RS07090	656	825	699	705	985	788	1098	1192	773	host	gene-VC_RS07090_gene_rstR	False	
gene-VC_RS13700	63	57	72	80	109	99	108	113	84	host	gene-VC_RS13700	False	
gene-VC_RS03560	1452	1375	1254	991	1558	1101	762	991	615	host	gene-VC_RS03560	False	
gene-VC_RS07390	403	471	461	749	728	681	1166	1241	907	host	gene-VC_RS07390	False	
gene-VC_RS11330	460	710	558	654	819	667	715	808	463	host	gene-VC_RS11330	False	
gene-VC_RS16250	104	138	131	145	212	136	141	151	106	host	gene-VC_RS16250	False	
gene-VC_RS16295	43	49	33	52	57	51	86	120	64	host	gene-VC_RS16295	False	
gene-VC_RS17865	341	397	409	439	485	406	475	579	371	host	gene-VC_RS17865	False	
gene-VC_RS18510	597	908	778	793	962	743	523	797	473	host	gene-VC_RS18510	False	
gene-VC_RS11450	467	739	587	609	747	550	256	357	199	host	gene-VC_RS11450	False	
gene-VC_RS15370	350	415	410	400	577	467	957	1074	800	host	gene-VC_RS15370	False	
gene-VC_RS14615	426	601	521	563	599	500	609	763	475	host	gene-VC_RS14615	False	
gene-VC_RS16885	355	541	446	364	520	416	386	423	269	host	traF	False	
gene-VC_RS17300	507	630	622	640	663	599	1070	1134	914	host	gene-VC_RS17300	False	
gene-VC_RS13015	788	1226	1058	1054	1332	998	983	1095	713	host	gene-VC_RS13015	False	
gene-VC_RS16715	138	204	174	215	263	196	294	297	169	host	gene-VC_RS16715	False	
gene-VC_RS15925	368	553	521	577	807	578	771	894	682	host	gene-VC_RS15925	False	
gene-VC_RS17655	584	914	696	1086	1358	1058	727	892	577	host	hutX	False	
gene-VC_RS08245	227	330	303	262	364	294	226	220	167	host	gene-VC_RS08245	False	
gene-VC_RS04470	622	1090	829	976	1312	920	714	855	551	host	syd	False	
gene-VC_RS09040	497	779	593	310	483	381	167	251	144	host	gene-VC_RS09040	False	
gene-VC_RS05150	726	1098	937	731	925	650	835	931	685	host	fadJ	False	
gene-VC_RS07100	49	66	50	55	93	69	119	149	98	host	gene-VC_RS07100	False	
gene-VC_RS06540	127	163	152	159	199	163	144	149	110	host	hppD	False	
gene-VC_RS09205	1680	2447	2175	1928	2620	2037	1833	2190	1421	host	gene-VC_RS09205	False	
gene-VC_RS08905	611	811	823	1139	1358	1143	1251	1378	933	host	ruvA	False	
gene-VC_RS12690	42	59	65	90	123	110	118	155	90	host	gene-VC_RS12690	False	
gene-VC_RS14385	191	237	237	289	314	238	407	437	297	host	hlyA	False	
gene-VC_RS03525	1357	2069	1814	1637	2362	1715	1505	1907	1232	host	sltY	False	
gene-VC_RS07695	246	260	271	179	271	204	259	320	196	host	gene-VC_RS07695	False	
gene-VC_RS14755	798	1038	928	741	1075	775	497	537	372	host	gene-VC_RS14755	False	
gene-VC_RS09615	368	516	468	553	659	588	500	557	355	host	gene-VC_RS09615_gene_msrB	False	
gene-VC_RS07825	61	64	61	93	114	89	122	147	97	host	gene-VC_RS07825	False	
gene-VC_RS00205	710	882	739	753	1025	800	728	817	556	host	fmt	False	
gene-VC_RS04620	459	623	585	606	792	687	1435	1645	1228	host	gene-VC_RS04620	False	
gene-VC_RS11125	210	289	326	256	377	335	237	226	150	host	gene-VC_RS11125	False	
gene-VC_RS01555	1000	1461	1345	1308	1576	1296	1387	1585	1018	host	coaA	False	
gene-VC_RS01320	847	1347	1135	857	1241	873	1508	1073	740	host	gene-VC_RS01320	False	
gene-VC_RS08190	82	114	100	141	186	145	310	286	206	host	torC	False	
gene-VC_RS18280	233	305	357	463	589	492	479	618	410	host	gene-VC_RS18280	False	
gene-VC_RS08765	109	160	144	191	207	158	234	335	208	host	gene-VC_RS08765	False	
gene-VC_RS17745	154	199	185	220	285	229	434	470	352	host	gene-VC_RS17745	False	
gene-VC_RS08120	292	408	340	373	670	422	642	773	456	host	pspA	False	
gene-VC_RS09415	657	851	738	745	1188	917	604	723	435	host	gene-VC_RS09415	False	
gene-VC_RS00895	450	737	616	665	833	616	803	921	690	host	gene-VC_RS00895	False	
gene-VC_RS17230	872	1530	1099	1499	1855	1463	1762	2151	1371	host	speB	False	
gene-VC_RS09560	451	674	553	594	800	537	543	684	393	host	gene-VC_RS09560	False	
gene-VC_RS04380	604	1042	768	453	785	511	287	364	235	host	gene-VC_RS04380	False	
gene-VC_RS00100	83	134	137	141	167	171	277	313	190	host	gene-VC_RS00100	False	
gene-VC_RS03175	1439	2052	1863	1875	2743	1963	1707	2239	1306	host	vexE	False	
gene-VC_RS05440	1091	1640	1334	1163	1293	1070	1021	1285	857	host	gene-VC_RS05440	False	
gene-VC_RS02360	691	949	702	699	988	603	598	717	440	host	proC	False	
gene-VC_RS11195	1036	1536	1423	1036	2472	1097	926	1079	760	host	recC	False	
gene-VC_RS12170	1041	1502	1305	1893	2433	1929	1915	2155	1403	host	gene-VC_RS12170	False	
gene-VC_RS12855	92	1308	143	119	158	144	73	93	56	host	gene-VC_RS12855	False	
gene-VC_RS14345	404	559	485	469	617	475	488	540	377	host	gene-VC_RS14345	False	
gene-VC_RS13990	104	197	134	141	221	134	167	175	94	host	rbsK	False	
gene-VC_RS14550	46	90	87	58	92	65	69	75	42	host	gene-VC_RS14550	False	
gene-VC_RS06675	819	1271	1112	836	1110	859	750	895	572	host	gene-VC_RS06675	False	
gene-VC_RS08075	621	892	809	750	907	745	1012	1126	740	host	gene-VC_RS08075	False	
gene-VC_RS02805	763	866	978	1142	1084	719	254	183	225	host	gene-VC_RS02805	False	
gene-VC_RS02440	900	1309	1091	1353	1682	1393	1390	3263	1212	host	epd	False	
gene-VC_RS05995	598	692	673	861	844	807	844	844	590	host	ihfA	False	
gene-VC_RS02405	575	1046	842	707	1035	732	368	368	256	host	rsmE	False	
gene-VC_RS02575	609	978	903	776	981	779	755	1023	591	host	gene-VC_RS02575	False	
gene-VC_RS05210	560	774	659	833	1252	927	923	1141	600	host	sohB	False	
gene-VC_RS07970	128	221	154	116	181	137	123	149	144	host	gene-VC_RS07970	False	
gene-VC_RS17650	847	1273	997	1614	1876	1334	853	1061	688	host	hutZ	False	
gene-VC_RS03570	279	442	411	463	585	470	621	817	504	host	pgeF	False	
gene-VC_RS09895	208	241	243	240	292	255	320	323	236	host	ccmD	False	
gene-VC_RS04895	2305	3317	2731	1416	1977	1583	1077	1278	803	host	asnB	False	
gene-VC_RS04195	90	138	123	96	156	119	181	233	135	host	gene-VC_RS04195	False	
gene-VC_RS07940	373	563	497	435	482	374	432	486	317	host	gene-VC_RS07940	False	
gene-VC_RS12295	183	298	267	403	417	316	683	412	331	host	gene-VC_RS12295	False	
gene-VC_RS16070	2063	2716	2388	1783	2297	1617	584	738	415	host	gene-VC_RS16070	False	
gene-VC_RS01395	37	52	51	73	83	78	78	107	59	host	gene-VC_RS01395	False	
gene-VC_RS12280	1148	1833	1514	1158	1597	1196	1041	1223	760	host	gene-VC_RS12280	False	
gene-VC_RS01665	278	502	362	232	312	224	170	186	158	host	gene-VC_RS01665	False	
gene-VC_RS06025	250	326	261	235	303	267	302	340	227	host	gene-VC_RS06025	False	
gene-VC_RS18355	233	318	271	164	244	176	184	168	126	host	potE	False	
gene-VC_RS07250	1083	1562	1265	1371	2026	1453	1396	1683	1096	host	gene-VC_RS07250	False	
gene-VC_RS15800	649	839	781	596	943	730	994	1223	760	host	gene-VC_RS15800	False	
gene-VC_RS04120	130	138	115	117	144	135	141	162	106	host	tcpA	False	
gene-VC_RS06045	142	186	190	147	214	173	169	182	108	host	gene-VC_RS06045_gene_msrB	False	
gene-VC_RS16060	23	64	43	41	75	46	83	104	60	host	gene-VC_RS16060	False	
gene-VC_RS16310	490	651	526	556	772	628	834	1057	615	host	yjjG	False	
gene-VC_RS04025	730	1006	846	1232	1539	1288	1580	3631	1096	host	gene-VC_RS04025	False	
gene-VC_RS16470	108	189	168	154	195	139	134	184	89	host	gene-VC_RS16470	False	
