Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	is_outlier	outlier_info
gene-PHIKZ_p12	0	0	106	155	257	292	phage	gene-PHIKZ_p12	False	
gene-PA1912	3	0	0	0	0	0	host	femI	False	
gene-PA5221	15	17	0	0	0	0	host	gene-PA5221	False	
gene-PA0645	1	1	0	5	6	2	host	gene-PA0645	False	
gene-PA4380	10	13	0	0	0	0	host	gene-PA4380	False	
gene-PA2311	3	0	0	0	0	0	host	gene-PA2311	False	
gene-PA2546	4	2	1	0	1	2	host	gene-PA2546	False	
gene-PA0550	9	11	0	1	1	0	host	gene-PA0550	False	
gene-PA1906	1	1	0	0	0	0	host	gene-PA1906	False	
gene-PA3428	1	3	0	0	0	0	host	gene-PA3428	False	
gene-PA2079	5	5	0	1	2	6	host	gene-PA2079	False	
gene-PA2839	5	2	0	1	0	2	host	gene-PA2839	False	
gene-PA4223	9	6	0	0	1	0	host	gene-PA4223	False	
gene-PA3599	9	7	0	1	0	0	host	gene-PA3599	False	
gene-PA4831	5	10	0	0	0	0	host	gene-PA4831	False	
gene-PA0798	6	2	1	1	4	2	host	pmtA	False	
gene-PA1080	23	29	3	3	3	3	host	flgE	False	
gene-PA2886	14	7	0	0	0	0	host	atuA	False	
gene-PA3665	0	3	0	0	0	0	host	gene-PA3665	False	
gene-PHIKZ_p72	0	0	599	741	656	729	phage	gene-PHIKZ_p72	False	
gene-PA3534	19	9	0	2	2	2	host	gene-PA3534	False	
gene-PA5193	8	26	1	2	3	1	host	yrfI	False	
gene-PA3671	7	2	1	1	1	2	host	gene-PA3671	False	
gene-PA5142	10	15	1	2	0	0	host	hisH1	False	
gene-PA3863	16	6	0	0	0	0	host	dauA	False	
gene-PA1164	4	7	1	0	4	3	host	gene-PA1164	False	
gene-PHIKZ239	0	0	416	409	177	169	phage	gene-PHIKZ239	False	
gene-PA2125	4	5	0	0	1	1	host	gene-PA2125	False	
gene-PA1779	11	5	4	3	2	3	host	gene-PA1779	False	
gene-PA4824	7	3	0	0	0	0	host	gene-PA4824	False	
gene-PA3600	0	2	0	0	0	0	host	gene-PA3600	False	
gene-PA2978	1	6	0	0	0	0	host	ptpA	False	
gene-PA2699	6	5	0	0	1	1	host	gene-PA2699	False	
gene-PA3202	4	5	1	1	1	0	host	gene-PA3202	False	
gene-PA4781	18	10	0	0	0	1	host	gene-PA4781	False	
gene-PA2481	2	11	0	0	0	0	host	gene-PA2481	False	
gene-PA1111	4	2	1	0	2	0	host	gene-PA1111	False	
gene-PA1265	8	3	0	0	0	0	host	gene-PA1265	False	
gene-PA5497	28	21	3	6	2	5	host	nrdJa	False	
gene-PA3028	6	8	0	0	0	1	host	moeA2	False	
gene-PA1685	1	5	2	1	0	0	host	masA	False	
gene-PA3474	5	5	0	0	2	1	host	gene-PA3474	False	
gene-PA0784	8	2	0	0	0	0	host	gene-PA0784	False	
gene-PA1949	9	2	0	1	0	0	host	rbsR	False	
gene-PA2930	5	9	0	0	0	0	host	gene-PA2930	False	
gene-PA5218	11	2	0	0	0	0	host	gene-PA5218	False	
gene-PA5413	12	5	0	2	0	1	host	ltaA	False	
gene-PHIKZ191	0	0	2179	2244	6238	6246	phage	gene-PHIKZ191	False	
gene-PA2176	3	1	0	0	2	2	host	gene-PA2176	False	
gene-PA2385	7	4	0	3	8	2	host	pvdQ	False	
gene-PHIKZ017	0	0	4922	4363	2409	2381	phage	gene-PHIKZ017	False	
gene-PA4034	11	5	0	0	0	0	host	aqpZ	False	
gene-PA4224	5	6	0	0	0	3	host	pchG	False	
gene-PA3492	11	10	1	0	0	2	host	gene-PA3492	False	
gene-PA2783	9	6	0	0	1	0	host	gene-PA2783	False	
gene-PA2352	2	6	0	0	2	1	host	gene-PA2352	False	
gene-PA0373	24	27	5	5	4	3	host	ftsY	False	
gene-PA2913	4	8	0	0	2	1	host	gene-PA2913	False	
gene-PA3960	7	5	0	0	0	2	host	gene-PA3960	False	
gene-PHIKZ_p07	0	0	6765	6564	10574	10203	phage	gene-PHIKZ_p07	False	
gene-PHIKZ114	0	0	761	730	1528	1458	phage	gene-PHIKZ114	False	
gene-PA5407	6	15	2	2	1	0	host	gene-PA5407	False	
gene-PA2938	13	4	0	0	1	0	host	gene-PA2938	False	
gene-PA0814	3	0	0	1	0	0	host	gene-PA0814	False	
gene-PA4623	1	4	0	0	0	1	host	gene-PA4623	False	
gene-PA5222	13	10	0	0	0	0	host	gene-PA5222	False	
gene-PA3766	6	15	1	2	2	2	host	gene-PA3766	False	
gene-PA1811	16	15	1	1	6	3	host	gene-PA1811	False	
gene-PA2005	6	5	0	0	0	0	host	gene-PA2005	False	
gene-PA2288	6	4	0	0	1	0	host	gene-PA2288	False	
gene-PA5402	6	28	5	4	3	6	host	gene-PA5402	False	
gene-PA0147	15	10	0	0	1	3	host	gene-PA0147	False	
gene-PA0017	14	19	0	0	1	0	host	gene-PA0017	False	
gene-PA2155	7	1	0	0	1	0	host	gene-PA2155	False	
gene-PA2895	5	2	0	0	1	0	host	gene-PA2895	False	
gene-PA3572	1	5	3	0	0	1	host	gene-PA3572	False	
gene-PA1319	4	13	0	0	3	6	host	cyoC	False	
gene-PA2525	4	2	2	3	3	6	host	gene-PA2525	False	
gene-PA5238	26	18	2	2	4	2	host	gene-PA5238	False	
gene-PA2679	1	3	0	0	0	0	host	gene-PA2679	False	
gene-PA1434	5	5	0	0	0	0	host	gene-PA1434	False	
gene-PA0154	5	8	0	0	0	1	host	pcaG	False	
gene-PA2676	2	3	0	1	0	0	host	gene-PA2676	False	
gene-PA5156	11	13	1	1	6	3	host	gene-PA5156	False	
gene-PHIKZ244	2	0	888	854	2547	2447	phage	gene-PHIKZ244	False	
gene-PA3774	6	4	0	1	0	0	host	gene-PA3774	False	
gene-PA5458	14	8	1	1	0	3	host	gene-PA5458	False	
gene-PA0326	18	12	1	1	4	3	host	gene-PA0326	False	
gene-PA5079	8	5	0	0	1	0	host	gene-PA5079	False	
gene-PA0757	9	8	0	2	1	2	host	gene-PA0757	False	
gene-PHIKZ067	1	2	584	558	7396	7330	phage	gene-PHIKZ067	False	
gene-PA3783	7	4	0	0	1	0	host	gene-PA3783	False	
gene-PA2086	3	1	0	0	0	0	host	gene-PA2086	False	
gene-PA0167	12	13	1	1	0	0	host	gene-PA0167	False	
gene-PA5176	10	13	1	1	5	3	host	gene-PA5176	False	
gene-PA1733	4	3	1	0	1	1	host	gene-PA1733	False	
gene-PA0886	10	9	0	0	0	1	host	gene-PA0886	False	
gene-PA4287	2	2	0	0	3	3	host	gene-PA4287	False	
gene-PA5521	11	4	1	1	0	1	host	gene-PA5521	False	
gene-PA4809	5	6	1	0	0	0	host	fdhE	False	
gene-PA2776	13	1	7	6	2	3	host	gene-PA2776	False	
gene-PA5138	6	10	2	2	0	0	host	gene-PA5138	False	
gene-PA3123	1	1	0	2	2	5	host	gene-PA3123	False	
gene-PA3542	18	5	0	0	0	0	host	alg44	False	
gene-PHIKZ_p28	1	0	32	35	564	573	phage	gene-PHIKZ_p28	False	
gene-PA3342	6	6	0	2	2	2	host	gene-PA3342	False	
gene-PA1799	3	7	2	1	1	2	host	parR	False	
gene-PA2932	9	3	0	2	0	0	host	morB	False	
gene-PA3537	12	15	0	0	1	1	host	argF	False	
gene-PA3717	6	6	0	1	1	1	host	gene-PA3717	False	
gene-PA1898	4	5	0	0	4	4	host	qscR	False	
gene-PA4603	4	3	0	0	0	0	host	gene-PA4603	False	
gene-PA2189	3	2	1	2	1	1	host	gene-PA2189	False	
gene-PA1488	6	7	2	2	1	2	host	gene-PA1488	False	
gene-PA5200	11	4	1	1	1	0	host	amgR	False	
gene-PA2192	1	0	0	1	0	0	host	gene-PA2192	False	
gene-PA3476	6	27	3	4	1	2	host	rhlI	False	
gene-PA0197	9	6	0	0	4	5	host	tonB2	False	
gene-PA2917	7	8	1	0	2	2	host	gene-PA2917	False	
gene-PA1601	10	14	0	0	0	0	host	gene-PA1601	False	
gene-PA2455	5	4	3	2	3	2	host	gene-PA2455	False	
gene-PA0781	12	6	0	0	0	0	host	gene-PA0781	False	
gene-PA2003	5	3	0	0	1	0	host	bdhA	False	
gene-PA4839	28	28	2	3	8	4	host	speA	False	
gene-PA0030	7	2	1	2	4	3	host	gene-PA0030	False	
gene-PA2183	0	1	0	0	0	0	host	gene-PA2183	False	
gene-PA0499	9	5	5	5	10	3	host	gene-PA0499	False	
gene-PA2614	2	15	0	0	0	1	host	lolA	False	
gene-PA2282	3	4	0	0	0	0	host	gene-PA2282	False	
gene-PA2097	4	4	0	0	0	0	host	gene-PA2097	False	
gene-PA3556	17	8	0	0	1	0	host	arnT	False	
gene-PA5249	6	3	2	1	1	0	host	gene-PA5249	False	
gene-PHIKZ_t03	0	0	3	5	48	58	phage	gene-PHIKZ_t03	False	
gene-PA1676	1	0	0	0	1	0	host	gene-PA1676	False	
gene-PA0440	17	4	0	0	0	0	host	gene-PA0440	False	
gene-PA2740	11	29	5	5	1	1	host	pheS	False	
gene-PA0617	6	2	0	0	2	1	host	gene-PA0617	False	
gene-PHIKZ246	1	0	2438	2363	1634	1581	phage	gene-PHIKZ246	False	
gene-PA2512	11	8	0	0	0	0	host	antA	False	
gene-PA5205	12	3	0	1	0	0	host	gene-PA5205	False	
gene-PA0488	3	1	0	0	1	1	host	gene-PA0488	False	
gene-PA3107	12	22	0	0	1	0	host	metZ	False	
gene-PA1037	8	9	1	1	3	1	host	gene-PA1037	False	
gene-PA0164	19	10	0	0	0	0	host	gene-PA0164	False	
gene-PHIKZ_p80	0	0	420	431	488	507	phage	gene-PHIKZ_p80	False	
gene-PA2340	4	4	1	1	0	2	host	gene-PA2340	False	
gene-PA1344	5	6	0	0	0	0	host	gene-PA1344	False	
gene-PA3050	9	28	2	0	1	1	host	pyrD	False	
gene-PA5067	3	17	2	3	2	1	host	hisE	False	
gene-PA1593	3	11	0	0	1	0	host	gene-PA1593	False	
gene-PHIKZ229	0	1	308	323	907	927	phage	gene-PHIKZ229	False	
gene-PA5469	6	2	0	1	0	0	host	gene-PA5469	False	
gene-PA4479	13	11	0	0	0	1	host	mreD	False	
gene-PA3398	10	11	0	0	0	0	host	gene-PA3398	False	
gene-PA1808	4	8	2	1	0	0	host	gene-PA1808	False	
gene-PA4104	4	6	0	0	2	0	host	gene-PA4104	False	
gene-PA0061	4	5	0	0	0	0	host	gene-PA0061	False	
gene-PA0047	6	2	0	0	2	0	host	gene-PA0047	False	
gene-PA0132	17	12	0	0	1	0	host	gene-PA0132	False	
gene-PA0162	11	11	0	0	2	2	host	opdC	False	
gene-PA3296	9	0	1	0	2	0	host	phoA	False	
gene-PA1491	7	2	2	1	1	0	host	gene-PA1491	False	
gene-PA5478	28	25	0	0	2	2	host	gene-PA5478	False	
gene-PA0754	13	3	0	0	0	0	host	gene-PA0754	False	
gene-PA4816	10	10	1	1	1	1	host	gene-PA4816	False	
gene-PA5080	11	11	0	1	2	3	host	gene-PA5080	False	
gene-PA4301	4	5	0	3	0	0	host	tadB	False	
gene-PA0222	16	9	0	0	0	0	host	gene-PA0222	False	
gene-PA3281	3	0	0	0	1	1	host	gene-PA3281	False	
gene-PA4888	16	22	0	0	1	0	host	desB	False	
gene-PHIKZ020	0	1	1685	1634	1821	1823	phage	gene-PHIKZ020	False	
gene-PA0839	4	4	0	1	0	0	host	gene-PA0839	False	
gene-PA1450	10	4	0	1	2	2	host	gene-PA1450	False	
gene-PA5031	13	1	0	0	0	2	host	gene-PA5031	False	
gene-PA4773	21	29	2	1	3	2	host	gene-PA4773	False	
gene-PA4047	7	11	0	0	0	1	host	ribA	False	
gene-PA2010	4	3	1	1	0	0	host	gene-PA2010	False	
gene-PA1569	6	4	0	1	0	0	host	gene-PA1569	False	
gene-PA3906	4	4	1	0	0	0	host	gene-PA3906	False	
gene-PA0135	2	0	0	0	0	0	host	gene-PA0135	False	
gene-PA1377	4	4	1	0	2	1	host	gene-PA1377	False	
gene-PA3286	11	19	1	2	3	4	host	gene-PA3286	False	
gene-PA0993	3	1	0	0	1	1	host	cupC2	False	
gene-PA0079	12	9	0	0	2	0	host	gene-PA0079	False	
gene-PA4585	7	3	0	0	1	0	host	rtcA	False	
gene-PA5524	14	8	0	0	0	0	host	gene-PA5524	False	
gene-PA4992	7	9	0	1	0	1	host	gene-PA4992	False	
gene-PA0463	14	10	0	0	0	0	host	creB	False	
gene-PA3237	0	1	0	0	0	1	host	gene-PA3237	False	
gene-PA1176	1	3	0	0	0	1	host	napF	False	
gene-PA1820	10	11	4	4	4	2	host	nhaB	False	
gene-PA2765	4	8	3	2	2	1	host	gene-PA2765	False	
gene-PA0741	1	0	0	0	0	0	host	gene-PA0741	False	
gene-PA3170	11	7	0	0	0	0	host	gene-PA3170	False	
gene-PA1598	2	3	0	0	0	0	host	gene-PA1598	False	
gene-PA2318	2	1	0	0	0	0	host	gene-PA2318	False	
gene-PA4734	4	6	2	3	4	2	host	gene-PA4734	False	
gene-PA2993	10	22	0	0	0	1	host	gene-PA2993	False	
gene-PA1390	8	3	1	1	2	3	host	gene-PA1390	False	
gene-PA2986	17	25	2	3	0	0	host	gene-PA2986	False	
gene-PA2763	1	0	0	0	0	0	host	gene-PA2763	False	
gene-PA1530	4	14	0	0	0	0	host	gene-PA1530	False	
gene-PA2201	3	2	0	0	0	0	host	gene-PA2201	False	
gene-PA4198	21	7	0	0	1	0	host	gene-PA4198	False	
gene-PA1303	3	2	0	0	0	0	host	gene-PA1303	False	
gene-PA4571	15	7	3	7	4	7	host	gene-PA4571	False	
gene-PA4039	22	21	0	1	0	0	host	gene-PA4039	False	
gene-PA4349	9	5	0	0	1	4	host	gene-PA4349	False	
gene-PA2572	5	5	0	0	3	1	host	gene-PA2572	False	
gene-PA2483	8	17	0	0	0	0	host	gene-PA2483	False	
gene-PA5494	4	6	2	2	1	1	host	gene-PA5494	False	
gene-PA0096	4	6	1	0	0	1	host	gene-PA0096	False	
gene-PA2210	1	1	0	0	1	1	host	gene-PA2210	False	
gene-PA3712	6	7	0	0	0	0	host	gene-PA3712	False	
gene-PA1557	10	15	6	3	4	5	host	ccoN2	False	
gene-PA5163	23	16	5	3	0	0	host	rmlA	False	
gene-PA2606	3	5	0	0	1	0	host	gene-PA2606	False	
gene-PA5311	9	4	1	0	1	1	host	gene-PA5311	False	
gene-PA2814	3	1	0	0	0	0	host	gene-PA2814	False	
gene-PA1741	2	3	0	0	1	0	host	gene-PA1741	False	
gene-PA4518	0	1	0	0	0	0	host	gene-PA4518	False	
gene-PA0517	1	1	0	0	0	0	host	nirC	False	
gene-PA2997	10	24	5	6	3	1	host	nqrC	False	
gene-PA4828	8	3	1	1	0	0	host	gene-PA4828	False	
gene-PA1954	11	3	0	0	1	0	host	gene-PA1954	False	
gene-PA2031	1	4	0	0	1	2	host	gene-PA2031	False	
gene-PA1618	1	6	1	0	0	2	host	gene-PA1618	False	
gene-PA3984	8	24	0	0	2	2	host	lnt	False	
gene-PA3516	13	2	0	0	1	1	host	gene-PA3516	False	
gene-PA0246	18	10	0	0	0	0	host	gene-PA0246	False	
gene-PA5414	6	5	0	1	4	1	host	gene-PA5414	False	
gene-PA1944	4	9	2	2	4	4	host	gene-PA1944	False	
gene-PA5330	10	14	1	4	2	6	host	gene-PA5330	False	
gene-PA3569	10	1	0	0	0	0	host	mmsB	False	
gene-PHIKZ204	0	0	706	583	353	314	phage	gene-PHIKZ204	False	
gene-PA3672	9	4	0	0	1	0	host	gene-PA3672	False	
gene-PA0181	12	6	0	0	0	2	host	gene-PA0181	False	
gene-PA1648	2	2	0	0	0	0	host	gene-PA1648	False	
gene-PHIKZ078	0	0	952	915	14763	14926	phage	gene-PHIKZ078	False	
gene-PA1903	17	3	1	0	0	0	host	phzE2	False	
gene-PA4612	6	2	0	3	0	1	host	gene-PA4612	False	
gene-PA3889	9	9	0	0	1	0	host	gene-PA3889	False	
gene-PA5137	7	14	0	1	2	1	host	gene-PA5137	False	
gene-PA3664	4	21	1	1	0	1	host	gene-PA3664	False	
gene-PA4155	8	0	0	0	0	0	host	gene-PA4155	False	
gene-PA3479	6	13	1	0	5	2	host	rhlA	False	
gene-PA2824	16	11	0	1	0	1	host	gene-PA2824	False	
gene-PA0021	7	2	0	0	2	0	host	gene-PA0021	False	
gene-PA2757	5	8	1	0	1	2	host	gene-PA2757	False	
gene-PA4507	5	2	0	0	0	0	host	gene-PA4507	False	
gene-PA2185	6	1	2	0	0	0	host	katN	False	
gene-PA3559	13	10	2	2	0	0	host	gene-PA3559	False	
gene-PHIKZ264	1	1	1965	3448	2186	2528	phage	gene-PHIKZ264	False	
gene-PA3573	12	6	0	0	0	0	host	gene-PA3573	False	
gene-PA4038	12	6	0	0	1	1	host	gene-PA4038	False	
gene-PA3315	6	3	0	0	0	0	host	gene-PA3315	False	
gene-PA4011	5	22	0	0	2	3	host	gene-PA4011	False	
gene-PA4581	9	5	0	0	3	0	host	rtcR	False	
gene-PA0836.1	1	1	0	0	0	1	host	gene-PA0836.1	False	
gene-PA1386	5	4	2	1	3	2	host	gene-PA1386	False	
gene-PA3274	2	4	0	0	0	0	host	gene-PA3274	False	
gene-PA5460	2	1	0	0	0	0	host	gene-PA5460	False	
gene-PA0216	11	4	1	0	1	0	host	gene-PA0216	False	
gene-PA0844	13	4	1	1	0	0	host	plcH	False	
gene-PA4780	15	8	0	1	2	1	host	gene-PA4780	False	
gene-PA2599	7	3	0	0	1	0	host	gene-PA2599	False	
gene-PA2692	3	6	0	0	0	0	host	gene-PA2692	False	
gene-PA2053	4	4	0	0	0	0	host	cynT	False	
gene-PA3989	6	13	1	0	0	0	host	holA	False	
gene-PA1771	8	5	0	0	1	0	host	estX	False	
gene-PA1334	2	8	0	0	1	1	host	gene-PA1334	False	
gene-PA1424a	3	1	0	0	0	0	host	gene-PA1424a	False	
gene-PA3677	9	3	1	1	0	0	host	gene-PA3677	False	
gene-PA3613	24	9	1	1	3	4	host	gene-PA3613	False	
gene-PHIKZ_p04	1	1	14	16	152	168	phage	gene-PHIKZ_p04	False	
gene-PA4207	24	16	0	1	1	1	host	mexI	False	
gene-PA3835	4	3	4	4	5	2	host	gene-PA3835	False	
gene-PA2307	4	1	3	7	1	4	host	gene-PA2307	False	
gene-PA2493	9	4	0	0	0	1	host	mexE	False	
gene-PA1783	3	1	0	0	1	0	host	nasA	False	
gene-PA3709	14	11	1	0	2	0	host	gene-PA3709	False	
gene-PA5392	5	3	0	0	0	1	host	gene-PA5392	False	
gene-PA3557	2	7	0	0	0	0	host	arnE	False	
gene-PA5510	16	13	1	2	0	2	host	gene-PA5510	False	
gene-PA0883	4	0	0	0	0	0	host	gene-PA0883	False	
gene-PA3632	3	18	0	0	0	0	host	gene-PA3632	False	
gene-PHIKZ002	0	1	86	127	1077	1116	phage	gene-PHIKZ002	False	
gene-PA4159	6	1	0	0	4	1	host	fepB	False	
gene-PA2555	8	4	1	0	0	1	host	gene-PA2555	False	
gene-PA2862	15	5	2	3	4	2	host	lipA	False	
gene-PA2564	5	1	0	0	0	1	host	gene-PA2564	False	
gene-PA3458	6	1	0	0	1	0	host	gene-PA3458	False	
gene-PA1810	7	7	4	1	1	1	host	gene-PA1810	False	
gene-PA1889	9	12	0	0	3	1	host	gene-PA1889	False	
gene-PA4697	6	4	4	5	5	5	host	gene-PA4697	False	
gene-PA0262	29	9	2	2	4	2	host	gene-PA0262	False	
gene-PA3358	8	2	1	0	1	0	host	gene-PA3358	False	
gene-PA4893	15	5	0	0	0	0	host	ureG	False	
gene-PA4660	6	8	3	5	7	6	host	phr	False	
gene-PA2975	9	23	4	6	6	3	host	rluC	False	
gene-PA3285	7	7	0	0	0	0	host	gene-PA3285	False	
gene-PA4471	2	5	0	0	0	0	host	gene-PA4471	False	
gene-PA0069	15	11	0	0	2	0	host	gene-PA0069	False	
gene-PA0551	18	28	4	4	3	2	host	epd	False	
gene-PA4755	5	24	1	0	0	1	host	greA	False	
gene-PA1084	10	21	1	1	1	2	host	flgI	False	
gene-PA3236	10	3	1	0	0	1	host	gene-PA3236	False	
gene-PA3526	12	5	1	1	1	0	host	gene-PA3526	False	
gene-PA0808	2	3	0	0	0	0	host	gene-PA0808	False	
gene-PA4204	12	9	1	2	2	1	host	ppgL	False	
gene-PA5294	17	5	3	0	2	0	host	gene-PA5294	False	
gene-PA1536	2	3	1	1	0	0	host	gene-PA1536	False	
gene-PA1673	7	5	0	1	0	0	host	gene-PA1673	False	
gene-PA4177	2	2	0	0	0	0	host	gene-PA4177	False	
gene-PA3256	5	4	0	0	0	0	host	gene-PA3256	False	
gene-PA4116	7	6	0	0	0	0	host	bphO	False	
gene-PA0597	5	2	0	2	1	4	host	gene-PA0597	False	
gene-PA4738	4	9	2	2	10	5	host	gene-PA4738	False	
gene-PA1007	7	15	2	2	1	3	host	gene-PA1007	False	
gene-PA1831	7	11	2	1	2	1	host	gene-PA1831	False	
gene-PA2209	4	2	0	0	1	0	host	gene-PA2209	False	
gene-PA0559	12	8	2	2	1	1	host	gene-PA0559	False	
gene-PA3227	4	5	1	3	3	3	host	ppiA	False	
gene-PA0738	0	0	0	0	0	0	host	gene-PA0738	False	
gene-PA2234	1	5	1	2	0	1	host	pslD	False	
gene-PA0238	4	3	0	0	0	0	host	gene-PA0238	False	
gene-PA3615	6	16	0	0	0	0	host	gene-PA3615	False	
gene-PA1851	9	4	3	1	7	6	host	gene-PA1851	False	
gene-PA4550	7	7	2	1	1	1	host	fimU	False	
gene-PA4013	7	9	1	0	1	1	host	gene-PA4013	False	
gene-PHIKZ_p83	0	2	3519	3371	30200	29781	phage	gene-PHIKZ_p83	False	
gene-PA2349	3	3	0	0	0	0	host	gene-PA2349	False	
gene-PA2004	13	8	0	0	0	0	host	gene-PA2004	False	
gene-PA4887	27	19	0	0	6	4	host	gene-PA4887	False	
gene-PA3739	11	6	1	1	4	3	host	gene-PA3739	False	
gene-PHIKZ_p32	0	0	41	47	212	237	phage	gene-PHIKZ_p32	False	
gene-PA5528	8	16	1	0	1	2	host	gene-PA5528	False	
gene-PA1272	8	10	1	0	2	2	host	cobO	False	
gene-PA1615	1	2	1	0	4	6	host	gene-PA1615	False	
gene-PA2334	5	0	1	1	0	0	host	gene-PA2334	False	
gene-PA3973	4	5	0	0	1	1	host	gene-PA3973	False	
gene-PA2316	10	1	0	0	0	0	host	gene-PA2316	False	
gene-PHIKZ110	2	2	195	201	399	437	phage	gene-PHIKZ110	False	
gene-PA5424	4	4	1	0	3	1	host	gene-PA5424	False	
gene-PA1313	8	5	0	1	0	1	host	gene-PA1313	False	
gene-PA3483	9	13	1	0	0	0	host	gene-PA3483	False	
gene-PA3475	2	8	0	0	0	0	host	pheC	False	
gene-PA4061	8	8	0	0	2	3	host	gene-PA4061	False	
gene-PA3250	7	7	2	1	1	1	host	gene-PA3250	False	
gene-PA0402	22	19	1	3	2	3	host	pyrB	False	
gene-PA2770	4	9	1	0	0	0	host	gene-PA2770	False	
gene-PA0026	17	4	0	1	0	0	host	plcB	False	
gene-PHIKZ018	0	1	1846	2352	688	725	phage	gene-PHIKZ018	False	
gene-PA0777	6	5	0	0	1	0	host	gene-PA0777	False	
gene-PA4019	2	10	0	0	0	0	host	gene-PA4019	False	
gene-PA5108	1	9	2	2	1	2	host	gene-PA5108	False	
gene-PHIKZ193	1	1	1946	1921	4987	4803	phage	gene-PHIKZ193	False	
gene-PA4072	16	7	1	0	0	0	host	gene-PA4072	False	
gene-PA1367	3	3	0	0	1	1	host	gene-PA1367	False	
gene-PA4535	9	3	1	1	1	0	host	gene-PA4535	False	
gene-PA0995	2	1	0	1	3	1	host	ogt	False	
gene-PA4458	8	13	3	3	0	2	host	gene-PA4458	False	
gene-PA2232	5	8	1	0	0	2	host	pslB	False	
gene-PA0771	13	18	1	1	1	1	host	era	False	
gene-PA1249	15	8	0	1	1	0	host	aprA	False	
gene-PA3387	4	6	1	2	0	0	host	rhlG	False	
gene-PA3247	9	14	1	1	0	2	host	gene-PA3247	False	
gene-PA3878	21	14	2	1	2	3	host	narX	False	
gene-PA4776	10	3	2	2	1	0	host	pmrA	False	
gene-PA0160	2	2	0	1	0	1	host	gene-PA0160	False	
gene-PA4774	17	21	0	0	1	2	host	gene-PA4774	False	
gene-PA5054	24	23	6	7	2	4	host	hslU	False	
gene-PA1125	10	5	0	0	0	0	host	gene-PA1125	False	
gene-PA2163	5	4	2	2	0	2	host	gene-PA2163	False	
gene-PHIKZ226	1	0	920	918	577	567	phage	gene-PHIKZ226	False	
gene-PA1348	2	2	0	1	1	1	host	gene-PA1348	False	
gene-PA2961	5	7	0	1	2	2	host	holB	False	
gene-PA2919	3	1	0	0	0	0	host	gene-PA2919	False	
gene-PA0773	9	13	0	0	0	0	host	pdxJ	False	
gene-PA2411	3	0	0	0	0	0	host	gene-PA2411	False	
gene-PA2384	1	1	1	1	2	3	host	gene-PA2384	False	
gene-PA4994	18	5	0	1	0	1	host	gene-PA4994	False	
gene-PA3411	2	1	1	0	0	0	host	gene-PA3411	False	
gene-PA0347	14	9	0	0	1	0	host	glpQ	False	
gene-PA2747a	2	8	0	0	0	0	host	gene-PA2747a	False	
gene-PA5098	13	4	0	0	0	0	host	hutH	False	
gene-PA2391	1	3	0	0	1	0	host	opmQ	False	
gene-PA2145	3	0	0	0	0	0	host	gene-PA2145	False	
gene-PA2764	3	6	0	3	0	0	host	gene-PA2764	False	
gene-PA0223	10	5	0	0	1	1	host	gene-PA0223	False	
gene-PA1361	6	10	0	0	0	0	host	gene-PA1361	False	
gene-PA4626	10	4	1	0	1	0	host	hprA	False	
gene-PA0752	20	9	0	0	1	1	host	gene-PA0752	False	
gene-PA1416	3	4	0	0	0	0	host	gene-PA1416	False	
gene-PA2267	5	5	2	1	0	0	host	gene-PA2267	False	
gene-PA4594	4	4	0	0	0	0	host	gene-PA4594	False	
gene-PA0381	14	18	1	1	0	1	host	thiG	False	
gene-PA0054	16	4	0	1	1	1	host	gene-PA0054	False	
gene-PA1182	9	12	0	0	0	0	host	gene-PA1182	False	
gene-PA2403	9	4	1	0	1	1	host	gene-PA2403	False	
gene-PA2866	3	7	0	1	0	1	host	mttC	False	
gene-PA1323	0	4	1	0	1	0	host	gene-PA1323	False	
gene-PA2904	4	9	0	0	1	2	host	cobI	False	
gene-PA1967	5	2	0	0	0	0	host	gene-PA1967	False	
gene-PA3596	4	4	0	0	0	0	host	gene-PA3596	False	
gene-PA1309	4	6	1	1	0	0	host	gene-PA1309	False	
gene-PA3972	20	19	1	1	0	1	host	gene-PA3972	False	
gene-PA3360	9	6	0	0	0	0	host	gene-PA3360	False	
gene-PA0628	10	6	5	3	3	4	host	gene-PA0628	False	
gene-PA1904	9	2	0	1	0	0	host	phzF2	False	
gene-PA4782	6	18	3	0	1	2	host	gene-PA4782	False	
gene-PA2353	10	4	0	0	0	0	host	gene-PA2353	False	
gene-PA2556	4	4	0	0	2	0	host	gene-PA2556	False	
gene-PA1158	11	10	0	0	2	1	host	gene-PA1158	False	
gene-PA3394	8	4	0	0	1	0	host	nosF	False	
gene-PA2085	1	1	0	0	0	0	host	gene-PA2085	False	
gene-PA4304	4	5	0	2	2	3	host	rcpA	False	
gene-PA0110	3	4	0	0	0	0	host	gene-PA0110	False	
gene-PA5267	8	1	3	5	2	1	host	hcpB	False	
gene-PA5416	12	6	1	0	1	0	host	soxB	False	
gene-PA3354	5	6	0	1	0	3	host	gene-PA3354	False	
gene-PA4145	11	5	0	0	0	0	host	gene-PA4145	False	
gene-PA3094	5	9	0	1	0	0	host	gene-PA3094	False	
gene-PA1362	2	1	3	2	3	2	host	gene-PA1362	False	
gene-PA4199	18	6	0	0	0	0	host	gene-PA4199	False	
gene-PA1635	1	0	0	0	0	0	host	kdpC	False	
