Geneid	5_R1	5_R2	15_R1	15_R2	35_R1	35_R2	Entity	Symbol	is_outlier	outlier_info
gene-PHIKZ239	4	5	21	11	1	39	phage	gene-PHIKZ239	False	
gene-PA1419	12	6	0	7	0	8	host	gene-PA1419	False	
gene-PA4128	7	3	2	4	2	5	host	gene-PA4128	False	
gene-PA2992	9	6	2	1	0	1	host	gene-PA2992	False	
gene-PA5198	14	10	7	10	2	10	host	gene-PA5198	False	
gene-PA3192	14	7	4	2	0	6	host	gltR	False	
gene-PA1117	7	4	1	2	0	5	host	gene-PA1117	False	
gene-PA1890	8	10	2	1	1	5	host	gene-PA1890	False	
gene-PA4030	10	6	2	9	0	5	host	gene-PA4030	False	
gene-PA5385	3	3	2	0	1	2	host	cdhB	False	
gene-PA4213	7	3	0	5	1	3	host	phzD1	False	
gene-PA1507	5	6	1	4	0	9	host	gene-PA1507	False	
gene-PA1055	2	3	0	4	0	2	host	gene-PA1055	False	
gene-PA2096	4	2	1	6	3	5	host	gene-PA2096	False	
gene-PA2346	5	9	2	9	0	3	host	gene-PA2346	False	
gene-PA1444	12	15	2	3	2	2	host	fliN	False	
gene-PA3853	8	5	1	6	0	3	host	gene-PA3853	False	
gene-PA5545	8	12	6	7	1	7	host	gene-PA5545	False	
gene-PA2958.1	6	12	1	3	0	1	host	rgsA	False	
gene-PA3603	11	5	1	3	0	7	host	dgkA	False	
gene-PA3352	12	11	2	4	4	3	host	gene-PA3352	False	
gene-PA3319	16	4	8	15	1	9	host	plcN	False	
gene-PA3565	5	4	4	2	0	7	host	gene-PA3565	False	
gene-PA0676	3	8	7	3	4	8	host	vreR	False	
gene-PA4016	17	16	7	5	2	7	host	gene-PA4016	False	
gene-PA0273	7	7	4	2	0	7	host	gene-PA0273	False	
gene-PA3749	11	8	4	14	7	4	host	gene-PA3749	False	
gene-PA4757	12	9	0	4	0	6	host	gene-PA4757	False	
gene-PA1950	4	9	0	0	1	2	host	rbsK	False	
gene-PHIKZ_p25	49	46	30	31	11	58	phage	gene-PHIKZ_p25	False	
gene-PA3332	3	1	1	1	1	0	host	gene-PA3332	False	
gene-PA0117	13	17	2	10	1	7	host	gene-PA0117	False	
gene-PA0041a	15	18	2	12	4	14	host	gene-PA0041a	False	
gene-PA2693	2	4	0	1	0	0	host	gene-PA2693	False	
gene-PA2609	12	11	4	3	1	3	host	gene-PA2609	False	
gene-PA2754	5	2	3	0	0	4	host	gene-PA2754	False	
gene-PA2783	16	13	2	4	3	7	host	gene-PA2783	False	
gene-PA3341	10	8	1	3	3	3	host	gene-PA3341	False	
gene-PA1085	16	15	6	6	1	10	host	flgJ	False	
gene-PA3934	19	27	3	17	4	14	host	gene-PA3934	False	
gene-PA1195	7	4	1	7	2	3	host	gene-PA1195	False	
gene-PA1357	2	3	1	1	1	5	host	gene-PA1357	False	
gene-PA5387	11	6	3	5	2	10	host	cdhC	False	
gene-PHIKZ126	4	5	19	14	18	151	phage	gene-PHIKZ126	False	
gene-PA0988	5	6	2	1	0	5	host	gene-PA0988	False	
gene-PA0701a	4	11	0	3	1	5	host	gene-PA0701a	False	
gene-PA0002	30	25	9	9	5	9	host	dnaN	False	
gene-PA4482	12	11	2	5	2	2	host	gatC	False	
gene-PHIKZ246	109	91	329	203	49	164	phage	gene-PHIKZ246	False	
gene-PA4063	10	4	3	6	0	9	host	gene-PA4063	False	
gene-PA5422	9	11	10	8	6	14	host	gene-PA5422	False	
gene-PA5484	18	13	8	14	4	16	host	gene-PA5484	False	
gene-PA0063	22	17	4	7	3	7	host	gene-PA0063	False	
gene-PA0123	14	10	4	5	1	4	host	gene-PA0123	False	
gene-PA0429	22	27	9	18	3	16	host	gene-PA0429	False	
gene-PA5356	10	12	4	4	5	6	host	glcC	False	
gene-PA4095	9	3	1	4	1	5	host	gene-PA4095	False	
gene-PA5179	12	12	3	6	0	3	host	gene-PA5179	False	
gene-PHIKZ_t02	8	5	228	125	64	105	phage	gene-PHIKZ_t02	False	
gene-PA3865a	7	11	4	6	1	4	host	gene-PA3865a	False	
gene-PA2004	10	11	6	10	2	7	host	gene-PA2004	False	
gene-PA0066	9	14	2	10	1	6	host	gene-PA0066	False	
gene-PA1451	16	6	2	8	1	4	host	gene-PA1451	False	
gene-PA0103a	11	12	6	3	1	10	host	gene-PA0103a	False	
gene-PA2445	24	13	6	17	5	12	host	gcvP2	False	
gene-PA2649	30	21	4	6	2	7	host	nuoN	False	
gene-PA4912	9	6	4	8	1	4	host	gene-PA4912	False	
gene-PA2802	18	12	0	4	0	3	host	gene-PA2802	False	
gene-PA0321	20	19	6	16	1	18	host	gene-PA0321	False	
gene-PA3634	8	6	4	2	1	0	host	gene-PA3634	False	
gene-PA3956	15	5	2	5	2	5	host	gene-PA3956	False	
gene-PA1113	11	8	6	6	5	10	host	gene-PA1113	False	
gene-PA1981	7	4	1	3	0	2	host	gene-PA1981	False	
gene-PA2057	15	12	4	9	0	3	host	gene-PA2057	False	
gene-PA4965	13	14	3	5	1	4	host	gene-PA4965	False	
gene-PA1638	11	5	1	1	0	5	host	gene-PA1638	False	
gene-PA2052	2	2	3	2	1	1	host	cynS	False	
gene-PA5092	12	8	3	5	1	6	host	hutI	False	
gene-PHIKZ_p59	10	9	158	101	10	77	phage	gene-PHIKZ_p59	False	
gene-PA0932	16	25	7	7	5	6	host	cysM	False	
gene-PA1705	9	2	0	2	0	2	host	pcrG	False	
gene-PA0232	8	2	4	7	1	6	host	pcaC	False	
gene-PA0265	30	19	7	15	4	11	host	gabD	False	
gene-PA4305	10	5	1	3	0	5	host	rcpC	False	
gene-PA5481	6	7	1	6	1	2	host	gene-PA5481	False	
gene-PA3527	15	19	6	8	6	17	host	pyrC	False	
gene-PA0584	7	5	2	2	4	9	host	cca	False	
gene-PA3962	11	13	5	9	4	6	host	gene-PA3962	False	
gene-PA0616	5	9	4	2	0	7	host	gene-PA0616	False	
gene-PA5567	10	8	11	8	0	7	host	gene-PA5567	False	
gene-PA1378	5	3	0	0	0	1	host	gene-PA1378	False	
gene-PHIKZ010	124	125	48	26	5	32	phage	gene-PHIKZ010	False	
gene-PA0951a	4	4	3	2	0	1	host	gene-PA0951a	False	
gene-PA5333	8	9	0	5	0	1	host	gene-PA5333	False	
gene-PA2870	15	14	8	9	0	15	host	gene-PA2870	False	
gene-PA0930	7	8	0	6	1	4	host	gene-PA0930	False	
gene-PA2558	6	4	5	1	1	3	host	gene-PA2558	False	
gene-PA0578	25	15	5	3	2	2	host	gene-PA0578	False	
gene-PA2924	6	3	2	2	1	3	host	hisQ	False	
gene-PA3729	29	25	11	17	2	14	host	gene-PA3729	False	
gene-PA4071	10	4	2	5	3	6	host	gene-PA4071	False	
gene-PA1286	8	5	4	7	3	3	host	gene-PA1286	False	
gene-PA1762	4	5	0	7	1	2	host	gene-PA1762	False	
gene-PA0189	9	10	1	8	3	8	host	gene-PA0189	False	
gene-PA1188	8	6	1	8	0	7	host	gene-PA1188	False	
gene-PA2289	22	26	6	13	3	8	host	gene-PA2289	False	
gene-PA3471	32	22	4	12	5	7	host	gene-PA3471	False	
gene-PA0998	9	7	6	1	0	7	host	pqsC	False	
gene-PA4707	5	7	1	4	1	3	host	gene-PA4707	False	
gene-PA1693	10	9	2	4	4	9	host	pscR	False	
gene-PA2280	9	5	1	5	1	0	host	gene-PA2280	False	
gene-PA3507	4	0	6	5	4	3	host	gene-PA3507	False	
gene-PA1529	32	18	7	10	4	18	host	lig	False	
gene-PA3500	12	8	2	1	1	4	host	gene-PA3500	False	
gene-PA2883	7	5	4	2	0	0	host	gene-PA2883	False	
gene-PA4766	8	3	3	4	0	3	host	gene-PA4766	False	
gene-PA3896	11	9	0	8	1	6	host	gene-PA3896	False	
gene-PA2871	14	7	1	5	3	8	host	gene-PA2871	False	
gene-PA2215	6	14	1	4	1	6	host	gene-PA2215	False	
gene-PA1904	2	3	0	2	0	7	host	phzF2	False	
gene-PA3525	36	27	12	20	4	13	host	argG	False	
gene-PA1202	1	2	2	5	1	6	host	gene-PA1202	False	
gene-PA5007	21	9	6	6	1	5	host	gene-PA5007	False	
gene-PA3459	21	16	10	19	2	9	host	gene-PA3459	False	
gene-PA1774	10	11	7	4	3	1	host	crfX	False	
gene-PA1537	5	1	1	3	1	3	host	gene-PA1537	False	
gene-PA1295	5	4	0	3	0	0	host	gene-PA1295	False	
gene-PA2409	7	3	4	4	2	5	host	gene-PA2409	False	
gene-PA0553	9	2	1	1	0	3	host	gene-PA0553	False	
gene-PA0729	6	4	6	1	3	3	host	gene-PA0729	False	
gene-PA4898	8	8	2	9	2	9	host	opdK	False	
gene-PA4796	3	3	1	7	1	4	host	gene-PA4796	False	
gene-PA1194	9	10	3	9	3	4	host	gene-PA1194	False	
gene-PA2876	8	10	2	5	0	3	host	pyrF	False	
gene-PA3022	14	9	5	3	2	4	host	gene-PA3022	False	
gene-PA1733	3	4	3	3	0	4	host	gene-PA1733	False	
gene-PHIKZ166	82	76	127	82	20	90	phage	gene-PHIKZ166	False	
gene-PA4988	13	17	5	3	3	4	host	waaA	False	
gene-PHIKZ226	27	27	174	102	20	80	phage	gene-PHIKZ226	False	
gene-PHIKZ089	13	22	296	137	204	743	phage	gene-PHIKZ089	False	
gene-PHIKZ042	23	13	48	23	125	443	phage	gene-PHIKZ042	False	
gene-PA1294	17	9	8	11	6	8	host	rnd	False	
gene-PA1276	17	5	3	4	0	4	host	cobC	False	
gene-PA3107	29	20	5	7	6	6	host	metZ	False	
gene-PA3974	38	27	12	20	3	11	host	ladS	False	
gene-PA3199	8	2	1	4	0	3	host	gene-PA3199	False	
gene-PA3748	20	15	6	9	2	9	host	gene-PA3748	False	
gene-PA4212	9	3	2	8	3	5	host	phzC1	False	
gene-PA3403	11	6	1	5	0	2	host	gene-PA3403	False	
gene-PA0643	9	8	0	3	1	9	host	gene-PA0643	False	
gene-PA5501	16	11	5	6	5	8	host	znuB	False	
gene-PA4558	13	15	4	3	2	1	host	gene-PA4558	False	
gene-PA0452	7	10	2	4	1	8	host	gene-PA0452	False	
gene-PA0733	8	7	1	4	5	2	host	gene-PA0733	False	
gene-PA1496	8	2	1	3	1	2	host	gene-PA1496	False	
gene-PA3556	17	16	5	6	2	7	host	arnT	False	
gene-PA3173	6	5	2	3	0	5	host	gene-PA3173	False	
gene-PA1016	5	6	4	6	1	4	host	gene-PA1016	False	
gene-PA3440a	7	4	2	6	2	4	host	gene-PA3440a	False	
gene-PA4815	2	2	1	7	1	5	host	gene-PA4815	False	
gene-PA1126	9	7	7	4	0	2	host	gene-PA1126	False	
gene-PA0319	27	19	3	14	3	7	host	gene-PA0319	False	
gene-PA1521	7	6	3	8	1	4	host	gene-PA1521	False	
gene-PA1499	5	6	2	6	1	6	host	gene-PA1499	False	
gene-PA2348	6	7	3	4	0	3	host	gene-PA2348	False	
gene-PA5472	21	15	7	7	2	9	host	gene-PA5472	False	
gene-PA2027	3	2	1	2	1	1	host	gene-PA2027	False	
gene-PA2490	2	3	1	2	0	2	host	gene-PA2490	False	
gene-PA2009	15	7	3	13	3	8	host	hmgA	False	
gene-PA4182	9	13	2	5	1	3	host	gene-PA4182	False	
gene-PA2680	2	4	1	4	1	6	host	gene-PA2680	False	
gene-PA1870	0	2	0	2	0	0	host	gene-PA1870	False	
gene-PA1945	10	4	0	1	2	3	host	gene-PA1945	False	
gene-PA4661	21	24	11	10	6	6	host	pagL	False	
gene-PA4014	5	4	2	1	1	3	host	gene-PA4014	False	
gene-PA3089	6	7	1	9	0	6	host	gene-PA3089	False	
gene-PA1786	3	3	1	7	0	0	host	gene-PA1786	False	
gene-PA3217	15	11	5	8	2	13	host	cyaB	False	
gene-PA2675	1	0	0	5	1	1	host	gene-PA2675	False	
gene-PA1751	2	3	1	1	2	3	host	gene-PA1751	False	
gene-PA2705	9	5	0	4	4	9	host	gene-PA2705	False	
gene-PA4869	13	18	6	16	2	4	host	gene-PA4869	False	
gene-PA5233	9	13	1	4	0	3	host	gene-PA5233	False	
gene-PA3044	12	12	1	13	2	5	host	gene-PA3044	False	
gene-PA1494	10	12	3	5	2	9	host	gene-PA1494	False	
gene-PA2021	0	3	0	0	1	2	host	gene-PA2021	False	
gene-PHIKZ058	37	24	91	57	6	57	phage	gene-PHIKZ058	False	
gene-PA1999	6	11	3	4	0	4	host	dhcA	False	
gene-PA5458	11	19	2	8	1	16	host	gene-PA5458	False	
gene-PA3506	8	7	2	6	2	8	host	gene-PA3506	False	
gene-PA3419	9	5	1	5	1	6	host	gene-PA3419	False	
gene-PA5191	6	6	4	4	1	3	host	gene-PA5191	False	
gene-PA3268	14	12	6	9	2	9	host	gene-PA3268	False	
gene-PA1468	3	0	1	1	2	3	host	gene-PA1468	False	
gene-PA2511	6	6	2	4	2	5	host	gene-PA2511	False	
gene-PA3402	12	6	4	5	1	2	host	gene-PA3402	False	
gene-PA4637a	7	3	2	3	1	0	host	gene-PA4637a	False	
gene-PA3152	23	26	7	8	0	5	host	hisH2	False	
gene-PA0495	9	9	3	8	1	9	host	gene-PA0495	False	
gene-PA0141	17	14	7	12	0	11	host	gene-PA0141	False	
gene-PA3119	6	2	0	5	0	2	host	gene-PA3119	False	
gene-PA0821	16	14	5	8	1	7	host	gene-PA0821	False	
gene-PA3685	16	12	8	15	1	4	host	gene-PA3685	False	
gene-PA0663	9	10	1	6	1	4	host	gene-PA0663	False	
gene-PHIKZ264	139	135	400	206	43	152	phage	gene-PHIKZ264	False	
gene-PA1875	3	5	1	7	1	8	host	gene-PA1875	False	
gene-PA2141	5	1	1	1	0	1	host	gene-PA2141	False	
gene-PA3313	12	15	6	10	0	8	host	gene-PA3313	False	
gene-PA5522	10	6	4	7	3	12	host	gene-PA5522	False	
gene-PA5324	12	7	4	6	4	11	host	gene-PA5324	False	
gene-PHIKZ053	34	28	116	79	15	54	phage	gene-PHIKZ053	False	
gene-PA4499	15	17	8	7	4	9	host	gene-PA4499	False	
gene-PA3269	9	3	5	7	1	8	host	gene-PA3269	False	
gene-PA0634	5	7	1	2	0	3	host	gene-PA0634	False	
gene-PA0713	1	4	0	2	1	1	host	gene-PA0713	False	
gene-PA5153	10	5	3	4	2	8	host	gene-PA5153	False	
gene-PA5381	3	1	4	2	1	0	host	gene-PA5381	False	
gene-PA4037	15	10	3	5	1	8	host	gene-PA4037	False	
gene-PA1926	24	14	4	10	1	9	host	gene-PA1926	False	
gene-PA1635	2	2	0	4	0	3	host	kdpC	False	
gene-PHIKZ281	155	111	234	97	13	91	phage	gene-PHIKZ281	False	
gene-PA5448	13	5	4	13	3	13	host	wbpY	False	
gene-PA1694	12	7	3	5	1	3	host	pscQ	False	
gene-PA4791	5	1	1	2	2	2	host	gene-PA4791	False	
gene-PA0816	9	1	3	3	1	0	host	gene-PA0816	False	
gene-PA0611	16	10	2	6	0	6	host	prtR	False	
gene-PA3874	15	11	1	7	3	12	host	narH	False	
gene-PA4415	36	20	3	12	2	3	host	mraY	False	
gene-PA5412	28	26	6	13	4	9	host	gene-PA5412	False	
gene-PA0657	13	15	3	2	3	4	host	gene-PA0657	False	
gene-PA2515	6	5	1	2	0	1	host	xylL	False	
gene-PA0461	25	19	8	9	2	16	host	gene-PA0461	False	
gene-PA1224	9	7	7	5	0	4	host	gene-PA1224	False	
gene-PA0876	9	11	1	7	0	5	host	gene-PA0876	False	
gene-PA5513	9	9	7	3	3	10	host	poxA	False	
gene-PA5469	3	4	1	9	3	7	host	gene-PA5469	False	
gene-PA4512	15	13	1	12	0	7	host	lpxO1	False	
gene-PA1980	1	2	2	2	0	4	host	eraR	False	
gene-PA1031	18	16	9	10	4	5	host	gene-PA1031	False	
gene-PA3236	8	8	1	4	3	8	host	gene-PA3236	False	
gene-PA5321	18	6	5	4	2	2	host	dut	False	
gene-PA0045	10	11	3	5	3	8	host	gene-PA0045	False	
gene-PA1706	20	23	2	7	3	3	host	pcrV	False	
gene-PA0078	7	9	4	8	6	10	host	gene-PA0078	False	
gene-PA1228	10	7	2	4	0	3	host	gene-PA1228	False	
gene-PA1659	0	0	0	1	0	1	host	gene-PA1659	False	
gene-PA4690	14	16	8	2	2	9	host	gene-PA4690	False	
gene-PA4119	19	15	5	9	2	6	host	aph	False	
gene-PA0381	35	22	10	12	0	12	host	thiG	False	
gene-PA0939	2	0	0	3	0	1	host	gene-PA0939	False	
gene-PA1343	12	5	8	5	0	8	host	gene-PA1343	False	
gene-PA1914	10	6	2	11	0	5	host	gene-PA1914	False	
gene-PA3544	13	12	2	6	1	13	host	algE	False	
gene-PHIKZ151	3	3	76	65	8	86	phage	gene-PHIKZ151	False	
gene-PA1707	24	24	4	9	0	5	host	pcrH	False	
gene-PA5147	25	17	2	6	1	7	host	mutY	False	
gene-PA3762	6	6	5	1	0	1	host	gene-PA3762	False	
gene-PA1005	14	14	5	4	4	7	host	gene-PA1005	False	
gene-PA2546	2	1	2	2	2	1	host	gene-PA2546	False	
gene-PA2886	8	6	1	9	3	9	host	atuA	False	
gene-PA1727	19	16	3	5	3	6	host	mucR	False	
gene-PA2031	4	1	1	1	0	0	host	gene-PA2031	False	
gene-PA1163	27	29	3	16	2	12	host	ndvB	False	
gene-PA3515	6	9	1	3	0	6	host	gene-PA3515	False	
gene-PA0204	18	10	4	9	0	12	host	gene-PA0204	False	
gene-PA5222	8	4	3	5	2	3	host	gene-PA5222	False	
gene-PA3364	13	10	2	10	1	5	host	amiC	False	
gene-PA3180	5	5	3	3	2	2	host	gene-PA3180	False	
gene-PA1335	2	11	5	5	3	4	host	gene-PA1335	False	
gene-PA0731	7	7	0	8	1	2	host	gene-PA0731	False	
gene-PA3789	10	4	4	6	0	4	host	gene-PA3789	False	
gene-PA2671	5	1	2	2	2	4	host	gene-PA2671	False	
gene-PA2185	7	5	5	5	0	5	host	katN	False	
gene-PHIKZ046	81	66	158	69	22	122	phage	gene-PHIKZ046	False	
gene-PHIKZ299	10	7	566	207	109	214	phage	gene-PHIKZ299	False	
gene-PA4298	2	0	0	0	0	2	host	gene-PA4298	False	
gene-PA3128	6	6	2	5	0	5	host	gene-PA3128	False	
gene-PA2453	6	17	3	6	0	1	host	gene-PA2453	False	
gene-PA3114	8	12	1	6	0	7	host	truA	False	
gene-PA1287	2	7	1	5	1	4	host	gene-PA1287	False	
gene-PA4615	8	12	9	11	7	3	host	gene-PA4615	False	
gene-PA1947	9	4	1	8	0	0	host	rbsA	False	
gene-PA2847	4	2	2	2	0	0	host	gene-PA2847	False	
gene-PA1173	4	0	0	2	0	1	host	napB	False	
gene-PA0387	14	13	6	8	3	3	host	gene-PA0387	False	
gene-PA1576	14	11	1	6	1	8	host	gene-PA1576	False	
gene-PA3286	32	22	10	14	2	7	host	gene-PA3286	False	
gene-PA2978	6	7	1	2	0	0	host	ptpA	False	
gene-PA1538	4	6	0	6	2	6	host	gene-PA1538	False	
gene-PA4025	13	4	8	4	5	4	host	gene-PA4025	False	
gene-PA1225	9	4	3	7	1	1	host	gene-PA1225	False	
gene-PA2254	3	2	3	2	1	4	host	pvcA	False	
gene-PA0728	7	7	0	3	0	3	host	gene-PA0728	False	
gene-PA1340	8	4	3	5	0	4	host	gene-PA1340	False	
gene-PA4906	10	6	1	7	3	3	host	gene-PA4906	False	
gene-PA4328	7	3	1	5	0	4	host	gene-PA4328	False	
gene-PA2672	8	2	2	2	0	2	host	gene-PA2672	False	
gene-PA4650	3	4	0	4	2	4	host	gene-PA4650	False	
gene-PA4227	1	9	2	2	2	3	host	pchR	False	
gene-PA2134	4	3	1	3	0	1	host	gene-PA2134	False	
gene-PA3847	4	3	4	1	1	2	host	gene-PA3847	False	
gene-PA4783	8	4	2	7	1	5	host	gene-PA4783	False	
gene-PA1520	12	9	5	6	2	7	host	gene-PA1520	False	
gene-PA1006	1	8	0	8	0	1	host	gene-PA1006	False	
gene-PA2070	21	14	5	11	0	7	host	gene-PA2070	False	
gene-PA3739	12	13	8	10	6	9	host	gene-PA3739	False	
gene-PA2126	2	2	1	0	0	1	host	gene-PA2126	False	
gene-PA3293	4	3	1	5	2	2	host	gene-PA3293	False	
gene-PA3238	13	5	9	7	3	12	host	gene-PA3238	False	
gene-PA1328	2	6	2	5	0	3	host	gene-PA1328	False	
gene-PA2449	24	17	2	5	1	8	host	gene-PA2449	False	
gene-PA4360a	0	4	0	2	0	1	host	gene-PA4360a	False	
gene-PA1850	5	5	0	7	1	3	host	gene-PA1850	False	
gene-PA1253	7	8	1	7	0	7	host	gene-PA1253	False	
gene-PA3121	16	12	5	5	3	3	host	leuC	False	
gene-PA3386	4	2	0	0	0	1	host	gene-PA3386	False	
gene-PA0522	2	3	0	2	1	2	host	gene-PA0522	False	
gene-PA5121	23	18	9	18	4	15	host	gene-PA5121	False	
gene-PA1079	13	14	7	16	4	1	host	flgD	False	
gene-PA3528	18	16	4	0	2	5	host	rnt	False	
gene-PA3151	31	23	9	5	1	3	host	hisF2	False	
gene-PA0833	15	7	7	8	6	7	host	gene-PA0833	False	
gene-PA4970	11	6	2	3	4	3	host	gene-PA4970	False	
gene-PA4306	4	5	0	3	0	4	host	flp	False	
gene-PA2014	18	12	4	8	4	5	host	liuB	False	
gene-PA1090	9	3	1	4	0	5	host	gene-PA1090	False	
gene-PA1911	2	2	1	3	0	4	host	femR	False	
gene-PA2114	23	25	10	15	5	11	host	gene-PA2114	False	
gene-PA2168	7	3	1	5	3	2	host	gene-PA2168	False	
gene-PA1240	5	4	2	3	0	5	host	gene-PA1240	False	
gene-PHIKZ_p78	23	27	44	33	1	88	phage	gene-PHIKZ_p78	False	
gene-PA5281	7	6	3	6	2	4	host	gene-PA5281	False	
gene-PA0783	16	25	7	15	6	17	host	putP	False	
gene-PA0570	1	1	0	4	0	3	host	gene-PA0570	False	
gene-PA4152	23	11	2	4	1	7	host	gene-PA4152	False	
gene-PA3024	7	4	7	7	1	4	host	gene-PA3024	False	
gene-PA1619	3	6	1	3	0	1	host	gene-PA1619	False	
gene-PA3124	7	8	0	4	1	4	host	gene-PA3124	False	
gene-PA5039	36	29	9	14	5	9	host	aroK	False	
gene-PA5202	7	3	2	2	2	4	host	gene-PA5202	False	
gene-PA1197	4	10	5	3	2	2	host	gene-PA1197	False	
gene-PA2322	15	8	3	5	2	14	host	gene-PA2322	False	
gene-PHIKZ005	59	34	23	14	4	70	phage	gene-PHIKZ005	False	
gene-PA1014	16	12	10	5	1	9	host	gene-PA1014	False	
gene-PA4993	4	3	0	4	4	0	host	gene-PA4993	False	
gene-PA1316	8	12	6	9	1	13	host	gene-PA1316	False	
gene-PA5318	3	4	0	3	3	3	host	gene-PA5318	False	
gene-PA4113	18	11	2	11	1	8	host	gene-PA4113	False	
gene-PA3592	10	6	2	5	3	5	host	gene-PA3592	False	
gene-PA4631	17	17	8	5	3	8	host	gene-PA4631	False	
gene-PA3627	30	16	7	8	1	1	host	ygbB	False	
gene-PA0961	24	19	12	11	5	6	host	gene-PA0961	False	
gene-PA3094	3	6	5	9	1	3	host	gene-PA3094	False	
gene-PA2973	23	21	4	6	4	10	host	gene-PA2973	False	
gene-PA5251	9	7	2	5	2	6	host	gene-PA5251	False	
gene-PA0525	12	4	1	6	1	12	host	gene-PA0525	False	
gene-PA0122	11	12	3	6	2	7	host	gene-PA0122	False	
gene-PA0857	9	3	3	4	2	0	host	bolA	False	
gene-PA2433	3	3	1	1	0	4	host	gene-PA2433	False	
gene-PA3619	8	8	5	10	1	8	host	gene-PA3619	False	
gene-PA3012	8	1	4	3	1	3	host	gene-PA3012	False	
gene-PA4451.1	1	3	1	2	1	0	host	gene-PA4451.1	False	
gene-PA0242	20	11	8	11	4	14	host	gene-PA0242	False	
gene-PA4426	15	8	2	8	3	6	host	gene-PA4426	False	
gene-PA0784	6	5	1	5	0	4	host	gene-PA0784	False	
gene-PA4683	8	6	3	2	1	6	host	gene-PA4683	False	
gene-PA1329	1	0	0	2	0	0	host	gene-PA1329	False	
gene-PA3524	29	16	13	9	3	6	host	gloA1	False	
gene-PA4811	19	14	7	13	1	9	host	fdnH	False	
gene-PA0856	14	7	10	3	2	6	host	gene-PA0856	False	
gene-PA1023	5	4	2	1	1	3	host	gene-PA1023	False	
gene-PA4458	23	11	3	9	3	6	host	gene-PA4458	False	
gene-PA0719	6	1	3	1	2	4	host	gene-PA0719	False	
gene-PA0769	11	14	4	7	1	5	host	gene-PA0769	False	
gene-PA2473	5	4	1	4	0	1	host	gene-PA2473	False	
gene-PA3058	11	12	5	12	1	8	host	pelG	False	
gene-PA4632	16	9	2	9	1	5	host	gene-PA4632	False	
gene-PA4325	15	6	4	2	0	3	host	gene-PA4325	False	
gene-PA0419	14	11	5	14	0	7	host	gene-PA0419	False	
gene-PA5149	13	10	4	9	4	6	host	gene-PA5149	False	
gene-PA3505	2	2	2	1	0	2	host	gene-PA3505	False	
gene-PA0163	21	13	4	8	1	4	host	gene-PA0163	False	
gene-PA3259	4	2	0	0	1	1	host	gene-PA3259	False	
gene-PA4291	15	10	3	9	2	3	host	gene-PA4291	False	
gene-PA4464	15	15	5	9	2	9	host	ptsN	False	
gene-PA2780	3	2	1	7	0	3	host	gene-PA2780	False	
gene-PA3237	2	3	0	1	0	3	host	gene-PA3237	False	
gene-PA3965	10	12	5	5	3	8	host	gene-PA3965	False	
gene-PA2103	14	9	3	4	0	8	host	gene-PA2103	False	
gene-PA0680	1	3	0	0	0	1	host	gene-PA0680	False	
gene-PA1962	4	4	1	2	0	1	host	azoR2	False	
gene-PA3668	0	4	2	1	3	2	host	gene-PA3668	False	
gene-PA3605	10	8	3	9	0	4	host	gene-PA3605	False	
gene-PA0795	9	7	1	10	2	8	host	prpC	False	
gene-PA4673	27	30	7	9	3	5	host	gene-PA4673	False	
gene-PA2415	1	5	1	1	0	3	host	gene-PA2415	False	
gene-PA3944	1	6	0	1	0	2	host	gene-PA3944	False	
gene-PA2828	19	14	8	9	1	10	host	gene-PA2828	False	
gene-PA1975	7	5	1	6	0	5	host	gene-PA1975	False	
gene-PA2325	7	5	1	7	2	7	host	gene-PA2325	False	
gene-PA1539	7	5	1	5	0	1	host	gene-PA1539	False	
gene-PA5246	4	6	1	6	0	3	host	gene-PA5246	False	
gene-PA1652	7	2	3	5	3	4	host	gene-PA1652	False	
gene-PA1151	23	22	12	13	2	3	host	imm2	False	
gene-PA3913	7	3	4	5	1	6	host	gene-PA3913	False	
gene-PA4287	8	5	3	5	2	7	host	gene-PA4287	False	
gene-PA3523	7	13	1	2	1	4	host	gene-PA3523	False	
gene-PA1754	19	17	4	14	2	5	host	cysB	False	
gene-PA1310	5	8	2	7	1	6	host	phnW	False	
gene-PA3943	25	14	9	15	3	7	host	gene-PA3943	False	
gene-PA1748	6	7	1	3	0	3	host	gene-PA1748	False	
gene-PA0574.1	21	15	6	11	0	3	host	gene-PA0574.1	False	
gene-PA1769	17	18	10	10	7	7	host	gene-PA1769	False	
gene-PA0924	14	14	8	10	3	8	host	gene-PA0924	False	
gene-PA5383	14	9	1	11	0	15	host	gene-PA5383	False	
gene-PA0458	18	9	3	17	2	12	host	gene-PA0458	False	
gene-PA1303	6	6	1	2	0	3	host	gene-PA1303	False	
gene-PA2959	22	13	4	5	3	6	host	gene-PA2959	False	
gene-PA3045	4	4	2	5	0	2	host	gene-PA3045	False	
gene-PHIKZ062	0	2	192	128	33	220	phage	gene-PHIKZ062	False	
gene-PA0307	9	8	4	2	0	5	host	gene-PA0307	False	
gene-PA3764	26	25	7	18	0	11	host	gene-PA3764	False	
gene-PA2394	10	9	3	6	2	3	host	pvdN	False	
gene-PA3106	13	13	2	5	2	3	host	gene-PA3106	False	
gene-PA4314	13	9	9	13	5	9	host	purU1	False	
gene-PA1755	5	5	7	3	2	0	host	gene-PA1755	False	
gene-PA3835	3	2	2	2	0	4	host	gene-PA3835	False	
