Geneid	wt-phage-35_R1	wt-phage-35_R3	wt-phage-35_R4	wt-phage-35_R5	wt-phage-60_R1	wt-phage-60_R2	wt-phage-60_R3	wt-phage-60_R4	wt-phage-120_R1	wt-phage-120_R2	wt-phage-120_R3	wt-phage-120_R4	gene_length	Entity	Symbol
gene-R0792_RS09925	39.097628890403726	38.580804499561516	45.22488468208193	56.78905607245818	3.588033155714035	29.090180602920817	36.72273824712253	26.881339479982596	35.27115248110278	28.20404690701984	22.081237530979056	51.28252848780637	1000.0	host	gene-R0792_RS09925
gene-R0792_RS04725	117.29288667121118	169.75553979807069	121.91055870822085	97.67717644462807	179.40165778570173	94.1152901859203	112.20836686620773	134.40669739991299	81.68056364044854	100.28105566940388	118.4357285752513	144.07948479907503	1000.0	host	gene-R0792_RS04725
gene-R0792_RS11875	4.344180987822637	11.574241349868455	19.66299334003562	13.629373457389963	7.17606631142807	8.555935471447299	18.361369123561264	7.3312744036316175	14.851011570990643	3.1337829896688714	10.036926150445026	0.0	1000.0	host	gene-R0792_RS11875
gene-R0792_RS11985	62.99062432342823	86.80681012401342	100.28126603418166	79.50467850144145	53.82049733571052	85.559354714473	91.80684561780633	36.65637201815809	129.94635124616812	90.87970670039726	82.30279443364921	56.1665788199784	1000.0	host	gene-R0792_RS11985
gene-R0792_RS29210	4.344180987822637	5.787120674934227	9.83149667001781	9.086248971593308	7.17606631142807	18.823058037184058	14.281064873880984	14.662548807263235	11.138258678242982	9.401348969006614	6.022155690267016	7.326075498258052	1000.0	host	vreI
gene-R0792_RS22505	67.33480531125086	84.87776989903534	116.01166070621015	77.23311625854312	82.52476258142279	85.559354714473	116.28867111588801	80.64401843994779	120.66446901429897	87.74592371072839	94.34710581418324	75.70278014866653	1000.0	host	gene-R0792_RS22505
gene-R0792_RS16190	601.6690668134352	586.4282283933351	601.68759620509	472.48494652285206	645.8459680285263	592.0707346241531	522.278943959076	520.5204826578448	477.0887467180744	545.2782402023836	533.9644712036754	493.2890835493755	1000.0	host	pcsA
gene-R0792_RS22335	152.04633457379228	92.59393079894764	102.24756536818522	111.30654990201803	168.63755831855963	128.33903207170948	148.93110511333026	100.19408351629878	107.66983388968217	100.28105566940388	86.31756489382722	97.6810066434407	1000.0	host	gene-R0792_RS22335
gene-R0792_RS09545	573.431890392588	665.5188776174361	766.8567402613892	738.2577289419563	405.44774659568594	713.5650183187048	654.8888320736851	574.28316161781	755.545213674149	626.7565979337743	612.2524951771466	547.0136372032679	1000.0	host	nuoF
gene-R0792_RS23985	82.53943876863009	77.16160899912303	66.85417735612111	49.9743693437632	39.46836471285438	85.559354714473	71.40532436940492	53.76267895996519	107.66983388968217	119.08375360741711	102.37664673453926	122.10125830430087	1000.0	host	gene-R0792_RS23985
gene-R0792_RS07690	15.204633457379227	7.716160899912304	11.797796004021372	4.543124485796654	7.17606631142807	10.26712256573676	4.080304249680281	9.77503253817549	9.281882231869153	12.535131958675485	18.066467070801046	2.4420251660860175	1000.0	host	gene-R0792_RS07690
gene-R0792_RS18925	529.9900805143617	416.6726885952644	399.15876480272306	461.12713530836044	574.0853049142455	398.70659296944416	387.6289037196267	420.32639914154606	326.72225456179416	432.4620525743042	419.5435130886021	454.21668089199926	1000.0	host	gene-R0792_RS18925
gene-R0792_RS30095	86.88361975645273	115.74241349868456	176.96694006032058	134.02217233100131	60.99656364713859	109.51597403452544	126.48943174008872	114.856632323562	172.64300951276624	141.0202345350992	122.45049903542932	114.77518280604282	1000.0	host	gene-R0792_RS30095
gene-R0792_RS14335	349.7065695197222	349.15628072103175	403.0913634707302	379.3508945640206	297.80675192426486	369.6164123665233	385.5887515947866	285.91970174163305	454.81222936158844	350.98369484291356	347.27764480539787	319.9052967572683	1000.0	host	gene-R0792_RS14335
gene-R0792_RS19960	54.30226234778296	75.23256877414497	96.34866736617454	99.9487386875264	50.232464179996484	92.40410309163083	112.20836686620773	70.8689859017723	115.09533967517748	137.88645154543033	114.42095811507329	109.89113247387078	1000.0	host	gene-R0792_RS19960
gene-R0792_RS16385	32.581357408669774	40.5098447245396	19.66299334003562	29.530309157678253	35.880331557140345	35.93492898007866	28.56212974776197	34.21261388361421	24.132893802859794	21.936480927682098	36.13293414160209	34.18835232520424	1000.0	host	gene-R0792_RS16385
gene-R0792_RS06725	112.94870568338855	121.52953417361879	141.57355204825646	113.57811214491636	132.75722676141928	150.58446429747246	146.8909529884901	151.5130043417201	148.51011570990644	125.35131958675485	130.48003995578534	78.14480531475256	1000.0	host	treS
gene-R0792_RS15795	117.29288667121118	106.09721237379418	141.57355204825646	138.56529681679797	107.64099467142104	123.20547078884111	114.24851899104787	124.63166486173749	144.79736281715878	109.68240463841049	118.4357285752513	100.12303180952671	1000.0	host	gene-R0792_RS15795
gene-R0792_RS04785	1068.6685230043686	835.2744174155068	637.0809842171541	1017.6598848184506	965.1809188870753	682.7636506214945	663.0494405730457	830.8777657449166	690.572038051065	802.2484453552311	658.4223554691937	737.4916001579772	1000.0	host	gene-R0792_RS04785
gene-R0792_RS26795	130.3254296346791	177.47170069798298	147.47245005026716	147.65154578839127	118.40509413856314	131.76140626028842	116.28867111588801	144.18172993808847	103.95708099693451	72.07700876238404	64.23632736284817	90.35493114518265	1000.0	host	gene-R0792_RS26795
gene-R0792_RS16950	1012.1941701626743	841.0615380904411	733.4296515833286	806.4045962289061	983.1210846656455	845.3264245789932	832.3820669347773	945.7343980684786	659.0136384627098	758.3754834998668	774.850698814356	791.2161538118696	1000.0	host	rodA
gene-R0792_RS18040	56.47435284169428	61.72928719929843	78.65197336014248	68.14686728694981	64.58459680285263	99.24885146878867	73.44547649424506	114.856632323562	87.24969297957003	87.74592371072839	82.30279443364921	73.26075498258052	1000.0	host	fptA
gene-R0792_RS08255	901.4175549731971	1051.3269226130515	969.3855716637561	1006.3020736039589	588.4374375371017	754.6335085816519	738.5350691921309	718.4648915558985	480.8014996108221	423.0607036052976	431.58782446913614	368.7458000789886	1000.0	host	glyA
gene-R0792_RS17410	15.204633457379227	13.503281574846532	29.49449001005343	20.444060186084943	25.116232089998242	39.35730316865758	30.60228187260211	19.55006507635098	27.845646695607456	15.668914948344357	50.18463075222513	56.1665788199784	1000.0	host	gene-R0792_RS17410
gene-R0792_RS03870	13.03254296346791	15.432321799824608	23.595592008042743	22.71562242898327	7.17606631142807	15.400683848605139	20.401521248401405	21.993823210894853	31.558399588355115	28.20404690701984	18.066467070801046	9.76810066434407	1000.0	host	gene-R0792_RS03870
gene-R0792_RS28550	223.72532087286578	271.99467172190873	239.88851874843456	229.42778653273103	197.34182356427192	229.29907063478763	246.858407105657	222.3819902434924	256.1799495995886	188.02697938013227	198.7311377788115	236.87644111034368	1000.0	host	gene-R0792_RS28550
gene-R0792_RS10900	52.13017185387164	61.72928719929843	86.51717069615673	74.9615540156448	60.99656364713859	95.82647728020976	95.8871498674866	78.20026030540392	107.66983388968217	109.68240463841049	80.29540920356021	83.0288556469246	1000.0	host	gene-R0792_RS10900
gene-R0792_RS16765	273.6834022328261	266.20755104697446	198.59623273435975	238.51403550432434	348.03921610426136	231.0102577290771	257.05916772985773	219.9382321089485	239.47256158222413	256.9702051528474	254.93792422130366	273.50681860163394	1000.0	host	gene-R0792_RS16765
gene-R0792_RS10555	6.516271481733955	5.787120674934227	11.797796004021372	9.086248971593308	0.0	6.84474837715784	8.160608499360562	4.887516269087745	7.4255057854953215	3.1337829896688714	8.029540920356022	4.884050332172035	1000.0	host	gene-R0792_RS10555
gene-R0792_RS16595	104.26034370774327	109.95529282375033	110.11276270419947	131.75061008810297	96.87689520427894	106.09359984594651	128.52958386492887	124.63166486173749	92.81882231869152	134.75266855576146	116.4283433451623	112.3331576399568	1000.0	host	gene-R0792_RS16595
gene-R0792_RS18870	41.269719384315046	63.65832742427651	45.22488468208193	40.88812037216989	14.35213262285614	47.91323864010488	26.521977622921828	34.21261388361421	40.84028182022427	40.73917886569533	44.16247506195811	36.63037749129026	1000.0	host	gene-R0792_RS18870
gene-R0792_RS09700	60.81853382951691	34.72272404960537	43.25858534807836	45.43124485796654	46.644431024282454	56.46917411155218	40.80304249680281	39.10013015270196	48.26578760571959	59.541876803708554	66.24371259293717	80.58683048083857	1000.0	host	gene-R0792_RS09700
gene-R0792_RS04500	221.55323037895445	202.54922362269798	186.79843673033838	156.73779475998458	168.63755831855963	148.87327720318302	167.29247423689154	161.28803687989557	122.5208454606728	119.08375360741711	146.53912179649737	90.35493114518265	1000.0	host	pscD
gene-R0792_RS11975	412.69719384315044	351.0853209460098	357.8664787886483	343.0058986776474	297.80675192426486	246.41094157768222	246.858407105657	281.03218547254534	167.07388017364474	128.4851025764237	124.45788426551832	180.7098622903653	1000.0	host	gene-R0792_RS11975
gene-R0792_RS21485	627.734152740371	760.041848641362	764.8904409273856	772.3311625854312	559.7331722913895	706.7202699415469	736.4949170672908	686.6960358068281	829.8002715291022	714.5025216445026	742.732535132932	686.2090716701709	1000.0	host	prlC
gene-R0792_RS26590	47.785990866049	28.93560337467114	39.32598668007124	38.61655812927156	53.82049733571052	77.0034192430257	97.92730199232675	58.65019522905294	258.0363260459624	184.8931963904634	214.79021961952355	190.47796295470937	1000.0	host	gene-R0792_RS26590
gene-R0792_RS13120	306.26475964149586	258.4913901470622	214.32662740638827	261.22965793330764	319.33495085854906	239.5661932005244	259.09931985469785	246.81957158893113	220.9087971184858	191.16076236980115	206.76067869916753	244.20251660860174	1000.0	host	gene-R0792_RS13120
gene-R0792_RS27745	15.204633457379227	3.858080449956152	7.865197336014248	6.814686728694982	3.588033155714035	10.26712256573676	12.240912749040843	0.0	7.4255057854953215	6.267565979337743	10.036926150445026	7.326075498258052	1000.0	host	gene-R0792_RS27745
gene-R0792_RS17810	10.860452469556591	15.432321799824608	21.62929267403918	22.71562242898327	14.35213262285614	22.24543222576298	26.521977622921828	17.106306941807105	20.420140910112135	31.337829896688714	24.088622761068063	21.978226494774155	1000.0	host	gene-R0792_RS17810
gene-R0792_RS09740	128.15333914076777	106.09721237379418	96.34866736617454	99.9487386875264	154.28542569570348	112.93834822310436	99.96745411716688	102.63784165084265	128.0899747997943	128.4851025764237	160.59081840712042	119.65923313821486	1000.0	host	gene-R0792_RS09740
gene-R0792_RS07845	30.409266914758454	36.65176427458344	39.32598668007124	43.15968261506821	3.588033155714035	13.68949675431568	16.321216998721123	21.993823210894853	5.569129339121491	9.401348969006614	8.029540920356022	2.4420251660860175	1000.0	host	gene-R0792_RS07845_gene_tssF
gene-R0792_RS09645	34.753447902581094	34.72272404960537	35.393388012064115	47.702807100864874	43.05639786856842	30.801367697210278	57.12425949552394	24.437581345438723	53.83491694484108	21.936480927682098	38.1403193716911	48.84050332172035	1000.0	host	gene-R0792_RS09645
gene-R0792_RS16075	32.581357408669774	27.006563149693065	41.292286014074804	13.629373457389963	43.05639786856842	44.49086445152596	46.92349887132323	46.431404556333575	55.69129339121491	47.00674484503307	68.25109782302617	43.95645298954831	1000.0	host	gene-R0792_RS16075
gene-R0792_RS20265	41.269719384315046	71.3744883241888	51.12378268409261	56.78905607245818	25.116232089998242	70.15867086586786	57.12425949552394	53.76267895996519	51.978540498467254	65.8094427830463	48.177245522136126	73.26075498258052	1000.0	host	gene-R0792_RS20265
gene-R0792_RS23505	167.2509680311715	189.04594204785144	237.922219414431	295.30309157678255	89.70082889285086	231.0102577290771	206.0553646088542	271.25715293436986	252.46719670684092	213.09724329748323	202.74590823898953	197.8040384529674	1000.0	host	gene-R0792_RS23505
gene-R0792_RS00805	128.15333914076777	127.31665484855301	131.74205537823866	143.10842130259462	154.28542569570348	148.87327720318302	159.13186573753097	158.84427874535172	189.3503975301307	178.62563041112566	170.62774455756545	202.68808878513946	1000.0	host	gene-R0792_RS00805
gene-R0792_RS11420	395.3204698918599	333.72395892120716	363.765376790659	288.48840484808755	348.03921610426136	328.5479221035763	320.30388359990206	298.1384924143524	233.90343224310263	319.6458649462249	327.2037925045078	329.6733974216124	1000.0	host	gene-R0792_RS11420
gene-R0792_RS09055	6.516271481733955	19.290402249780758	5.898898002010686	15.90093570028829	0.0	18.823058037184058	8.160608499360562	12.218790672719361	16.707388017364472	3.1337829896688714	6.022155690267016	14.652150996516104	1000.0	host	gene-R0792_RS09055
gene-R0792_RS25370	2.1720904939113184	0.0	1.966299334003562	2.271562242898327	0.0	0.0	4.080304249680281	2.4437581345438724	9.281882231869153	3.1337829896688714	2.0073852300890054	0.0	1000.0	host	gene-R0792_RS25370
gene-R0792_RS25605	56.47435284169428	44.367925174495745	51.12378268409261	47.702807100864874	46.644431024282454	59.8915483001311	59.16441162036408	63.53771149814068	79.82418719407471	94.01348969006614	60.22155690267016	56.1665788199784	1000.0	host	gene-R0792_RS25605
gene-R0792_RS07510	78.19525778080745	65.58736764925459	76.68567402613891	63.60374280115316	100.46492835999297	78.71460633731516	99.96745411716688	95.30656724721102	103.95708099693451	115.94997061774824	86.31756489382722	90.35493114518265	1000.0	host	gene-R0792_RS07510
gene-R0792_RS03070	966.5802697905366	1041.681721488161	825.845720281496	1024.4745715471456	1101.5261788042087	939.4417147649135	858.9040445576992	1001.9408351629877	775.9653545842611	708.2349556651649	750.762076053288	876.6870346248803	1000.0	host	fliN
gene-R0792_RS00695	1109.9382423886836	866.1390610151561	804.2164276074568	776.8742870712279	1094.3501124927807	763.1894440530991	773.2176553144133	843.096556417636	584.7585806077566	648.6930788614563	690.5405191506178	769.2379273170955	1000.0	host	gene-R0792_RS00695
gene-R0792_RS16450	15.204633457379227	13.503281574846532	25.561891342046305	24.9871846718816	17.940165778570172	29.090180602920817	46.92349887132323	14.662548807263235	48.26578760571959	43.872961855364196	44.16247506195811	24.420251660860174	1000.0	host	gene-R0792_RS16450
gene-R0792_RS02410	69.50689580516219	102.23913192383803	82.58457202814961	143.10842130259462	82.52476258142279	88.98172890305192	128.52958386492887	65.98146963268455	167.07388017364474	90.87970670039726	116.4283433451623	124.54328347038688	1000.0	host	gene-R0792_RS02410
gene-R0792_RS27830	390.9762889040373	358.8014818459221	412.922860140748	433.86838839358046	394.68364712854384	456.8869541752858	493.716814211314	474.08907810151123	709.1358025148032	739.5727855618536	742.732535132932	725.2814743275471	1000.0	host	zapE
gene-R0792_RS08835	336.6740265562543	380.020924320681	320.5067914425806	433.86838839358046	516.676774422821	347.37098014076037	334.5849484737831	378.7825108543002	258.0363260459624	291.44181803920503	317.1668663540628	246.64454177468775	1000.0	host	gene-R0792_RS08835
gene-R0792_RS17515	1303.2542963467909	1265.4503875856178	1099.1613277079912	1094.8930010769936	1219.9312729427718	1137.9394177024908	1062.9192570417133	1006.8283514320755	1041.4271864157188	987.1416417456944	1023.7664673453927	1020.7665194239553	1000.0	host	bphP
gene-R0792_RS00840	4.344180987822637	3.858080449956152	5.898898002010686	6.814686728694982	0.0	6.84474837715784	4.080304249680281	2.4437581345438724	1.8563764463738304	3.1337829896688714	0.0	4.884050332172035	1000.0	host	gene-R0792_RS00840
gene-R0792_RS11990	65.16271481733955	61.72928719929843	62.92157868811398	63.60374280115316	43.05639786856842	47.91323864010488	51.003803121003514	41.54388828724583	50.122164052093424	56.40809381403968	46.16986029204712	65.93467948432247	1000.0	host	gene-R0792_RS11990
gene-R0792_RS21230	26.06508592693582	46.29696539947382	31.46078934405699	20.444060186084943	25.116232089998242	23.95661932005244	18.361369123561264	14.662548807263235	27.845646695607456	21.936480927682098	38.1403193716911	17.09417616260212	1000.0	host	gene-R0792_RS21230
gene-R0792_RS24410	312.7810311232298	241.1300281222595	235.95592008042743	313.47558951996916	290.6306856128368	331.97029629215524	297.8622102266605	312.80104122161566	397.2645595239997	407.3917886569533	379.395808486822	366.3037749129026	1000.0	host	gene-R0792_RS24410
gene-R0792_RS27555	256.30667828153554	250.77522924714987	247.7537160844488	254.41497120461264	444.9161113085403	376.4611607436812	359.06677397186473	410.5513666033706	300.7329843125605	379.1877417499334	337.24071865495284	427.3544040650531	1000.0	host	gene-R0792_RS27555
gene-R0792_RS19860	217.20904939113183	208.3363442976322	269.383008758488	270.31590690490094	168.63755831855963	203.63126422044573	248.89855923049714	232.15702278166788	285.8819727415699	288.30803504953616	307.1299402036178	273.50681860163394	1000.0	host	gene-R0792_RS19860
gene-R0792_RS15635	93.39989123818668	102.23913192383803	90.44976936416386	93.1340519588314	107.64099467142104	85.559354714473	102.00760624200703	131.9629392653691	63.11679917671023	128.4851025764237	100.36926150445026	102.56505697561273	1000.0	host	merT
gene-R0792_RS06565	30.409266914758454	17.361362024802684	13.764095338024934	11.357811214491635	21.52819893428421	5.13356128286838	20.401521248401405	4.887516269087745	11.138258678242982	6.267565979337743	24.088622761068063	2.4420251660860175	1000.0	host	gene-R0792_RS06565
gene-R0792_RS27040	406.1809223614165	491.90525736940936	560.3953101910151	427.0537016648855	487.97250917710875	622.8721023213634	663.0494405730457	527.8517570614764	779.6781074770088	586.0174190680789	682.5109782302618	527.4774358745798	1000.0	host	gene-R0792_RS27040
gene-R0792_RS04120	173.76723951290546	165.89745934811452	143.53985138226003	168.0956059744762	168.63755831855963	183.09701908897222	191.7742997349732	171.06306941807108	79.82418719407471	94.01348969006614	72.26586828320418	65.93467948432247	1000.0	host	gene-R0792_RS04120
gene-R0792_RS09650	19.548814445201863	19.290402249780758	33.42708867806056	34.07343364347491	28.70426524571228	32.51255479149974	36.72273824712253	19.55006507635098	70.54230496220556	9.401348969006614	40.147704601780106	31.746327159118227	1000.0	host	gene-R0792_RS09650
gene-R0792_RS17485	95.571981732098	106.09721237379418	94.38236803217097	86.31936523013643	39.46836471285438	65.02510958299948	89.76669349296618	70.8689859017723	48.26578760571959	31.337829896688714	46.16986029204712	34.18835232520424	1000.0	host	gene-R0792_RS17485
gene-R0792_RS02545	76.02316728689614	61.72928719929843	82.58457202814961	81.77624074433977	35.880331557140345	70.15867086586786	63.24471587004436	68.42522776722842	98.38795165781302	25.07026391735097	62.22894213275916	61.050629152150435	1000.0	host	gene-R0792_RS02545
gene-R0792_RS23010	36.925538396492406	34.72272404960537	29.49449001005343	40.88812037216989	35.880331557140345	32.51255479149974	22.441673373241546	24.437581345438723	37.12752892747661	31.337829896688714	44.16247506195811	26.862276826946193	1000.0	host	gene-R0792_RS23010
gene-R0792_RS28300	456.1390037213768	397.38228634548364	481.7433368308727	399.7949547501056	444.9161113085403	494.5330702496539	514.1183354597155	408.1076084688267	595.8968392859996	551.5458061817213	491.8093813718063	556.7817378676119	1000.0	host	hisC
gene-R0792_RS01475	26.06508592693582	21.219442474758836	41.292286014074804	29.530309157678253	21.52819893428421	23.95661932005244	30.60228187260211	12.218790672719361	37.12752892747661	21.936480927682098	32.118163681424086	19.53620132868814	1000.0	host	gene-R0792_RS01475
gene-R0792_RS03235	275.8554927267374	374.2338036457467	460.11404415683353	499.743693437632	157.87345885141752	345.6597930464709	365.18723034638515	300.5822505488963	521.6417814310463	423.0607036052976	409.50658693815706	280.83289409989203	1000.0	host	ccmD
gene-R0792_RS29565	17.376723951290547	9.645201124890379	13.764095338024934	13.629373457389963	10.764099467142104	15.400683848605139	18.361369123561264	9.77503253817549	24.132893802859794	18.802697938013228	12.044311380534031	14.652150996516104	1000.0	host	gene-R0792_RS29565
gene-DMS3-34	146.07626128643366	141.01171235219851	172.48239771961067	139.48189210779202	241.30047538427715	190.13189936549554	178.96071270527548	278.6741732374591	271.4000652593319	485.64473231710576	563.4765558144575	628.3573526771039	342.0	phage	gene-DMS3-34
gene-R0792_RS13235	1296.738024865057	1238.4438244359249	1099.1613277079912	1074.4489408909087	1252.223571344198	874.4166051819141	836.4623711844577	1055.7035141229528	581.045827715009	836.7200582415886	628.3115770178587	610.5062915215044	1000.0	host	gene-R0792_RS13235
gene-R0792_RS26245	351.8786600136335	345.2982002710756	371.6305741266732	408.8812037216989	229.63412196569823	367.9052252722339	418.2311855922288	349.45741323977376	439.9612177905978	407.3917886569533	357.3145709558429	349.2095987503005	1000.0	host	gene-R0792_RS26245
gene-R0792_RS06945	17.376723951290547	3.858080449956152	13.764095338024934	18.172497943186617	0.0	3.42237418857892	10.200760624200703	17.106306941807105	9.281882231869153	18.802697938013228	20.073852300890053	26.862276826946193	1000.0	host	gene-R0792_RS06945
gene-R0792_RS20060	171.59514901899414	148.53609732331185	184.83213739633482	129.47904784520466	161.46149200713157	145.4509030146041	118.32882324072816	129.51918113082525	180.06851529826156	134.75266855576146	128.47265472569634	131.86935896864495	1000.0	host	gene-R0792_RS20060
gene-R0792_RS29590	28.23717642084714	34.72272404960537	27.528190676049867	36.34499588637323	17.940165778570172	30.801367697210278	20.401521248401405	26.881339479982596	37.12752892747661	75.21079175205291	36.13293414160209	29.304301993032208	1000.0	host	gene-R0792_RS29590
gene-R0792_RS05745	4.344180987822637	1.929040224978076	1.966299334003562	0.0	3.588033155714035	5.13356128286838	2.0401521248401404	2.4437581345438724	1.8563764463738304	3.1337829896688714	4.014770460178011	2.4420251660860175	1000.0	host	gene-R0792_RS05745
gene-R0792_RS23750	356.2228410014562	337.5820393711633	344.10238345062334	308.9324650341725	179.40165778570173	306.30248987781334	340.7054048483035	347.0136551052299	417.68470043411185	363.51882680158906	353.2998004956649	324.7893470894403	1000.0	host	amgS
gene-R0792_RS23680	195.48814445201864	219.91058564750065	196.6299334003562	183.9965416747645	136.34525991713332	183.09701908897222	187.69399548529293	171.06306941807108	207.91416199386902	128.4851025764237	124.45788426551832	161.17366096167714	1000.0	host	gcvP
gene-R0792_RS03295	13.03254296346791	5.787120674934227	13.764095338024934	4.543124485796654	0.0	5.13356128286838	6.120456374520422	4.887516269087745	7.4255057854953215	9.401348969006614	16.059081840712043	12.210125830430087	1000.0	host	gene-R0792_RS03295
gene-R0792_RS20830	8.688361975645273	5.787120674934227	1.966299334003562	9.086248971593308	0.0	8.555935471447299	4.080304249680281	14.662548807263235	7.4255057854953215	6.267565979337743	6.022155690267016	17.09417616260212	1000.0	host	gene-R0792_RS20830
gene-R0792_RS02625	2.1720904939113184	1.929040224978076	0.0	6.814686728694982	3.588033155714035	0.0	4.080304249680281	2.4437581345438724	1.8563764463738304	3.1337829896688714	0.0	0.0	1000.0	host	gene-R0792_RS02625
gene-R0792_RS00625	397.49256038577124	401.2403667954398	348.03498211863047	413.42432820749553	480.79644286568066	374.74997364939173	408.0304249680281	398.3325759306512	441.8175942369716	454.3985335019863	395.45489032753403	481.07895771894545	1000.0	host	gene-R0792_RS00625
gene-R0792_RS23185	814.5339352167443	868.0681012401342	762.924141593382	765.5164758567363	932.888620485649	809.3914955989145	593.6842683284809	769.7838123813198	683.1465322655696	795.9808793758933	772.843313584267	857.1508332961921	1000.0	host	gene-R0792_RS23185
gene-R0792_RS07165	493.0645421178692	530.4860618689709	397.1924654687195	352.0921476492407	789.3672942570877	378.1723478379706	359.06677397186473	459.426529294248	241.32893802859795	385.45530772927117	319.1742515841518	390.7240265737628	1000.0	host	gene-R0792_RS07165
gene-R0792_RS18680	69.50689580516219	71.3744883241888	60.955279354110424	74.9615540156448	64.58459680285263	95.82647728020976	89.76669349296618	85.53153470903554	124.37722190704663	184.8931963904634	214.79021961952355	183.1518874564513	1000.0	host	gene-R0792_RS18680
gene-R0792_RS16040	486.54827063613527	441.7502115199794	566.2942081930258	497.47213119473366	362.39134872711753	443.1974574209701	503.9175748355147	337.2386225670544	475.2323702717006	504.5390613366883	495.8241518319843	468.86883188851533	1000.0	host	gene-R0792_RS16040
gene-R0792_RS29235	0.0	13.503281574846532	7.865197336014248	9.086248971593308	0.0	5.13356128286838	10.200760624200703	2.4437581345438724	9.281882231869153	0.0	8.029540920356022	4.884050332172035	1000.0	host	gspI
gene-R0792_RS06280	13.03254296346791	15.432321799824608	11.797796004021372	6.814686728694982	14.35213262285614	15.400683848605139	6.120456374520422	4.887516269087745	7.4255057854953215	21.936480927682098	6.022155690267016	21.978226494774155	1000.0	host	gene-R0792_RS06280
gene-R0792_RS04980	319.29730260496376	349.15628072103175	334.2708867806055	361.178396620834	229.63412196569823	297.74655440636604	342.7455569731436	320.13231562524726	265.46183183145774	260.1039881425163	331.2185629646859	290.6009947642361	1000.0	host	gene-R0792_RS04980
gene-R0792_RS24510	78.19525778080745	125.38761462357493	114.0453613722066	118.12123663071301	60.99656364713859	77.0034192430257	89.76669349296618	112.41287418901813	81.68056364044854	62.67565979337743	84.31017966373821	100.12303180952671	1000.0	host	hslV
gene-R0792_RS04140	41.269719384315046	34.72272404960537	49.15748335008905	20.444060186084943	32.292298401426315	51.3356128286838	40.80304249680281	29.32509761452647	63.11679917671023	28.20404690701984	38.1403193716911	53.724553653892386	1000.0	host	gene-R0792_RS04140
gene-R0792_RS29180	156.3905155616149	127.31665484855301	149.43874938427072	159.0093570028829	157.87345885141752	181.38583199468275	167.29247423689154	175.95058568715882	198.63227976199985	216.2310262871521	182.67205593809948	161.17366096167714	1000.0	host	dnaE2
gene-R0792_RS05020	360.5670219892788	306.7173957715141	289.0460020985236	306.66090279127417	294.21871876855084	263.52281252057685	332.5447963489429	276.14466920345757	300.7329843125605	278.90668608052954	297.0930140531728	266.1807431033759	1000.0	host	rnhA
gene-R0792_RS23620	916.6221884305763	1028.1784399133144	928.0932856496812	1153.9536193923502	753.4869626999473	870.9942309933351	830.3419148099372	872.4216540321625	787.1036132625042	943.2686798903302	931.4267467612984	949.9477896074608	1000.0	host	gene-R0792_RS23620
gene-R0792_RS07170	158.56260605552623	136.9618559734434	119.94425937421728	134.02217233100131	200.92985671998593	135.18378044886734	95.8871498674866	134.40669739991299	94.67519876506535	90.87970670039726	136.50219564605234	114.77518280604282	1000.0	host	gene-R0792_RS07170
gene-R0792_RS04600	141.18588210423567	158.18129844820223	151.40504871827426	124.935923359408	150.69739253998947	150.58446429747246	142.81064873880985	153.95676247626398	152.2228686026541	128.4851025764237	142.52435133631937	131.86935896864495	1000.0	host	gene-R0792_RS04600
gene-R0792_RS14280	0.0	7.716160899912304	1.966299334003562	4.543124485796654	3.588033155714035	6.84474837715784	6.120456374520422	4.887516269087745	1.8563764463738304	0.0	2.0073852300890054	4.884050332172035	1000.0	host	opmE
gene-R0792_RS15815	690.7247770637991	709.8868027919319	802.2501282734532	935.8836440741107	516.676774422821	422.6632122894966	505.9577269603549	540.0705477341958	389.8390537385044	291.44181803920503	250.92315376112566	295.4850450964081	1000.0	host	gene-R0792_RS15815
gene-R0792_RS01910	26.06508592693582	36.65176427458344	21.62929267403918	38.61655812927156	7.17606631142807	30.801367697210278	34.68258612228239	36.65637201815809	12.994635124616813	9.401348969006614	22.081237530979056	24.420251660860174	1000.0	host	gene-R0792_RS01910
gene-R0792_RS10295	178.1114205007281	152.394177773268	184.83213739633482	168.0956059744762	304.98281823569295	328.5479221035763	314.18342722538165	288.36345987617693	601.465968625121	664.3619938098007	630.3189622479476	500.6151590476336	1000.0	host	gene-R0792_RS10295
gene-R0792_RS06855	30.409266914758454	42.43888494951767	27.528190676049867	38.61655812927156	50.232464179996484	39.35730316865758	38.76289037196267	34.21261388361421	35.27115248110278	59.541876803708554	48.177245522136126	43.95645298954831	1000.0	host	gene-R0792_RS06855
gene-R0792_RS19260	19.548814445201863	19.290402249780758	11.797796004021372	15.90093570028829	21.52819893428421	15.400683848605139	12.240912749040843	31.76885574907034	27.845646695607456	21.936480927682098	14.051696610623036	19.53620132868814	1000.0	host	gene-R0792_RS19260
gene-R0792_RS30055	410.52510334923915	333.72395892120716	267.41670942448445	254.41497120461264	523.8528407342491	386.7282833094179	320.30388359990206	383.67002712338797	373.13166572113994	457.5323164916552	317.1668663540628	434.6804795633111	1000.0	host	gene-R0792_RS30055
