Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	gene_length	Entity	Symbol
gene-PA5099	44.62411146723751	26.088724855648536	25.522813274371156	19.647930348115697	1.3169250896599198	2.7178881324461983	0.4720419977549729	2.4524276243326444	1443	host	gene-PA5099
gene-PA1807	106.00891057891798	91.67490466035156	246.3931096508039	151.3512638324309	9.436736955328438	6.694760758274132	5.9194242325549125	12.081745400692757	1611	host	gene-PA1807
gene-PA2475	75.49693347989104	75.92112064733675	61.30573375766556	50.96982200868486	5.693851398889182	5.875524457108411	2.5511483249454154	1.3254131318022493	1335	host	gene-PA2475
gene-PA4148	6.990456803693614	32.53762313457289	10.217622292944258	21.23742583695202	1.186219041435246	2.4481351904618376	0.8503827749818051	1.104510943168541	801	host	gene-PA4148
gene-PA1105	535.9743822967114	345.6756043373431	460.8285730094792	421.4481059670817	14.980022894881587	26.49940929135043	4.602409478110986	11.955584668621642	444	host	fliJ
gene-PA1467	112.33275724824321	56.60609127629914	126.30116445444988	93.33979750561629	4.887661791098931	3.026167110431994	0.0	2.730596498388893	972	host	gene-PA1467
gene-PA1471	169.6774515078359	68.2523205819492	124.00477964618715	76.36892523186788	9.597590426157902	13.205092845521428	2.293456574950929	2.9788325436969747	297	host	gene-PA1471
gene-PA4509	192.66600945405884	140.12169962791873	110.00424000871439	91.45794674945468	6.130073885094401	8.43422059165562	2.1972793637433092	1.9026091730709707	930	host	gene-PA4509
gene-PA1839	43.03059288959528	27.817948693342817	55.03382151444617	81.70594666377795	8.214652324406043	15.06978895339045	4.580303764959637	2.5496059523861714	1041	host	gene-PA1839
gene-PA1420	366.624493436574	103.42315924917813	272.81051522161175	108.00747997078457	6.78686751564023	14.006830625428087	0.0	2.1064601559000034	420	host	gene-PA1420
gene-PA0534	41.235566703648495	40.407187799678894	44.41101410584376	96.70437160174896	1.4731185305265613	2.280181729720851	2.112113496931553	0.6858242368046522	1290	host	gene-PA0534
gene-PA2884	281.7976498571314	249.83790626468124	203.270579969044	137.12714368839806	6.2102055698668766	14.098378538012584	7.123206303377003	6.938927572376481	765	host	gene-PA2884
gene-PA3140	398.7420110434143	193.05656393179913	248.00955929237426	266.33662674613925	25.913494150626327	29.71145890242321	10.32055458727918	10.723797157309107	330	host	gene-PA3140
gene-PA3890	101.34580814042688	61.14913789694996	43.20528521609235	59.86839953131724	0.0	5.915403582382901	2.0547710490510585	1.3344091485339387	663	host	gene-PA3890
gene-PA2056	55.80753388463707	28.86227699977064	13.595208399748092	18.83851394839266	1.0522275218046868	3.2574024710297875	1.5086524978082523	0.9797489097209318	903	host	gene-PA2056
gene-PA3844	338.5231508023981	288.6384901921507	120.3575802448287	138.98021319770075	3.1051027849334383	3.204176940457405	2.2260019698053135	1.445609910911767	612	host	gene-PA3844
gene-PA5236	702.0864208675625	546.8939814167065	616.5686566928067	579.328046592521	21.572293032169153	12.142144195417536	7.029479904648359	7.304134286712086	969	host	gene-PA5236
gene-PA2750	129.4648762949962	83.69504216696495	102.50106063239745	120.18173349350306	1.8307542431399464	7.556671628361973	5.2497618709859415	3.4092996742890227	519	host	gene-PA2750
gene-PA2860	533.2719904531986	630.3887801854665	519.6390766125937	501.46329986435694	56.01858901798285	80.03903214530335	33.98060149825254	32.09844047085719	441	host	gene-PA2860
gene-PA0031	85.17538736405255	93.84694080018014	32.47744228828711	41.25285693328578	5.655722929700191	3.242321904034279	2.2525019932553767	5.266150389750009	1512	host	betC
gene-PA1062	573.8803460480542	388.3321688283316	321.41468747373796	439.944261087894	21.842792004359357	11.269863721608804	10.43918165150078	11.863970993000018	522	host	gene-PA1062
gene-PA2230	129.15181018788402	112.04175585327629	140.05896986823814	227.8282780633737	7.069653662125239	8.754269140892553	5.068129484824597	3.9496127923125064	672	host	gene-PA2230
gene-PA1199	1100.9969465817442	1203.8920559791968	360.1711858262851	350.41752630970836	12.455299935070084	27.541520892695672	12.755741624727076	8.283832073764057	534	host	gene-PA1199
gene-PA4769	629.3849654767401	684.6773488278923	544.5636253454652	981.6958935329063	30.689969385970027	45.603634594417024	15.840851226986649	17.145605920116306	774	host	gene-PA4769
gene-PA4515	197.3341286258532	229.6267500510386	144.2170124519533	95.75553015031011	6.976222115929751	11.51809860534468	5.001149800003127	2.5982768442819424	681	host	gene-PA4515
gene-PA4397	36.83786776156963	47.62908649633202	17.948060211948135	27.978911341116067	3.125531092729053	4.300342735877043	2.240646719606664	0.0	912	host	panE
gene-PA5080	247.70813136792094	259.19631268621185	105.25097037870822	157.5109082907275	10.752855940417648	20.17444740287996	5.606227183213382	3.640795331185191	972	host	gene-PA5080
gene-PA2276	28.279575251305985	32.50110503902343	59.70600501483084	57.27669392390091	5.331994681198834	5.5021220189672615	3.822427624918215	0.9929441812323248	891	host	gene-PA2276
gene-PA3892	43.11935236337744	60.52928572119115	31.512765784674617	18.714167321670594	0.0	1.0786338215401168	0.0	0.0	909	host	gene-PA3892
gene-PA2324	8.887866507553309	13.789754566557082	19.486465372972265	6.750467498174036	0.7540963906266921	0.7781572569682269	1.0812009567625809	0.0	1260	host	gene-PA2324
gene-PA5246	283.51169112701695	238.26601244747366	414.39571932396717	370.84846762120657	20.045600257165233	14.479635034725236	4.3111177389900375	3.7329673648860817	474	host	gene-PA5246
gene-PA4555	804.505158011291	690.676500273247	1822.6564594547335	1368.715478940115	133.7871010267011	107.06370535528364	15.658772477251173	27.965074483500047	348	host	pilY2
gene-PA1282	7.436063611897191	13.460118999229026	19.020653451705996	7.53040198999494	1.2618345978613972	0.6510479042363652	0.4522952209564581	0.0	1506	host	gene-PA1282
gene-PA1382	186.6451966586195	196.8668908515057	118.45719739885773	170.36048238812896	11.251911933824593	18.061439490683586	8.365081086531546	8.148674813613171	2280	host	gene-PA1382
gene-PA2925	27.447823038032283	4.055810166634436	22.925253379967373	15.883452936880085	0.0	0.0	0.9540008442022773	1.2390942093529433	714	host	hisM
gene-PA2200	333.2949940332491	304.826153576525	371.7812472474971	442.33326501193017	15.478820649705787	23.344717709046808	9.816166581133958	7.2063110596579065	1596	host	gene-PA2200
gene-PA2720	350.50741156548264	380.6749147950969	300.98812712243546	381.57572149303	16.356456923452196	16.8783405032545	11.725700517002636	9.691694614000015	639	host	gene-PA2720
gene-PA0512	5.425732461006381	5.612109416622068	0.0	5.494566568281192	0.0	1.9001514414340426	0.0	1.7145605920116305	516	host	gene-PA0512
gene-PA4866	124.07050644937134	139.49173694494158	47.30818183033729	60.09086674675153	5.492262729419839	3.7783358141809864	1.3124404677464854	5.1139495114335345	519	host	gene-PA4866
gene-PA0910	99.98849820997474	183.8633942207611	178.6259325855791	253.14253118152635	28.27861464850096	23.34471770904681	14.866513155485487	5.266150389750009	504	host	gene-PA0910
gene-PA5383	44.56416212354679	40.672028918216114	22.98965015912458	21.23742583695202	3.5586571243057383	0.918050696423189	3.188935406181769	4.970299244258435	1068	host	gene-PA5383
gene-PA2070	23.30416757372094	20.817677154961316	20.12790407423923	18.236223207326002	1.4380044679373927	2.22583006533477	0.5154419998187105	0.669476553521	2643	host	gene-PA2070
gene-PA1258	8.407441290928807	13.044362427824268	30.721904867298615	17.02820630170027	0.0	1.472189405075024	1.0227576618024412	0.0	666	host	gene-PA1258
gene-PA3226	246.831510073899	164.37787146366958	227.34209601800976	198.60071045352598	10.327841871626436	2.368304695120691	5.758570313192007	2.136988563956525	828	host	gene-PA3226
gene-PA0806	91.90861956674443	51.189240436461894	62.002389823093566	78.75545414536374	2.399397606539475	4.951909817070535	1.7200924312131967	0.0	396	host	gene-PA0806
gene-PA3665	273.6864662542257	180.9905286860617	216.41218755560544	172.65618793406668	21.31772488886995	12.570232612563668	4.3663884792335	5.6712388812692405	624	host	gene-PA3665
gene-PA0680	37.329039331723905	54.05583790090377	10.912420608864467	30.242094391819677	2.5337638725056855	0.0	1.8164176073611358	2.3592353746080037	375	host	gene-PA0680
gene-PA1764	38.519646589958995	39.84281807222872	74.2167442910576	51.42007137445888	1.1884445931077325	2.4527283146465693	0.851978239850439	1.1065831963452175	1599	host	gene-PA1764
gene-PA4913	194.11100452496427	239.39013927543095	247.3482004675946	221.77535887334435	9.290467532520848	11.329969661457385	2.4218901431481807	3.1456471661440046	1125	host	gene-PA4913
gene-PA1522	216.64174612161193	148.23986159048863	170.50657201350734	135.00934996348073	9.049156687520306	15.174066510880426	2.432702152715807	5.266150389750009	840	host	gene-PA1522
gene-PA5183	123.51520367114526	120.66035245737449	130.38737859856442	152.87823451747082	13.972962532200473	4.806265410686108	3.3390029547079703	4.336829732735302	408	host	gene-PA5183
gene-PA3468	229.6199371985274	187.39124715727684	212.45965632382854	168.53311632010121	8.5793359114188	7.377563158615245	4.612798664291824	2.6627938765327355	1329	host	gene-PA3468
gene-PA1176	56.904023371530336	70.63045021895091	16.63478751351291	34.57556523454994	1.9312224638000655	0.0	1.3844646397569633	0.0	492	host	napF
gene-PA5495	288.50519357326044	301.4605651300965	305.5133530084295	366.69731961689877	19.982364925123704	20.619939932281095	9.311288996725064	10.233276467148283	951	host	thrB
gene-PA1756	83.57247611579977	64.83242818605196	71.25647785639111	52.89545427673684	8.272549956874906	4.878000715323213	4.236048524629514	6.602337802074636	804	host	cysH
gene-PA3948	124.43013110574633	266.6019216201036	227.34209601800976	252.017453265164	13.57373503128046	9.337887083618723	9.730808610863228	8.425840623600013	630	host	rocA1
gene-PA0591	279.23297137903705	228.0195636989754	322.2171439625335	260.45110819726597	14.963172475427278	41.17493517186209	8.939063028352047	16.254574431354357	381	host	gene-PA0591
gene-PA0718	86.58797783131833	149.27053912252512	154.68637461019222	68.20059946608819	16.32579814758818	10.108022100824392	14.044466036297443	24.322014171216534	291	host	gene-PA0718
gene-PA0800	73.39979643878294	135.57342972738704	22.98965015912458	37.16549521466604	0.0	9.18050696423189	1.2755741624727077	4.970299244258435	534	host	gene-PA0800
gene-PA2880	10.851464922012761	5.612109416622068	23.791614699559158	5.494566568281192	1.8413981631582017	1.9001514414340426	0.0	0.0	516	host	gene-PA2880
gene-PA1057	133.31799761329964	170.9929566253078	218.24841217728934	210.61458594302988	10.858988025024367	5.602732250171234	2.594882296230194	3.370336249440005	525	host	gene-PA1057
gene-PA1293	253.07823275745014	294.49306362477836	250.46163120628194	226.92249499511587	18.78850329188538	18.464748470432504	5.772513582715473	7.497570046423739	1062	host	gene-PA1293
gene-PA3757	30.10406397719669	3.8922694341088535	5.500212000435719	11.432243343681835	0.0	1.3178469674461908	0.9155330682263789	0.0	744	host	gene-PA3757
gene-PA4914	50.68639525873054	27.755736028533427	13.073986352473405	9.058135301064201	2.0237730611067777	2.088345354163932	0.0	1.8843733024025588	939	host	gene-PA4914
gene-PA4596	48.54932861062357	44.63735582238131	141.92454549101186	109.25612135773005	16.476788188259516	5.66750372127148	0.0	0.0	519	host	gene-PA4596
gene-PA0217	117.40584951106709	71.61775758760291	44.001696003485755	60.97196449963645	4.086715923396267	4.21711029582781	2.1972793637433092	0.0	930	host	gene-PA0217
gene-PA2933	14.247724935772482	7.368571142435083	24.296101864520125	12.023733457307443	0.805904539601045	0.0	1.7332229077873433	0.0	1179	host	gene-PA2933
gene-PA1547	102.32741044880454	76.20653839413124	47.861493898528366	66.32038243820105	2.7782498602036023	2.866895157251362	3.9833719459674026	0.0	684	host	gene-PA1547
gene-PA0168	511.61627510484533	303.7945929891256	41.544748510905336	81.55387129773709	4.823154579642803	6.636061886835641	4.610196972997807	4.4909302816142205	591	host	gene-PA0168
gene-PA3078	129.61471990181911	122.89480342880734	423.10890092240703	446.2809068237279	14.662985373296792	7.565417776079984	3.1535027905575275	4.09589474758334	1296	host	gene-PA3078
gene-PA0702	55.62274072607866	35.159308000824346	49.684034229101464	46.940336907832695	5.243716623563091	3.2466163701323376	3.007313919472079	0.0	906	host	gene-PA0702
gene-PA4364	27.857492038599922	36.01801565891775	40.717987346509204	7.052727236898246	2.3635857019642588	0.0	0.0	0.0	402	host	gene-PA4364
gene-PA1015	188.74233369972757	198.8410302668343	76.63216719708193	127.42455502171212	8.303533290046722	14.688811142771025	5.102296649890831	3.3135328295056232	801	host	gene-PA1015
gene-PA1738	94.85247699044598	126.59446815199944	35.778428225785134	46.47862867595237	5.192139083003454	9.644047315868518	0.7444334456398096	2.9006992310754147	915	host	gene-PA1738
gene-PA0647	1081.0637628246773	1433.5883460282116	918.372031439089	1066.7075373352238	112.890469567085	177.97458055411923	67.44124779806198	52.55722369176246	303	host	gene-PA0647
gene-PA2171	29.720572716340687	18.444894643165526	17.376465937682273	0.0	0.0	2.081694572781244	0.0	0.0	471	host	gene-PA2171
gene-PA1442	1088.7636471752803	1037.4016510128288	713.383818539272	852.7314690222145	40.04511867465882	41.322833645898946	22.183261009439157	25.42279498500004	522	host	gene-PA1442
gene-PA1700	1181.5845111049703	326.9506324651437	880.0339200697152	137.18692012418202	81.73431846792533	18.449857544246672	7.324264545811031	11.891307331693568	372	host	gene-PA1700
gene-PA2055	11.863042160505477	2.0450907196165167	17.339651391204136	10.011286543902171	0.6710179747101922	0.0	0.48104279855962284	0.0	1416	host	gene-PA2055
gene-PA4620	36.292121572509345	37.53877632007205	75.78069867266991	136.50945385196383	5.278674734386845	5.447100798777589	2.5228022324460215	0.0	540	host	gene-PA4620
gene-PA3291	60.533577294687404	140.8791142205021	44.239543008910005	127.71154726275202	1.7120026165578957	7.066509144360115	2.454618388325859	1.5940779558162186	555	host	gene-PA3291
gene-PA4918	127.25808863087693	127.24182622777671	24.80095592923743	55.84477657580338	4.318915691771054	4.456718835363481	0.0	1.3404746446636384	660	host	gene-PA4918
gene-PA2049	179.62845994213004	148.05841745145497	88.20189589871656	115.1132352320204	4.286442641456987	7.372016118646361	2.3900231675804418	2.2173264798947403	1995	host	gene-PA2049
gene-PA2058	6.190553786355539	8.0040034797595	4.524220816278802	0.0	0.0	0.0	0.0	0.4890620594129361	1809	host	gene-PA2058
gene-PA5410	32.554394766038286	29.182968966434757	12.688861173098218	32.96739940968715	1.4731185305265613	3.800302882868085	0.0	1.3716484736093044	1290	host	gbcA
gene-PA1268	14.813110845922184	18.386339422076112	0.0	3.0002077769662385	0.0	0.0	0.0	0.0	945	host	gene-PA1268
gene-PA1200	350.48758648564296	279.53891610034265	129.61585564827703	171.05257008947783	12.898119260492743	14.788508955957255	1.0273855245255292	2.6688182970678773	663	host	gene-PA1200
gene-PA4423	148.0821394977477	162.7418968681282	214.19007393432327	206.1960981260433	17.27566276708422	17.826875341453928	4.8788076230774315	7.311679879983483	1815	host	gene-PA4423
gene-PA4990	437.18694712829796	269.58349017503485	344.0853345137445	161.76795986615255	34.24005233115792	11.777515240600192	6.136545970814648	13.283982965135156	333	host	gene-PA4990
gene-PA1280	38.28619418638349	44.551514753492114	48.965989911571334	43.618405372816845	4.872622831741704	1.676031015008489	0.0	0.0	585	host	gene-PA1280
gene-PA5433	78.80574970030601	60.06204211211529	30.312279469067963	67.20465420404373	5.6305863833459675	4.35768063902207	0.0	3.9320589576800056	675	host	gene-PA5433
gene-PA1737	201.0025194785133	175.5059672107265	162.16009646039856	116.3157476608449	5.75855425569474	5.485192412755055	1.905333154574618	2.4747224209174865	2145	host	gene-PA1737
gene-PA1106	337.2161116101109	296.07414216431386	286.56566724959214	357.37769107980193	11.976825027600407	21.971499020279353	9.540008442022772	7.434565256117659	714	host	gene-PA1106
gene-PA1728	687.6401982159665	914.4784607295749	622.1994206808688	712.9441112106613	47.230247623461246	57.33790314502724	9.958429864918505	12.93440446605265	342	host	gene-PA1728
gene-PA2608	316.63024433158665	206.84631849835625	170.5065720135073	236.26636243609124	8.483584394550288	20.426627995415956	4.054503587859678	5.266150389750008	336	host	gene-PA2608
gene-PA1276	22.48737309139994	29.07478372466855	12.32577629013306	28.46582679952907	0.0	2.953247421023994	0.0	0.0	996	host	cobC
gene-PA1666	49.69842514578626	79.96425724985764	64.57053614712703	78.28944554095331	9.3704285225802	9.669409701972052	8.061024884738769	1.7449965788520738	507	host	gene-PA1666
gene-PA5230	136.87314421632095	149.29707610725802	112.76167962493284	204.13413714478284	4.2229397875094765	8.715361278044142	5.449252822083407	3.9320589576800065	1125	host	gene-PA5230
gene-PA4384	24.451335806806046	29.506461736301176	23.826245870883117	28.88846352930373	1.383058882372099	0.0	1.982988654324384	1.2877922350480369	687	host	gene-PA4384
gene-PA1642	338.12535626561504	366.5276793487781	324.20959779959657	260.2354136977237	33.96712437779362	37.892875121931056	16.45305803769145	15.386317660486982	1035	host	selD
gene-PA4825	13.42028515797596	17.084651675380456	16.597984886270623	9.408837442145225	0.35035451776903836	0.7230664777138391	0.7534918172128605	0.65244341111947	2712	host	mgtA
gene-PA0808	194.9142876498242	122.18769869101212	164.03163889907034	149.53567242790587	12.02736015429914	18.616673616075307	7.185196231650062	0.0	474	host	gene-PA0808
gene-PA0944	364.0836795807151	428.5336284584779	599.4491141640794	635.694248706972	45.44867932745625	64.4858569900127	24.436111309791062	27.771268423076275	669	host	purN
gene-PA3523	4.835367789083407	30.008792321005053	17.669074820052575	7.345068262261905	0.8205193887647947	1.6933992120552093	0.0	1.5280021856269457	1158	host	gene-PA3523
gene-PA4130	38.46630397086245	32.86805299914143	19.55630933488256	33.873313610909136	5.675994338050371	5.271387869784764	2.8483251011487347	1.585507644225809	1674	host	gene-PA4130
gene-PA0936	351.8232141488355	336.15280301223817	396.5775860250266	365.3447904762561	35.41602856936861	32.36935298954094	12.331908676173848	10.364053163214075	939	host	lpxO2
gene-PA1366	617.3090161860956	619.7341060067482	376.8394276407477	525.8535381846077	28.344634760520805	22.890540321711267	7.951244390199524	8.032416158684837	771	host	gene-PA1366
gene-PA5465	466.61299164654883	399.9028824301554	370.24284208647305	634.5439448283594	27.14747006256092	28.013661250856174	6.487205740575485	10.532300779500018	420	host	gene-PA5465
gene-PA2703	59.8221784162242	99.00336611887136	87.43926769923452	60.581118573356726	16.242076105805676	46.09085291273344	8.732776958466998	7.56165184169232	234	host	gene-PA2703
gene-PA0729.1	491.8353155193352	1643.5896659058578	1382.4857190284379	1609.1654955106756	64.20009812092108	79.4982278740513	36.81927582488789	23.911169337243283	74	host	gene-PA0729.1
gene-PA0779	125.98550774456817	79.63583262186715	179.0319006141827	125.22117209112838	10.689316337133361	6.945053518441426	3.4057830138021297	4.423566327390007	2400	host	gene-PA0779
gene-PA1962	4.597172331493091	23.775438907857037	6.7194708182662986	9.310989652653843	0.0	1.6099805316584006	0.0	1.4527311420000022	609	host	azoR2
gene-PA4162	265.5203634474085	254.44693572601145	114.14665908854046	114.6732135673079	6.625951549439555	16.409676046526627	0.950009208870887	3.70172914425942	717	host	gene-PA4162
gene-PA1555.1	120.41625590878677	451.50325435662705	198.00763201568594	381.0747781227278	10.216789808490667	26.356939348923817	21.972793637433096	14.26956879803228	186	host	ccoQ2
gene-PA4767	855.9934881240137	931.9972051879959	733.7662133546798	827.7469801209267	48.05414240959059	56.34931860804402	31.31754495450234	32.54117758080005	435	host	gene-PA4767
gene-PA0204	41.476710368582104	28.600972434340612	55.57251235995794	21.001454438763663	2.3460776597274866	4.84186737669119	1.6818681549640144	0.0	810	host	gene-PA0204
gene-PA5475	119.77231871141356	175.50596721072648	80.23838682988578	96.02269275477505	1.6936924281455115	3.49546575322626	0.0	0.0	561	host	gene-PA5475
gene-PA3367	222.98319954790824	273.3544268060873	337.9953285931472	292.7193870889626	19.619852995066147	37.59945684111964	10.04655756283814	5.21954728895576	339	host	gene-PA3367
gene-PA3797	630.3677396583564	699.374722168027	422.0841933617388	499.27986024230603	22.70826112151322	29.599340189583877	11.99521061464901	12.241315622966056	795	host	gene-PA3797
gene-PA3389	6.762507125312301	13.989606082014431	9.884438957304772	0.0	2.2950759714725413	2.368304695120691	0.0	2.136988563956525	414	host	gene-PA3389
gene-PA5221	328.697821701756	242.50947686014183	292.296980594584	325.88463784288444	12.481595431062491	10.464873455779605	3.914693119312793	4.358193426000007	1218	host	gene-PA5221
gene-PA4883	4.552321869722427	0.0	13.307830010810326	18.440301458426635	0.0	1.5942734045202698	0.0	0.0	615	host	gene-PA4883
gene-PA4134	126.73439279288979	143.00486217170308	101.0409315635599	198.34706969943463	7.820258865758289	28.244226364031945	11.212454366426764	7.281590662370382	243	host	gene-PA4134
gene-PA4089	55.11177066691521	45.60391273979508	26.85142866354446	3.720730117103799	1.24693103961894	0.0	1.7878126056704093	0.0	762	host	gene-PA4089
gene-PA3990	36.59709738404304	37.8542282219214	133.73064471647632	37.06139018605353	0.0	12.81670776182962	4.452003939610627	0.0	153	host	gene-PA3990
gene-PA5464	141.48449057582948	124.17114372336239	185.91221940829587	185.25019535571013	7.760379395116954	11.010984769351328	3.12935652110456	2.7096884088147055	1959	host	gene-PA5464
gene-PA1394	54.895646076064565	0.0	16.047677365977158	55.5920852790803	3.726123341920126	3.845012328548886	2.671202363766376	0.0	255	host	gene-PA1394
gene-PA1174	31.482322327959913	33.726749120615516	29.58186309631934	38.713524447359525	1.5263637786178827	3.5438969052287925	1.6413412114709056	1.0659195969614474	2490	host	napA
gene-PA3900	143.79897226843326	118.38374203365044	12.868420529321307	17.831423580082358	0.0	1.0277548676938848	0.7140006318243459	0.0	954	host	gene-PA3900
gene-PA4360a	31.81452215771923	21.93824590134081	46.50179236732018	10.73938011073142	3.599096409809212	3.7139323628029013	2.580138646819795	0.0	264	host	gene-PA4360a
gene-PA2278	10.902172702022167	4.510667381584092	6.3740774584488715	8.832387380788457	0.74000113098881	2.290836784532631	1.0609915930847755	0.0	1284	host	arsB
gene-PA2241	41.697331168415	20.537932333170122	58.044790472683346	40.2155510529517	4.717113592430798	2.08612371017014	0.0	1.2549124333021298	1410	host	pslK
gene-PA0212	17.34620786790144	17.942059844962746	10.141654840952107	63.23858028029208	1.1773995690082182	4.859866883667737	0.8440602264689292	0.0	807	host	mdcE
gene-PA3419	65.42912797995886	46.30507990984113	40.26723471905708	27.89861106256428	2.337420546591961	2.412000353702253	2.513492999115963	1.088208198619928	813	host	gene-PA3419
gene-PA0924	69.66539222094663	63.05113285486441	53.03470358118423	48.50258140212137	2.955401095457643	6.607680595717759	4.590479956394783	5.04502121319752	1929	host	gene-PA0924
gene-PA3505	45.26842456272488	32.41621409302598	61.07698101976381	35.263636184491226	2.3635857019642588	7.31700107298482	0.0	1.1003896336791061	804	host	gene-PA3505
gene-PA2054	50.444647745572844	35.87199667651673	46.08285730094792	25.542309452550406	3.2100049060460547	2.208284107612536	0.0	0.9962987223851367	888	host	cynR
gene-PA2207	9.203412064034493	5.711732660704117	16.142634036781757	5.592103252925237	0.62469523483868	0.0	0.0	0.5816655262840247	1521	host	gene-PA2207
gene-PA3874	23.602991795350714	13.14587497590072	26.537987862024487	12.870541144378512	1.2323754243704697	0.6358483422697575	0.0	0.5737440113346313	1542	host	narH
gene-PA4392	422.86802367968477	784.292290972934	213.13321501688415	287.9496292189862	34.641302944413674	25.53328499426995	12.416917237820265	9.215763182062513	384	host	gene-PA4392
gene-PA5222	544.8648598108769	689.4877283278541	593.0663374382864	733.7464671928301	17.704871779931032	22.329729982566516	9.871834822614868	12.821931383739152	483	host	gene-PA5222
gene-PA5524	228.83702272321165	232.99930129699896	130.6563770218447	133.97479555763027	10.921396002179678	17.530899122502586	6.959454434333854	4.519607997333341	783	host	gene-PA5524
gene-PA3089	69.55721614606938	35.97327278232282	12.708564373677564	32.28484455648452	1.9672079755478926	3.0449631794408885	0.0	0.0	966	host	gene-PA3089
gene-PA3100	1073.4795992793433	736.5163710692915	796.3543941440109	666.4623402821533	12.815279701979625	22.67001488508592	10.499523741971883	6.818599348578045	519	host	xcpU
gene-PA0879	26.52580314269786	27.436979370152333	24.67278561435765	17.094207101319263	0.8183991836258674	0.0	1.1733963871841961	0.0	1161	host	gene-PA0879
gene-PA5125	236.73028087728468	133.56114485847738	162.9999933714032	132.74504220727977	11.2877321364247	13.01822832412254	3.3320029485136136	4.327737846503151	1431	host	ntrC
gene-PA2097	22.761609348612136	23.543483406316973	27.72464585585485	34.57556523454994	1.2874816425333768	0.0	0.0	0.0	1476	host	gene-PA2097
gene-PA0503	247.72907920144044	280.8095475371624	406.73567723949384	563.602668211185	19.579084469362115	20.203792053647785	6.605154935858676	1.0723797157309107	825	host	gene-PA0503
gene-PA1255	8.115008550374762	11.191684865611546	7.9075511658438185	5.478640288373131	0.9180303885890166	0.0	0.0	0.0	1035	host	gene-PA1255
gene-PA3122	350.7426514390165	259.1363274252338	173.9395902419672	130.0257833540905	7.4397429142364935	6.580390226711181	1.5238402746318254	3.9584486151141003	894	host	gene-PA3122
gene-PA3514	62.434132685101595	44.18548118157375	19.21200811419801	33.2769524557875	1.1152129720535588	2.301591886807432	0.0	0.0	852	host	gene-PA3514
gene-PA0239	35.03578776868284	26.35584490536507	55.865634516371	16.12739675331681	1.0809572834921868	1.1154472625483116	0.7749221874407576	3.0194991995836227	879	host	gene-PA0239
gene-PA0089	106.95999808516878	174.24876114188177	183.69762486268985	254.5448489282817	5.445051301946316	19.665750734841726	6.505793722640172	5.069990060045853	1047	host	gene-PA0089
gene-PA3480	548.0851012991208	684.380411821722	692.852102150125	790.0547146011095	63.67925076403179	76.08648734800443	38.44270068489177	32.76715798066672	567	host	gene-PA3480
gene-PA0172	63.245736819562325	100.30800385010649	39.03162491875469	61.20152761898749	2.3849434040904423	2.4610395175199953	1.025838257169316	1.3323994962018093	1992	host	gene-PA0172
gene-PA2289	252.01039211290396	253.87888505799185	329.9817764987146	320.3386404900027	8.463697886358654	15.169141464950247	2.874078492660025	4.1477415165400915	2133	host	gene-PA2289
gene-PA3433	78.29077041049476	64.78408185630845	64.08300693125108	63.427211392239265	4.251281665277996	7.677121931163045	3.0476805492636507	1.9792243075570501	894	host	gene-PA3433
gene-PA0749	224.79166020928625	200.80700992906117	104.54417554112858	182.8046307899684	5.779570877065889	21.470324316349622	8.28657667591759	6.457761061883223	822	host	gene-PA0749
gene-PA4437	81.40288950843218	78.18490128079094	106.2346243074812	120.70929420410893	8.880013571865721	4.0725987280580105	4.951294101062286	0.9187053639439267	963	host	gene-PA4437
gene-PA0017	107.26735440150547	88.76163858933295	232.04572559079617	167.28744742601404	9.465209868555723	12.021187969716058	4.175672660600313	8.135294395200013	1305	host	gene-PA0017
gene-PA2744.1	221.02720656941784	647.7555763501157	1292.260335260266	1007.2408082801786	75.01274622549727	77.40616924578678	35.85034751370663	46.56385607778955	76	host	gene-PA2744.1
gene-PA3662	1428.4071172853535	1329.7263332037187	417.56711513512	540.0373998539229	42.01394176348713	60.02927410897752	18.534873544501387	6.018457588285724	294	host	gene-PA3662
gene-PA4168	278.92183809507276	426.74396136854733	304.0665144748973	213.0222246621794	14.593596401418178	11.803182303702373	5.937853324188023	1.8362666365255322	2409	host	fpvB
gene-PA1638	58.51912106458367	92.38680452181808	49.52006051877441	56.14250196501178	4.18112850248463	3.23590146462035	2.9973887910249766	1.9465638404356467	909	host	gene-PA1638
gene-PA1277	19.00663917093885	17.693575105765703	25.00300037672612	40.42031455118465	1.290103804738129	0.6656334988322918	0.0	0.0	1473	host	cobQ
gene-PA0329	1353.5980478395377	1974.046847410739	1364.0525761080585	1336.714194683471	128.40019624184217	97.16450073495157	28.637214530468356	37.19515230237844	333	host	gene-PA0329
gene-PA0011	472.9185726147453	538.079950147751	373.27114413767816	405.4841625592377	33.17005069580922	40.85325599083191	16.87550141974028	10.959285946236504	888	host	gene-PA0011
gene-PA0530	80.53219145168863	31.849433135956716	79.62743464590189	131.92538004045704	1.6077181932142677	1.6590154717089103	1.1525492432494517	2.993953521076147	1182	host	gene-PA0530
gene-PA0788	61.7971140568366	50.024253609967154	40.581218674999825	38.9998218224642	3.343498392221994	3.763831645988353	1.3074023085612783	1.1320707171823434	3126	host	gene-PA0788
