Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	gene_length	Entity	Symbol
gene-PA4174	57.39628623031381	49.324937990358826	91.98322628844817	81.72479610100386	24.639860758749094	16.30326148858621	42.49824232196174	2.40004899346605	1.9155309311179278	2.689290339648215	6.57812953625767	1.7460350335304298	0.0	924	host	gene-PA4174
gene-PA2523	449.5900702149322	525.4845374462731	846.4273771155274	349.2225701498031	67.45846323284196	116.62616992609281	253.06286694650817	4.722763074920415	11.945345480571453	28.632641838427418	7.162852161702797	3.073021659013556	4.184126928645225	675	host	gene-PA2523
gene-PA2954	320.4793806590856	236.39851287644748	260.9418893130188	263.17011865355977	103.24762309594607	73.31762144476598	187.73039358327625	7.538048615004555	1.7250980315331048	17.922311526684833	5.089394956999357	0.8086899102667254	2.83136408705316	570	host	gene-PA2954
gene-EST35_0231	0.0	0.0	0.0	0.0	22.86229033775166	85.07394514916903	15.124374473404032	1610.626996225485	3058.439347064944	648.1013947941765	3963.516519993372	3006.202805713577	4798.968809628995	714	phage	gene-EST35_0231
gene-PA2331	84.03116415418492	35.32220623350504	50.50059482503036	34.56088356576634	16.845898143606483	18.190356271895048	47.24804587559276	0.0	2.4538827614321166	4.921577092166668	2.4624014306846895	2.0541588629769763	1.078795140120522	561	host	gene-PA2331
gene-PA3024	54.771755193286644	30.485781072302046	45.401977078272495	33.36104722335158	23.40607963222247	10.902553278347353	56.00777973700073	2.3100471562110734	1.3867134176554572	4.6016745811758355	3.2764145190206473	0.5909657036564531	0.5172684389808657	1560	host	gene-PA3024
gene-PA2898	27.94633990798478	32.22074422275826	54.38394002329659	30.420084507822573	10.477326894194277	22.38758907795368	37.24642701062989	1.502469695096633	0.5329571154329917	2.992959077187535	2.6205556689156575	0.6245978981734871	0.5467064802236793	369	host	gene-PA2898
gene-PA0582	728.2626713309593	873.2367798676349	770.2945602601826	896.5019203988728	583.6818183062297	259.4438102169438	843.0498781970174	55.9892785318955	24.443761938333484	77.99448442670908	25.364821516925765	8.463830840503439	6.2685920995138815	354	host	folB
gene-PA0869	306.31858653391487	363.18269734044725	366.9141555950424	367.4952506691877	151.4776661048088	98.95932603589512	349.33281888058843	13.815716111101594	9.274482021618493	38.470591353881574	7.403039671029533	4.69352182646765	3.45954454366624	933	host	pbpG
gene-PA4311	48.841702350706115	42.61453268171254	51.82985555351179	32.91792135890478	34.64277440822301	71.41088660349172	104.68048236455253	3.7258825100178594	5.286590741794997	14.844111552180111	6.065318362732207	3.0978040917475362	3.4345511943084364	1116	host	gene-PA4311
gene-PA2689	17.710256625528526	25.987878946880436	21.931884009395016	18.959283667915646	16.901130596536344	7.966268437574646	24.676848246621063	1.9692205266061606	0.8597209862066619	1.8104949171839353	3.01946929533139	0.0	0.22047507235250013	915	host	gene-PA2689
gene-PA1311	160.12732028022333	126.83999492038716	71.28329734511382	107.22178007846159	61.737775261804195	39.90831096504787	77.06655899326759	8.202341351763955	1.6625944796659633	7.002548275702358	4.838261941522853	0.5567068222850646	1.2182046570201548	828	host	phnX
gene-PA1762	34.7993231475131	36.4069039052426	40.277869429018644	25.44443002676498	10.71107303225373	8.290355473748944	41.22664137059596	2.1827217224041635	1.290427661383031	2.5363560683646336	3.807027723739676	0.3024627617139327	0.7942310677265262	762	host	gene-PA1762
gene-PA2381	36.37460115007542	32.61853118847132	43.72042237166981	37.79465044911289	21.213353217874833	203.97581159913358	238.35742576379283	1.711146041637832	16.186104987224194	44.31242189280434	1.7054409908816184	27.50544077512134	10.792390887378557	243	host	gene-PA2381
gene-PA3247	263.80045043374463	314.90157580498044	234.2601235914587	315.62927851805676	108.22510144584398	76.47000159882703	285.38063884805706	11.174181592834959	7.012724090976435	25.897796480105864	5.461377312660439	2.6799607491397293	3.28405311259945	1290	host	gene-PA3247
gene-PA1758	197.93711925387956	181.86268077272697	168.14065520029843	156.58973016471663	82.00316056689499	49.23645206130937	141.9946779255149	7.632314392767862	2.7434378386936156	14.190185933141342	5.6797946656674165	0.676877017403867	1.3330486202810856	1362	host	pabB
gene-PA5142	1298.777230783768	1145.1162158233083	1013.1288529958439	1155.562606955821	379.38694440706286	295.955558418369	851.7322967040267	40.58774442688615	26.34402040677657	82.5721046341832	9.03724338158764	4.307974288336761	8.169940765211804	642	host	hisH1
gene-PA3795	128.5733141598092	154.19201572846777	129.09247741287996	103.01128702849698	86.27544364714552	64.38353229358438	192.00625442748773	8.307425104355278	9.719322032549291	21.774485399885656	7.989210950975405	4.1199817194976704	2.969806179637778	951	host	gene-PA3795
gene-PA2109	83.38705735347479	78.93069103625373	44.54533600132396	81.2941537962051	38.72437592130925	6.112482700528974	57.6265474504085	9.87944695738069	0.8245751597265155	5.788269913428723	3.764841432700931	0.0	0.4229238809277519	477	host	gene-PA2109
gene-PA3837	160.3789232526053	209.0551317079299	131.16126711500945	161.48623373711874	34.230638147025296	33.81417197632695	105.7734031124381	3.888968276449618	3.972953042318665	8.05680398050988	6.201603603205886	1.0346874272772917	1.1320689742005479	891	host	gene-PA3837
gene-PA4337	60.178568079168905	71.23311590423518	117.65937197081729	91.7076077074063	45.62430747226756	22.232657665649505	224.57404521115078	3.1706529595053943	3.5347596920629303	6.76716850172917	2.708641573753159	0.753191583091558	1.318527393480638	612	host	gene-PA4337
gene-PA4229	27.28095086255657	34.07471561652808	35.91320409101449	31.045605726057023	13.068940821726459	14.141180215906319	23.374033277078958	2.0167078347874448	1.0405353206072696	5.843396293556617	3.8372422294836417	0.9145897794683204	0.8005344888989588	756	host	pchC
gene-PA3063	23.442425113051122	26.000575425986256	21.420809955968878	33.90123168425453	25.5439686675038	10.31033514142827	26.03640222656199	2.6312094911616914	1.0980523483795306	2.2353193107889315	3.1623503800769712	0.5147439964846828	0.7884661297698289	3582	host	pelB
gene-PA5168	283.9287587401622	334.95830546265523	328.2139764773696	296.62531347739787	78.04201628139971	82.14191799691899	170.59720970000757	7.0067781041473305	4.660217431155781	10.904442135487761	5.237562853513217	3.641020923001844	2.230873362429326	633	host	gene-PA5168
gene-PA1230	14.88051865230358	0.0	17.88562733386492	5.153815970333576	4.339094976383488	4.908508835273267	9.916256541791073	0.7000142897609312	0.9932382605796662	1.394446842780556	1.395360810721324	0.0	1.018862076780493	198	host	gene-PA1230
gene-PA2580	64.80956854658109	77.11716193416508	77.89780838810206	51.79977472721057	20.35189724963626	22.200413056997366	63.121754839624394	3.517838308950873	2.3293201847096743	4.671750843833335	2.5711470776235568	1.169932103685364	1.3653786206601533	591	host	gene-PA2580
gene-PA3187	280.42279723837214	213.34795108738513	107.7759249162093	98.44188023954987	24.050022543520885	20.509195831103032	64.26349200726618	3.223321613317776	3.0490104743375803	9.512505594161933	2.2607008483779594	2.183671721521261	1.5638348155235475	1161	host	gene-PA3187
gene-PA0102	786.09554707663	676.83452216078	782.1097779820934	702.7005379798027	152.02903139476965	101.98790579956679	495.5679812490156	13.118786319223377	15.107031321409247	42.41872864952211	12.12758037960262	3.1615449166806138	4.704375515011166	729	host	gene-PA0102
gene-PA0073	159.59356254595593	338.519193990354	229.53221745126652	530.0699725488083	350.8158288406051	80.31547581715883	323.1460100556166	31.763148397902256	5.735950954847573	22.24142714234987	9.401243462234921	0.6402128456278242	0.8405612133439069	720	host	gene-PA0073
gene-PA5289	270.92806373849277	288.5052844773412	248.75412728708685	324.5126883389349	103.68940753909509	83.78316805035404	270.8163855551217	4.779407909402219	6.781419848095652	37.02496789451821	15.87824370820817	0.8830522008659645	3.0917194054028756	261	host	gene-PA5289
gene-PA4090	298.68422490757814	190.66708436972414	324.52272275878624	266.510731001992	50.190356324765716	70.13601284215204	151.81073159339942	1.9051935308957304	4.730681199874287	16.12958100618334	7.120655683577891	0.7920158914983393	0.6932463615207479	291	host	gene-PA4090
gene-PA1057	255.34970007352945	317.0521231519413	384.48988588571336	470.3814210181022	117.00679539173531	96.26287041518772	428.21228963608644	12.936264074782008	20.228006632605318	61.53096297115117	8.683130987860125	4.8290340355927315	7.685131093430005	525	host	gene-PA1057
gene-PA2047	23.808829843685732	46.036608791001576	59.618757779549746	35.045948598268325	21.69547488191744	14.234675622292476	40.656651821343395	2.24004572723498	0.5959429563477998	1.394446842780556	2.0930412160819865	0.6984140134121719	0.40754483071219727	990	host	gene-PA2047
gene-PA3840	199.62856031769883	180.32143502706853	163.46508067745984	171.58995604493393	49.71289526355089	37.49110309196852	145.65421329930507	6.991834122656661	3.1123430361190736	13.381724301342194	9.564639385063083	2.0517206922197335	1.1972385234571967	1011	host	gene-PA3840
gene-PA0103	48.73085879265829	40.33742024833859	54.06647652069091	60.370462644861625	21.587825579068234	11.128451328825651	46.83728042162768	1.0580368654401862	1.3761278190474002	3.864001556712533	6.590683218578773	0.4398408863091922	0.38498986870713287	1572	host	gene-PA0103
gene-PA3430	24.552855776300913	43.188189852427904	46.91537631421492	26.16552723400123	15.420475992993628	13.706066978493816	42.792460922652246	2.132351221117913	1.7649079861069457	3.539749677827565	5.667311600468147	1.1819314073129061	1.2931710974521642	780	host	gene-PA3430
gene-PA0454	116.40863501570459	99.88869683771992	123.29873884108517	126.51424544069536	42.332778100656896	42.59167952568861	142.21857304555127	6.420294548597533	3.2151690832933073	8.150104844044394	8.280915111038267	1.2560034028665763	0.9161430118189721	2202	host	gene-PA0454
gene-PA2153	8.709062076177677	9.011258616187508	6.978566735996409	6.96081556702625	3.516265233249376	1.767866756496784	10.714427259343152	0.504239488395323	0.17886418880834373	0.2511145746889951	1.696134355187858	0.10480974280400944	0.2752178597578958	2199	host	glgB
gene-PA1855	46.45134876597469	17.852033961257955	37.221440667772946	32.17652673370422	29.02502720688955	21.889296157299704	26.53268642263017	3.1216853462311795	0.0	2.4873916655004513	2.4890219866920917	1.0381829929099853	0.0	222	host	gene-PA1855
gene-EST35_0381	0.0	0.0	0.0	0.0	49.182698275790244	328.18716899492307	133.74012083754744	36.5590071678622	47.02767242483725	61.22227921042633	98.7005436070662	421.2043817408799	68.99911177362156	690	phage	gene-EST35_0381
gene-PA0883	5.337577342674111	0.0	12.830993522120488	6.162171268877103	6.225658009593701	4.108208481696105	11.856393691271935	0.6695788858582821	0.4750269941902752	1.3338187191814015	3.8372422294836417	0.5567068222850646	0.4872818628080619	828	host	gene-PA0883
gene-PA4515	90.85638260833817	128.03132726399977	112.67157307236492	130.36656961081673	27.124122341357577	23.547868377147964	64.8706650421134	2.442340605685716	1.73269758233281	4.054338838040383	9.736790855429856	1.0153155261058004	0.5924660534582602	681	host	gene-PA4515
gene-PA5398	32.880097982819265	36.53560371110434	42.95674687172799	36.14422903212106	14.38154186495663	6.366057310376247	29.055930740357248	1.614006746697693	1.3358837740547478	2.5453221846387444	8.043127817258288	0.6709654277322176	0.6851736236864452	2061	host	dgcA
gene-PA1226	101.59802390193481	78.09165594875401	69.78037856365034	65.34937097358929	45.84905775538218	23.93804801438687	80.60011474854812	8.193270701832377	3.5521723013834374	3.17356867667299	10.887938542771318	1.513803772913082	0.9937669517366386	609	host	gene-PA1226
gene-PA3457	131.07899099698494	171.0523572781888	159.90178381351748	218.1850537879067	134.63295488475939	55.49939471914555	323.3252730598332	17.670480238746055	4.439893738527433	14.666691892193898	5.320160541276125	0.6121557089668439	1.3395397822213655	753	host	gene-PA3457
gene-PA1666	29.056634054793978	23.45060082484773	27.939678202013845	38.24192441892488	72.01870656068452	9.58466222272295	27.10834628584305	4.374053786908541	1.1636755952353488	4.356614988095465	6.539205692847863	0.0	0.3978987992160506	507	host	gene-PA1666
gene-PA4299	9.980835681423134	8.055186055689566	15.995276477440175	13.827311139919352	5.238663447097139	7.901502027513065	15.962754433127094	0.5634261356612373	0.5329571154329917	1.8705994232422094	1.4974603822375185	0.0	0.5467064802236793	738	host	tadD
gene-PA1324	120.61051960288167	112.01890316040812	80.53762015833912	141.23264115194817	65.31479806556199	56.835365461058885	204.76199911733494	3.512352401256602	11.117298425435564	36.59811362806512	7.270564224284794	7.63762693029685	5.505430169270033	513	host	gene-PA1324
gene-PA2509	6.564934699545698	7.0644412467010085	10.52095725521466	7.275975487529754	4.594335857347223	4.3310372075940595	5.249782875065861	0.9882554678977851	0.17527734010229404	0.7382365638250001	1.9699211445477514	1.0270794314884881	0.17979919002008699	1122	host	catB
gene-PA4895	20.16070269021776	15.496193702440925	8.077380086261579	32.91792135890478	12.177460095011726	6.1752207927631435	15.354203677611986	1.490353004007144	0.0	1.6193576238741942	4.051047514997393	1.351769058217107	0.39439822326986834	1023	host	gene-PA4895
gene-PA5145	97.14680063251852	118.14272881678029	126.89586005435872	130.8985454579032	81.49032028817771	35.11778678894695	102.87108412459682	12.019757560773064	3.1977426925979504	6.235331410807365	8.485608832679272	1.2491957963469742	1.2756484538552515	1107	host	gene-PA5145
gene-PA0438	154.26494516524792	178.9912565755864	192.49567260044552	252.8706828609712	55.28444031061265	38.06742823327038	109.0788219597018	4.874919658191234	3.30126673660292	12.580117560049047	6.8463026828197355	1.105403474465308	1.1288112217568054	1251	host	codB
gene-PA2476	72.60766688711553	125.93672206910769	81.14646486881907	136.3254512308469	55.71600553332884	22.059640874477136	87.85726126715281	6.651497648234218	1.5304371641616648	8.594567311145529	4.3001002416003455	0.5978641359948553	0.0	771	host	dsbG
gene-PA4437	136.14979215518886	113.17410938056057	113.99997982893345	93.25035250996079	46.83789437124233	41.882883800041995	133.54509978243865	6.476767727694598	3.267475399290117	12.328473955798188	4.1600009216832	2.393319049075979	0.8379426425858261	963	host	gene-PA4437
gene-PA1229	82.14710111030044	98.2193690061776	86.30313858496902	74.6057969831931	27.679877247115485	17.462613216938724	42.57723533743007	2.5762607690086314	1.2184707285921557	2.3949235738461594	4.450630392560951	0.5711936169170179	0.4999620599815059	807	host	gene-PA1229
gene-PA4619	309.2715487207134	322.3236227956935	358.48644401385997	306.627272273452	155.92579519701147	125.76873960379267	385.4467987518309	15.548394320651454	17.649079861069453	28.981700487213192	11.401037008754281	4.247565995030757	3.3945741308119315	1248	host	gene-PA4619
gene-PA5193	739.8813586281282	633.9269240873547	821.29840414969	719.1129800217118	240.73240686090006	172.30842592548203	504.03200616949454	18.44936990530991	16.498420771373652	51.884652995808075	10.507347849861246	5.671684269991463	2.9335022210659836	894	host	yrfI
gene-PA3381	8.150325568896568	0.0	13.061702949212558	2.8228369630042827	3.5648996071532397	0.0	2.7156553184988	0.3834103163835806	0.0	1.1456451239441914	3.248122053172875	0.31877818039559713	0.5580489383196061	723	host	gene-PA3381
gene-PA4684	213.2072464639525	219.66659802674917	232.63707423632158	205.03379654726604	87.96437806626851	62.472961180579624	188.17986144087124	6.828776812817953	6.5099542344690375	14.878393565002701	7.018697103351141	1.064557156702156	2.640099884867698	1299	host	gene-PA4684
gene-PA4677	167.6490394410861	182.32416282950618	183.87983936946844	204.2558348726876	83.90317792106183	54.124332290156076	159.2603623285719	8.054401706886065	4.285594625551974	14.707531349036566	7.4700793038858295	2.232219122770138	3.0935909062536036	1239	host	gene-PA4677
gene-PA1254	9.628570892667023	19.427213428427773	23.14610596147225	14.45089575995493	7.487065841602882	3.1760939522356435	13.902202798785522	0.6039338970486465	0.8569114405001043	0.0	5.718243322367779	0.0	0.659263696740319	918	host	gene-PA1254
gene-PA2140	6.138213944075228	0.0	0.0	8.503796351050402	0.0	2.0247598945502228	4.090455823488818	0.5775117890527683	0.0	0.0	0.0	0.0	0.8405612133439069	240	host	gene-PA2140
gene-PA2810	251.05848023514895	205.2983905544665	256.11896078539	227.53401047405129	137.06262847697843	64.57342366403412	178.35861428545834	19.250392968425608	5.019879857524259	17.41174165850316	9.230123200649839	1.7303049881833088	1.6659771796005358	1332	host	copS
gene-PA1418	121.70596613252607	31.318007854448226	66.14598384679356	76.97401869485277	23.762155894375958	17.803923210700237	185.4810140650964	3.1862719396014803	3.673269084385146	38.082824120075884	2.8779316721127315	2.152439739610789	1.4492434712825981	1392	host	gene-PA1418
gene-PA1731	23.163071487076333	20.771234483224667	14.848445333774654	10.696599183711198	9.455952259854584	16.80932742645468	22.639000784089056	0.0	1.443006529521402	2.025894469700053	2.316825497046727	0.7247692592013105	0.8458477618555038	954	host	gene-PA1731
gene-PA2862	18.886812135616083	16.936545040167804	31.52915074880034	15.263224219834052	11.014625709281162	8.825876463424047	20.976696530711884	1.0365596213767634	0.8404323743366408	2.654812258370674	4.13241470867469	0.24623570985685547	0.21552851624202737	936	host	lipA
gene-PA0572	92.47179448217227	83.63793833147803	75.37514376414504	79.51601782800377	24.484893081021113	21.91298587175566	60.559995308795486	2.40004899346605	2.766878011614785	5.7769940629480185	4.8837628375246345	1.8291795589366409	1.4555172525435618	2772	host	gene-PA0572
gene-PA2869	39.16406442845544	28.366115312673685	82.07637574068076	62.60463571325449	20.204742865491216	27.82492125026073	74.28067016887668	1.9840895820217805	2.8151906526859256	6.210849127967385	5.649927209055669	1.8852893613580102	0.8250907615645711	489	host	gene-PA2869
gene-PA0942	152.3064850294602	180.14325179087572	130.45986996466178	112.77762005671119	49.77197178792825	41.577957192902964	124.24486137655873	3.7059580046166944	5.608874883273409	13.288258148850005	9.849605722738758	4.519149498549347	2.517188660281218	561	host	gene-PA0942
gene-PA0939	171.19422376136416	218.15513060913392	191.3269859751055	205.9635079520464	98.52532171145994	47.55399385365661	195.14101176276927	6.357927952874513	2.405641291679192	16.886879196975542	0.8448973716294256	0.7048214814251276	2.4677026446793593	327	host	gene-PA0939
gene-PA0745	57.55980841330617	36.2925965146453	33.150649930167226	54.82300944266925	16.78419155699987	19.580095683562593	71.9201023910122	1.0154053433894827	3.1216059618218086	10.787808541950676	4.554089678947618	2.5327101585276566	1.2315915213830138	819	host	gene-PA0745
gene-PA5328	26.44153698986252	55.890598632553754	48.428775550157326	31.39863268080148	16.521938563921744	12.46006088953983	30.20644300422511	0.7107837403726378	1.5127782738059532	2.123849806696539	10.272002275848516	1.7728971109693594	1.5518053169425972	390	host	gene-PA5328
gene-PA4731	665.0537312635837	702.1331467439644	1022.4382239673963	787.4381503019899	230.00619985050113	150.50183783113468	337.5431262217544	8.367099935882628	12.388105549277098	34.05963863232508	11.239796136755233	0.6049255234278654	3.7064116493904553	381	host	panD
gene-PA1461	415.0011313031332	431.45420799296164	398.7832464809883	471.86048439498524	260.8278202470519	157.07228272874454	782.2824605190734	22.244898541291814	9.490943378872366	26.649428550917293	8.527204954408091	2.8453904250125523	3.169793127761534	891	host	motD
gene-PA1576	227.6873822854202	228.5554520991503	198.7842041397029	257.7621316096938	91.66150460491764	64.45602432478218	216.27046706888973	9.59189130606674	5.670737473897749	16.241204404150004	6.213942433904305	1.860826264108555	3.49021957097816	867	host	gene-PA1576
gene-PA0571	241.93545691769677	241.65558167068696	261.0429121118237	207.40966709879027	76.8337305574247	58.47111500359668	166.01264610452176	8.113336353521818	5.11638830815672	12.570428124187648	4.717000204048184	1.1242762167122766	0.9840716644026226	615	host	gene-PA0571
gene-EST35_0418	0.0	0.0	0.0	0.0	105.9606993232848	1325.002874993666	189.79715020988115	118.27441439800694	907.2635567438905	1005.0057285288024	15.655948296293259	410.24839147830977	695.3122356780798	150	phage	gene-EST35_0418
gene-PA1131	5.804457630331185	10.930678004647307	14.88354804141951	16.082829978345913	8.124262934505255	3.8293331339011307	10.056912662951232	0.8737767021129355	0.9298400737341558	1.0878663312472425	2.1771587117637683	0.36324133085266624	0.31794277573291985	1269	host	gene-PA1131
gene-PA2602	29.171709833228803	32.69927012705666	35.06291299114114	16.839200695149312	12.050654860154145	9.622621281030762	16.19982504352007	0.6861526206567544	1.2980935682823362	3.644890757366998	5.470919614313311	0.3803244627492025	0.6657910600743816	606	host	gene-PA2602
gene-EST35_0373	0.0	0.0	0.0	0.0	5429.939178475877	5731.566629578029	411.0605852175955	5120.566597792407	5419.969082401783	5679.32783038322	944.5286685854119	1725.3578501776853	4019.787319774703	609	phage	gene-EST35_0373
gene-PA3411	598.6860723536387	669.5735477523874	431.2151247616749	545.174889355012	188.30483404360126	135.3538121288368	533.440266296076	9.493344477579752	15.265936005073776	42.8649139068434	1.8923386337179602	4.209618710977475	2.763488920582707	219	host	gene-PA3411
gene-PA2933	21.24165639679977	30.253065186253938	25.03077616698653	33.755527500352734	22.954143653692803	12.36494592091739	32.47384775899519	2.9389912928894057	0.6672134880229819	2.341819125280323	3.749366453235924	0.39096967671928196	0.17110660831428126	1179	host	gene-PA2933
gene-PA0204	14.549840460030168	9.785559356541398	27.689600835390877	12.598216816370964	10.606676608937416	7.199146291734125	18.179803659950302	0.855573020818916	1.2139578740418144	1.704323918954013	8.868293152584416	0.5690780850025104	0.24905517432412053	810	host	gene-PA0204
gene-PA5376	123.70141078136336	136.1387933381427	144.17727072184243	109.05631961652422	47.73004474021837	33.79751885050754	103.25018261834369	5.642863282347659	4.6704944161608735	13.348369014097843	5.038211171535774	1.3683938685174868	0.5133198249428439	1179	host	gene-PA5376
gene-PA4486	346.404631882695	281.61929543534836	305.0262025930452	303.2361489521848	124.3201165326618	66.55024769684452	301.8692979815003	11.818845915498512	7.622526185843951	29.250954702047945	8.566866372800687	4.168827831995134	1.5638348155235475	387	host	gene-PA4486
gene-PA4712	117.73884056471782	104.29346156313858	133.46234197667627	131.28668050744477	52.75425997603083	47.3628045508824	132.04278447753376	3.512352401256602	6.900392126132419	20.451887027448155	4.308482503279878	4.0434495513336275	3.145960096725733	513	host	gene-PA4712
gene-PA1769	721.4075442636778	730.1806472590164	1028.7812842439105	729.7803413992345	220.2524610012259	201.4452025996149	766.3283055496141	24.696504142765654	20.500437698364316	78.64680193282337	9.376824648047299	8.9396993716758	7.091280054392233	825	host	gene-PA1769
gene-PA4631	601.6167584953264	704.9465457508442	586.7740897250421	617.6441560236608	205.5741400653265	105.61905414846775	405.6966711483646	17.696852483254418	10.350588189198627	28.794104104433586	7.809124537194779	1.5724526032964106	1.9662250604535831	1026	host	gene-PA4631
gene-PA4138	74.90701762261294	78.36740332145442	81.93609422680976	95.53901953722483	42.99171100087465	21.571291854772348	43.57870610980822	3.69160078232278	2.38088590308443	8.24513121082353	5.128711163861913	1.3021278216159136	0.8141028700667378	1239	host	tyrS
gene-PA1077	599.3785380685223	660.5252565665444	520.7873841331257	555.2478793921144	256.8999466899989	136.96905169016213	409.0455823488818	6.794256341797274	8.194215649782247	33.83584250864585	3.0472217704723032	3.954255811230679	2.966686635331436	408	host	flgB
gene-PA2571	22.936850406735456	26.645392515423232	27.568928756658035	13.72162468534672	11.552494905275784	11.348972657351567	24.316934831780657	1.8637323128666832	2.9227775566102285	3.3218033070059105	3.2262163967633164	0.652446212104789	1.2849343388696663	1413	host	gene-PA2571
gene-PA2802	401.0299776795816	352.28013683549034	416.4370230901549	365.6632430951673	131.25762303560052	66.14215655530728	242.7003788603365	10.395212202949828	6.8285130414852055	21.857954260585217	4.220966452432005	2.560851382511297	0.5603741422292712	720	host	gene-PA2802
gene-PA1501	77.13924036998753	91.10693194021302	76.88763934328139	74.28603708963568	34.56313584636503	21.721562087128827	78.98811245357717	3.18627193960148	2.5116369807761676	5.994518611493425	3.8813484620064416	2.9435073362198816	0.7729298513507189	783	host	gene-PA1501
gene-PA1748	324.52470243458595	313.0315346337102	306.233045394609	294.30529980157047	118.91006798323968	60.56673075871971	506.5051384911371	9.842809622116746	8.26546969891079	21.607863250738703	4.404486732972528	2.3381686535972714	2.9236911768483718	690	host	gene-PA1748
gene-PA1375	328.6602741709571	343.26509396371597	271.617427175177	525.8515538864763	226.24792861111385	81.62811543383576	334.1075727742047	30.921891067392316	5.3337676670498615	23.43109891727328	11.360654159731096	2.4197020937114617	3.5299158565623383	1143	host	pdxB
gene-PA0708	43.07518557245774	57.940811979521435	70.41289076700507	39.38600415223344	9.546008948043674	11.367073092211777	31.001349399073145	0.48632571709706807	0.9200522834843224	0.6458490640246786	3.5544980652058995	1.078253213688967	0.0	855	host	gene-PA0708
gene-PA2151	13.291771548072674	8.939439562554735	20.117968790572874	16.8797160652429	6.890352323399945	2.1922212392122713	12.794207688506377	0.5558008195395062	0.4928851518666013	0.5535849120211531	3.1159560961220545	0.11552713003810362	0.3033604378985528	1995	host	gene-PA2151
gene-PA5343	591.3434278517543	523.3034603080017	426.7359535713687	570.1136708591537	227.389966667308	123.76701327250657	346.8245641887702	26.191379728872025	7.617158209656737	27.221173578786633	11.349589692838938	4.328199519737404	2.367778065757484	852	host	gene-PA5343
gene-PA1679	356.960749363144	292.1554019428946	332.94783190733165	414.72360665891955	237.36518403500907	117.74757540615141	455.6138486470621	26.12130245869444	10.589447916641673	44.95482090841008	8.32386391318759	4.432242777423398	5.948587048279956	780	host	gene-PA1679
gene-PA3973	197.78689375353514	229.349047418939	240.46232304418396	242.51567371514105	145.84180337288947	89.98932864667657	234.8224639410247	13.475275077897924	5.766299901698618	13.634591351632103	6.608583839666271	1.778369015632845	2.1792327753360543	648	host	gene-PA3973
gene-PA1773	356.8643302020913	362.99135721224513	389.93890223381186	323.80822141537266	199.0901866191091	138.63220899623147	433.3672115696261	21.22746035437202	21.654383699124256	54.44623978928766	6.499112965251572	5.536975962186588	8.481338368875456	999	host	cmaX
gene-PA2348	3.1817955649634007	7.133102122748859	13.597712357495578	4.408015387153555	1.237063794562895	2.099103130419237	5.65419379488735	0.09978605426397724	0.4247541589519955	0.19877643979161275	1.790160521746148	0.16592989519511644	0.14523735867713292	1389	host	gene-PA2348
gene-PA4205	108.75761619032617	57.62972037157769	137.32320583853337	68.48695047825827	30.75224359101318	70.66276142054468	90.04493356404913	2.48058755029377	15.398526053282074	14.824186570230879	4.635594639644668	6.702899591808093	6.76962051015227	447	host	mexG
gene-PA0347	52.4305774389759	44.72306424669311	50.210172567464554	57.57778779357043	20.50900359931258	6.749199648500743	51.130697793610224	3.729763637632462	1.3657026082970412	3.3553877154407132	8.753708836009556	1.2003990855521707	0.17511691944664726	1152	host	glpQ
gene-PA2894	289.06198999049303	220.17508552218146	242.78787742565578	289.49093961022646	151.31439715516038	72.37439623073138	310.9906838851073	9.502321635478172	5.114120405537856	18.928874163702016	7.8377713623495655	0.5448619962789993	1.4307424907981394	423	host	gene-PA2894
gene-PA0854	134.11667456302004	150.57134880871763	134.5460740083	165.3211161580551	63.12683336609526	55.38698034124481	151.30288207313475	4.073631544286194	9.163423952444663	25.136028895024992	3.366870601353389	3.6347568009837765	3.0368663191779857	1395	host	fumC2
gene-PA5089	59.90106905210142	76.14634325029868	104.43671939184397	49.24450433852243	26.488255392024676	16.50206455611978	62.72763353982852	2.229536129318998	1.4059780203379726	3.7010787516159533	5.4318066948186665	1.0298329956479746	0.5408436761462135	2238	host	gene-PA5089
gene-PA4511	200.70985277452334	209.6905576401728	165.51302754989285	159.27745546411862	71.02685229199163	50.779692593481776	158.42400332242403	5.500112276693031	5.9830780934918	11.321580318765944	4.750871331741651	1.5243162991138672	2.401603466696877	756	host	gene-PA4511
gene-PA2700	19.146722394363096	33.32925606528435	31.587002401550436	31.206592113946428	10.837785388260594	4.829702500761999	15.761389411608286	1.059654658812419	0.300705161459899	1.47760192973536	3.0627529721566678	0.1762053703562819	0.15423141529245996	1308	host	opdB
gene-EST35_0010	0.0	0.0	0.0	0.0	146.02558242304434	4368.670061587966	1133.9877530464048	205.3883511165885	2702.6308091638243	3876.341320459803	58.812385853868086	1390.4662358110845	1919.4756261944422	303	phage	gene-EST35_0010
gene-PA3096	160.26668261293023	134.51950394827796	114.03838629059567	153.64561553333883	118.51507192675632	40.60092947818724	241.7961353623677	13.751716752379235	5.990549300101904	15.13866833493878	5.049530244542441	1.805299930229896	1.9313155815734673	1149	host	xcpY
