Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA0634	153	58	63	135	302	169	88	129	62	52	69	21	12	host	gene-PA0634
gene-PA0714.1	19	27	62	32	36	191	363	13	43	49	8	6	42	host	phrD
gene-PA3210	120	101	196	269	177	175	229	46	49	92	51	7	13	host	trkH
gene-PA1420	81	12	40	90	72	32	233	21	8	111	20	4	5	host	gene-PA1420
gene-PA2385	9	12	33	22	20	20	18	11	5	11	41	3	3	host	pvdQ
gene-PA4281	79	57	82	99	74	61	99	19	15	37	59	4	2	host	sbcD
gene-PA1633	34	21	47	41	38	32	39	14	5	11	31	5	4	host	kdpA
gene-PA4658	20	24	38	38	32	20	23	14	5	8	33	4	4	host	gene-PA4658
gene-PA1989	45	32	57	56	77	42	64	27	8	13	19	2	2	host	pqqE
gene-PA4117	208	145	290	343	376	223	376	104	59	109	112	20	19	host	bphP
gene-PA5450	246	146	251	217	221	130	296	85	35	78	70	18	10	host	wzt
gene-PA4679	100	111	137	216	288	103	176	83	27	68	33	5	4	host	gene-PA4679
gene-PA2289	209	171	256	299	315	169	226	57	17	56	56	5	8	host	gene-PA2289
gene-PA0330	259	215	340	439	389	235	290	93	70	176	47	16	28	host	rpiA
gene-PA0064	150	153	241	328	278	150	223	89	30	71	58	13	7	host	gene-PA0064
gene-PA4042	232	185	324	287	171	108	259	42	17	45	12	3	5	host	xseB
gene-PA0516	20	14	35	60	84	26	403	35	6	25	47	4	6	host	nirF
gene-PA2274	3	3	2	4	3	9	7	0	3	4	7	1	2	host	gene-PA2274
gene-PA2283	15	19	22	34	89	38	34	25	9	4	41	6	4	host	gene-PA2283
gene-PA0988	197	118	229	187	184	125	216	46	16	36	31	4	2	host	gene-PA0988
gene-PA4116	58	43	60	107	164	86	153	46	29	42	46	5	7	host	bphO
gene-PA3995	26	30	43	69	50	41	40	12	9	18	32	4	6	host	gene-PA3995
gene-PA4068	254	221	253	392	407	227	372	114	27	67	71	11	12	host	gene-PA4068
gene-PA1175	0	2	9	9	5	23	14	9	10	11	9	4	5	host	napD
gene-PA4149	19	16	41	21	43	26	31	19	8	5	32	2	0	host	gene-PA4149
gene-PA4970	121	110	183	203	286	114	168	101	52	66	68	20	10	host	gene-PA4970
gene-PA3241	160	108	168	246	217	97	203	77	22	62	51	2	6	host	gene-PA3241
gene-PA3868	17	22	33	18	31	14	18	10	6	5	29	2	2	host	gene-PA3868
gene-PA5416	49	12	39	37	24	18	31	5	4	13	102	3	6	host	soxB
gene-PA0639	58	17	29	53	169	104	36	59	39	20	58	14	6	host	gene-PA0639
gene-PA0424	168	119	211	188	128	90	178	39	40	45	40	18	20	host	mexR
gene-PA5393	26	21	54	29	35	24	34	18	0	5	92	5	3	host	gene-PA5393
gene-PA0661	67	87	167	136	64	81	116	8	16	46	44	6	6	host	gene-PA0661
gene-PA0804	36	40	56	69	63	46	78	18	14	17	31	6	13	host	gene-PA0804
gene-PA2362	9	6	13	2	18	5	16	8	5	4	13	2	3	host	gene-PA2362
gene-PA3578	120	70	102	134	76	47	118	27	14	20	31	6	1	host	gene-PA3578
gene-PA4316	244	198	339	340	227	141	215	63	35	73	55	6	16	host	sbcB
gene-PA2405	11	12	12	20	18	14	15	1	2	4	10	1	1	host	gene-PA2405
gene-PA3060	15	22	32	41	51	34	31	28	5	6	23	2	5	host	pelE
gene-PA1118	43	44	85	60	57	76	95	18	22	36	10	10	14	host	gene-PA1118
gene-PA0754	24	21	35	28	45	20	46	15	13	13	35	3	4	host	gene-PA0754
gene-PA2661	68	50	76	106	109	56	79	28	13	38	21	6	2	host	gene-PA2661
gene-PA1870	5	7	14	8	19	14	9	3	2	5	4	2	2	host	gene-PA1870
gene-PA0011	337	230	491	432	268	157	261	50	54	108	47	12	23	host	gene-PA0011
gene-PA1368	66	38	92	51	65	44	59	18	10	12	39	4	9	host	gene-PA1368
gene-PA1888	38	20	50	31	41	108	83	26	21	53	42	10	17	host	gene-PA1888
gene-PA2772	312	208	431	303	278	142	234	97	22	43	43	1	6	host	gene-PA2772
gene-PA3862	22	36	47	64	64	38	54	14	13	25	25	6	5	host	dauB
gene-PA5222	183	134	204	315	360	152	305	108	43	68	33	10	9	host	gene-PA5222
gene-PA2926	39	18	40	37	39	20	27	21	4	9	38	0	3	host	hisP
gene-PA2474	7	2	8	3	7	8	10	2	4	2	20	1	1	host	gene-PA2474
gene-PA3941	87	67	97	140	174	79	157	38	32	56	22	7	8	host	gene-PA3941
gene-PA0445	139	82	131	128	157	89	137	52	18	33	42	1	7	host	gene-PA0445
gene-EST35_0023	0	0	0	0	618	2618	715	2389	3424	3083	1738	886	1803	phage	gene-EST35_0023
gene-PA2060	2	5	8	3	6	6	8	2	3	2	28	1	0	host	gene-PA2060
gene-PA3759	22	29	35	35	46	24	41	8	23	15	34	6	5	host	gene-PA3759
gene-PA3674	91	73	129	142	103	78	97	14	44	122	37	6	15	host	gene-PA3674
gene-PA5202	110	136	153	283	420	112	167	144	23	58	49	7	7	host	gene-PA5202
gene-PA2050	10	3	3	2	5	1	3	3	0	4	6	0	0	host	gene-PA2050
gene-PA3190	616	505	446	526	262	93	384	102	30	102	47	13	17	host	gene-PA3190
gene-PA0917	576	413	741	716	587	340	427	179	59	134	121	24	25	host	kup
gene-PA4080	97	66	119	117	87	79	99	39	14	41	24	2	8	host	gene-PA4080
gene-PA5456	129	111	177	205	116	88	215	26	12	49	97	6	4	host	gene-PA5456
gene-PA0144	114	87	131	269	342	89	179	113	16	48	46	3	7	host	gene-PA0144
gene-PA0787	115	89	118	150	143	69	146	49	16	23	19	4	4	host	gene-PA0787
gene-PA3693	143	113	146	253	297	81	222	89	19	54	27	10	13	host	gene-PA3693
gene-PA4787	232	172	247	272	277	192	329	89	45	86	79	19	22	host	gene-PA4787
gene-PA3109	257	207	338	406	348	265	453	75	61	179	36	22	15	host	gene-PA3109
gene-PA1376	166	101	185	171	202	139	166	73	25	47	71	7	9	host	aceK
gene-PA5082	31	31	48	42	31	30	33	9	3	15	45	6	5	host	gene-PA5082
gene-PA3056	35	27	65	40	39	43	51	10	8	10	19	5	4	host	gene-PA3056
gene-PA2775	248	159	263	253	198	105	195	65	21	46	26	3	9	host	gene-PA2775
gene-PA0712	46	52	117	91	38	17	24	5	4	6	7	1	1	host	gene-PA0712
gene-PA2170	2	3	1	1	2	3	1	1	2	0	1	0	0	host	gene-PA2170
gene-PA0155	55	35	82	57	46	37	38	9	9	10	48	3	4	host	pcaR
gene-PA0726	26	23	52	22	50	29	38	11	8	10	72	5	5	host	gene-PA0726
gene-PA1073	86	81	129	159	68	74	131	17	23	64	33	9	5	host	braD
gene-PA4516	95	84	141	194	88	66	103	35	8	15	74	2	1	host	gene-PA4516
gene-PA0058	5	7	14	30	24	9	13	6	3	5	28	3	0	host	gene-PA0058
gene-PA1360	146	128	201	292	427	175	241	151	38	85	50	12	15	host	gene-PA1360
gene-PA0795	197	141	204	190	124	161	237	50	67	162	79	33	26	host	prpC
gene-PA3026	58	47	73	57	93	68	106	48	21	29	65	1	6	host	gene-PA3026
gene-PA0723	187	90	201	286	315	116	229	143	57	133	41	7	11	host	coaB
gene-PA0653	320	179	289	367	380	161	268	72	26	89	22	6	12	host	gene-PA0653
gene-PA1533	511	403	773	654	317	251	444	46	52	119	25	9	18	host	gene-PA1533
gene-PA2817	162	146	263	351	132	113	168	45	31	56	20	12	9	host	gene-PA2817
gene-PA2858	136	105	206	221	307	122	229	127	27	73	74	10	5	host	gene-PA2858
gene-PA4987	117	75	122	162	207	99	145	58	22	28	42	6	10	host	gene-PA4987
gene-PA0876	127	93	122	123	135	108	125	44	18	47	32	10	8	host	gene-PA0876
gene-PA1685	156	99	143	234	208	114	249	65	26	58	14	11	5	host	masA
gene-PA3699	81	48	128	132	122	98	145	36	15	31	24	5	5	host	gene-PA3699
gene-PA4538	294	228	421	422	343	224	339	91	51	101	62	13	14	host	ndh
gene-PA0747	104	63	112	121	169	88	165	53	30	42	45	6	12	host	gene-PA0747
gene-PA1338	227	165	238	262	198	98	159	58	21	55	47	9	8	host	ggt
gene-PA2824	181	149	316	297	269	166	287	65	40	75	51	8	11	host	gene-PA2824
gene-PA0522	3	0	6	4	5	4	4	0	0	0	12	0	0	host	gene-PA0522
gene-PA1572	192	111	174	190	311	208	278	167	57	105	78	12	15	host	gene-PA1572
gene-PA1740	43	35	55	109	118	49	55	43	17	40	24	5	4	host	gene-PA1740
gene-PA3522	46	29	47	70	78	49	76	37	7	22	108	1	6	host	gene-PA3522
gene-PA0407	619	515	814	621	378	279	476	107	51	110	59	17	26	host	gshB
gene-PA0131	65	45	60	65	152	46	102	46	10	22	23	3	8	host	gene-PA0131
gene-PA2226	52	25	90	44	20	32	36	15	14	14	11	5	5	host	gene-PA2226
gene-PA3963	34	34	45	58	45	53	71	15	8	17	30	4	5	host	gene-PA3963
gene-PA0397	70	61	97	97	82	69	116	25	14	36	43	4	5	host	gene-PA0397
gene-PA3712	73	52	82	95	120	59	110	32	21	36	34	8	5	host	gene-PA3712
gene-PA1041	66	32	55	65	87	186	178	29	52	75	33	19	28	host	gene-PA1041
gene-PA1321	89	86	115	186	75	179	109	31	22	27	38	14	7	host	cyoE
gene-PA2084	64	48	50	83	86	44	79	41	8	13	41	3	4	host	gene-PA2084
gene-PA3582	471	406	533	658	223	238	463	74	93	191	73	23	40	host	glpK
gene-PA3010	274	184	324	310	451	236	261	143	76	85	35	18	18	host	gene-PA3010
gene-PA2448	29	24	48	61	113	30	75	72	21	25	58	11	3	host	gene-PA2448
gene-PA5254	118	76	141	106	66	49	84	20	11	32	49	4	5	host	gene-PA5254
gene-PA0483	67	31	62	44	55	58	99	14	11	20	29	1	4	host	gene-PA0483
gene-PA3798	285	221	330	324	325	172	288	120	48	81	71	13	11	host	gene-PA3798
gene-PA0178	58	45	69	78	77	130	122	25	40	53	90	30	10	host	gene-PA0178
gene-PA0671	6	10	24	15	31	15	13	9	1	0	18	0	2	host	gene-PA0671
gene-PA5269	102	63	126	92	84	47	95	11	12	21	10	2	3	host	gene-PA5269
gene-PA3852	146	100	124	203	204	105	158	74	34	49	45	5	9	host	gene-PA3852
gene-PA5226	209	187	474	255	193	134	265	24	27	38	31	8	11	host	gene-PA5226
gene-PA2500	74	57	82	180	253	93	181	91	19	56	36	6	9	host	gene-PA2500
gene-PA3033	59	43	99	80	53	41	77	9	9	25	8	1	4	host	gene-PA3033
gene-EST35_0265	0	0	0	0	49	198	29	2500	4424	2923	2063	2522	3483	phage	gene-EST35_0265
gene-PA4833	91	64	120	151	146	112	179	47	24	45	46	9	11	host	gene-PA4833
gene-PA1961	49	53	68	76	105	44	83	26	27	31	31	0	7	host	gene-PA1961
gene-EST35_0183	0	0	0	0	158	851	46	14369	14892	6832	29328	9555	16658	phage	gene-EST35_0183
gene-PA5091	37	16	34	41	46	36	53	10	10	9	21	3	6	host	hutG
gene-PA1109	100	50	84	132	203	77	131	70	9	35	37	4	6	host	gene-PA1109
gene-PA2992	87	78	115	131	99	64	125	42	31	49	22	10	7	host	gene-PA2992
gene-PA0027	225	114	220	261	150	69	183	53	8	23	52	1	3	host	gene-PA0027
gene-PA3448	8	7	15	6	10	6	6	3	1	0	16	1	0	host	gene-PA3448
gene-PA2013	26	10	24	13	34	21	70	15	9	42	11	4	6	host	liuC
gene-PA1972	6	9	26	22	24	15	34	15	3	6	31	0	2	host	gene-PA1972
gene-PA0342	356	319	569	610	412	241	398	90	74	140	53	16	11	host	thyA
gene-PA3551	18	9	37	29	26	20	28	11	12	12	67	7	5	host	algA
gene-PA2763	7	7	13	10	12	11	24	4	4	3	4	1	0	host	gene-PA2763
gene-PA0504	94	66	107	220	156	83	223	19	5	31	17	6	2	host	bioD
gene-PA4469	3	4	10	10	4	5	10	5	1	5	27	0	1	host	gene-PA4469
gene-PA4373	191	180	278	467	213	168	210	55	30	39	40	13	10	host	gene-PA4373
gene-PA4162	54	40	52	74	95	54	76	45	9	15	29	3	2	host	gene-PA4162
gene-PA1812	476	406	745	782	539	317	475	108	86	212	68	16	37	host	mltD
gene-PA4968	423	302	446	521	482	250	422	159	40	92	59	13	23	host	gene-PA4968
gene-PA3758	9	23	44	30	28	29	27	4	15	16	41	9	6	host	gene-PA3758
gene-PA3892	98	63	147	166	109	86	84	25	14	21	50	9	5	host	gene-PA3892
gene-PA1862	94	60	108	114	99	40	118	18	17	19	18	7	6	host	modB
gene-PA1145	58	44	68	74	53	42	51	12	5	18	21	1	3	host	gene-PA1145
gene-PA1857	115	120	189	221	150	93	154	28	32	47	30	5	5	host	gene-PA1857
gene-PA3680	145	132	153	318	306	134	245	135	29	47	57	6	11	host	gene-PA3680
gene-PA0232	14	7	20	7	20	16	20	5	6	3	35	4	3	host	pcaC
gene-PA1629	23	10	27	26	42	27	33	7	4	6	23	2	4	host	gene-PA1629
gene-PA3235	97	80	219	74	53	59	212	11	13	28	6	4	5	host	gene-PA3235
gene-PA2233	89	77	113	214	297	127	142	131	37	100	32	13	22	host	pslC
gene-EST35_0391	0	0	0	0	2034	1780	48	6556	9690	6977	2160	2034	6240	phage	gene-EST35_0391
gene-PA0596	303	206	352	309	275	248	315	86	85	149	69	29	33	host	gene-PA0596
gene-PA5483	188	119	230	244	257	153	242	57	98	110	82	23	28	host	algB
gene-PA0243	178	120	209	178	136	82	114	34	15	33	61	3	6	host	gene-PA0243
gene-PA1703	160	68	119	156	133	52	141	37	8	39	79	3	5	host	pcrD
gene-PA1436	369	310	482	525	516	342	590	171	72	162	137	19	22	host	gene-PA1436
gene-PA0626	104	67	87	137	396	298	129	196	79	70	103	29	33	host	gene-PA0626
gene-PA1723	47	30	51	59	72	58	92	9	6	23	25	2	5	host	pscJ
gene-PA3997	459	407	605	721	697	421	722	132	87	227	44	18	34	host	lipB
gene-PA3359	27	22	55	35	51	29	39	18	4	14	45	4	3	host	gene-PA3359
gene-PA3189	98	87	47	85	38	17	65	18	5	15	39	2	5	host	gene-PA3189
gene-PA3515	77	53	89	138	122	41	45	36	14	18	33	5	3	host	gene-PA3515
gene-PA0722	47	22	76	100	81	51	115	20	34	56	23	4	4	host	gene-PA0722
gene-PA3260	41	38	57	100	134	61	78	18	17	28	16	2	10	host	gene-PA3260
gene-PA2437	22	10	25	43	30	6	39	15	2	5	13	0	0	host	gene-PA2437
gene-EST35_0132	0	0	0	0	597	1523	52	32432	18197	9979	21691	7126	13832	phage	gene-EST35_0132
gene-PA4181	12	11	22	16	42	24	25	13	8	8	45	3	2	host	gene-PA4181
gene-PA1252	29	22	36	42	57	28	44	20	7	17	27	1	7	host	gene-PA1252
gene-PA1506	33	20	13	27	40	24	57	10	2	5	16	2	0	host	gene-PA1506
gene-PA2380	58	64	93	86	45	26	43	8	0	14	11	1	2	host	gene-PA2380
gene-EST35_0169	0	0	0	0	298	578	17	4845	5351	3113	5750	2108	4433	phage	gene-EST35_0169
gene-PA4512	201	199	455	350	238	215	460	44	40	119	41	15	9	host	lpxO1
gene-PA2694	48	31	46	54	98	18	65	42	8	16	9	2	2	host	gene-PA2694
gene-PA2715	6	6	11	9	15	8	9	3	0	3	12	0	0	host	gene-PA2715
gene-PA4499	81	68	124	120	71	47	113	26	19	35	44	6	7	host	gene-PA4499
gene-PA3740	81	48	124	103	73	59	79	8	9	21	22	11	4	host	gene-PA3740
gene-PA4769	520	340	452	544	694	302	514	242	94	168	127	20	31	host	gene-PA4769
gene-PA1876	25	18	30	51	55	31	49	27	6	13	30	4	4	host	gene-PA1876
gene-PA2311	10	9	8	13	13	5	5	3	1	2	2	1	1	host	gene-PA2311
gene-PA3470	47	39	81	81	94	52	71	29	14	25	31	3	3	host	gene-PA3470
gene-PA1020	28	12	31	30	80	25	44	36	5	14	23	4	3	host	gene-PA1020
gene-PA1435	203	141	228	297	371	192	318	150	54	98	63	17	7	host	gene-PA1435
gene-EST35_0449	0	0	0	0	372	561	36	2256	2383	1509	1084	966	2049	phage	gene-EST35_0449
gene-PA2673	6	4	12	13	5	5	13	7	1	3	11	0	1	host	gene-PA2673
gene-PA0664	345	241	332	414	279	228	388	111	35	66	53	9	11	host	gene-PA0664
gene-PA1807	90	91	152	151	122	89	266	35	26	66	62	8	8	host	gene-PA1807
gene-PA0181	57	40	80	102	74	55	67	15	7	22	40	2	4	host	gene-PA0181
gene-PA3375	12	8	11	11	17	10	5	14	5	4	31	1	2	host	gene-PA3375
gene-PA4144	21	11	24	24	33	11	18	20	0	2	40	0	0	host	gene-PA4144
gene-EST35_0321	0	0	0	0	1761	955	37	16794	10838	3410	42796	18283	26396	phage	gene-EST35_0321
gene-PA0310	101	124	194	249	293	108	223	52	21	55	64	10	14	host	gene-PA0310
gene-PA1473	11	6	12	21	11	12	30	1	2	6	28	5	2	host	gene-PA1473
gene-PA3906	75	74	74	157	212	77	124	36	10	46	17	3	4	host	gene-PA3906
gene-PA2625	15	18	24	38	27	17	35	8	12	22	16	3	1	host	gene-PA2625
gene-PA5405	32	21	37	27	30	27	34	6	2	9	34	4	0	host	gene-PA5405
gene-PA4230	12	16	24	24	7	26	25	2	3	15	10	2	2	host	pchB
gene-PA2852	138	114	141	174	268	126	227	73	28	53	48	5	15	host	gene-PA2852
gene-PA0750	502	333	660	458	448	287	240	163	87	109	55	16	23	host	ung
gene-PA3698	246	158	230	249	194	120	158	58	21	38	31	7	5	host	gene-PA3698
gene-PA2590	40	33	69	57	72	29	50	39	12	13	83	5	6	host	gene-PA2590
gene-PA0418	71	60	94	131	145	64	124	38	18	28	61	6	4	host	gene-PA0418
gene-PA0246	88	65	109	131	190	100	165	62	18	69	54	6	9	host	gene-PA0246
gene-PA4294	7	5	7	3	8	9	18	3	6	4	14	2	2	host	gene-PA4294
gene-PA1661	18	17	24	50	42	22	122	10	2	10	37	2	3	host	gene-PA1661
gene-PA4575	77	60	89	106	125	87	118	50	24	45	35	15	11	host	gene-PA4575
gene-PA5283	170	102	174	181	139	137	188	36	17	58	71	12	6	host	gene-PA5283
gene-PA4214	16	20	31	28	47	21	24	10	5	6	35	4	1	host	phzE1
gene-PA0396	313	209	419	363	184	175	222	62	30	65	67	17	26	host	pilU
gene-PA1887	18	9	35	28	46	36	58	10	10	26	14	4	7	host	gene-PA1887
gene-PA0790	55	47	60	91	73	40	83	27	6	24	20	3	2	host	gene-PA0790
gene-EST35_0297	0	0	0	0	435	3349	146	1329	4856	8550	1864	4341	3425	phage	gene-EST35_0297
gene-PA5430	277	318	380	595	494	240	398	164	49	95	87	10	22	host	gene-PA5430
gene-PA2277	21	16	41	33	22	31	35	6	5	9	6	4	0	host	arsR
gene-PA4332	256	175	311	463	365	202	436	105	25	69	45	5	15	host	gene-PA4332
gene-EST35_0338	0	0	0	0	344	377	5	1733	3376	2218	682	780	2196	phage	gene-EST35_0338
gene-PA0858	414	327	511	604	335	260	383	86	80	130	49	22	27	host	gene-PA0858
gene-PA2948	46	44	64	83	54	44	96	11	9	20	45	10	6	host	cobM
gene-PA4704.1	138	117	244	188	141	471	539	45	21	110	23	7	16	host	prrF1
gene-PA4038	4	2	9	6	4	5	8	4	3	4	28	2	0	host	gene-PA4038
gene-PA1945	42	31	37	44	95	35	35	23	16	11	28	5	3	host	gene-PA1945
gene-PA0979	32	18	53	26	58	32	43	23	12	16	24	2	5	host	gene-PA0979
gene-PA3707	231	154	263	298	216	118	274	51	31	43	40	10	11	host	gene-PA3707
gene-PA5452	228	89	182	172	207	133	310	107	29	79	87	16	10	host	wbpW
gene-PA2895	58	50	86	197	403	64	169	133	12	29	38	5	0	host	gene-PA2895
gene-PA4165	85	75	82	110	145	75	89	58	20	34	48	6	6	host	gene-PA4165
gene-PA2051	12	5	8	8	15	2	5	1	0	3	16	0	1	host	gene-PA2051
gene-PA2484	173	111	188	338	310	156	241	88	28	62	41	6	9	host	gene-PA2484
gene-PA1153	17	11	15	10	10	18	33	8	3	9	29	5	2	host	gene-PA1153
gene-PA0420	341	232	358	388	216	151	289	54	56	88	87	16	17	host	bioA
gene-EST35_0026	0	0	0	0	551	2091	323	1629	2752	2939	621	672	1533	phage	gene-EST35_0026
gene-PA5291	398	401	551	857	480	320	539	103	104	230	80	28	38	host	gene-PA5291
gene-PA4983	91	97	124	170	106	96	154	40	14	38	39	2	5	host	gene-PA4983
gene-PA4913	48	26	72	57	44	40	43	23	16	17	47	10	6	host	gene-PA4913
gene-PA5417	5	2	9	3	2	5	5	2	2	0	25	0	0	host	soxD
gene-PA1371	193	115	284	172	56	50	205	16	20	23	34	11	6	host	gene-PA1371
gene-PA2241	87	77	91	214	227	101	137	142	48	91	56	10	28	host	pslK
gene-PA1697	184	97	116	230	86	49	170	16	12	35	24	2	2	host	gene-PA1697
gene-PA1820	164	102	206	235	244	163	227	80	37	92	39	11	6	host	nhaB
gene-PA2445	90	59	112	138	209	231	259	118	78	155	81	26	33	host	gcvP2
gene-PA2034	15	13	10	24	21	13	14	7	2	2	16	0	1	host	gene-PA2034
gene-PA0490	16	12	27	20	33	32	69	12	23	28	8	6	4	host	gene-PA0490
gene-PA2722	6	5	12	7	5	25	29	2	5	11	10	1	3	host	gene-PA2722
gene-PA0503	160	75	121	241	125	91	209	16	15	33	28	4	6	host	gene-PA0503
gene-PA1612	72	46	79	96	96	44	132	29	8	34	13	2	3	host	gene-PA1612
gene-PA4718	136	119	176	284	214	118	239	42	28	52	20	8	10	host	gene-PA4718
gene-PA3268	199	145	235	348	91	79	164	29	16	23	83	5	5	host	gene-PA3268
gene-PA1401	11	10	20	17	22	15	25	9	1	8	27	1	3	host	gene-PA1401
gene-PA0986	10	6	27	7	12	5	11	6	4	1	12	1	1	host	gene-PA0986
gene-PA3177	164	102	147	212	227	145	204	69	37	96	55	14	9	host	gene-PA3177
gene-PA5251	144	125	294	260	221	169	331	44	59	133	48	13	18	host	gene-PA5251
gene-PA2677	18	17	39	19	25	9	20	4	3	5	42	2	1	host	gene-PA2677
gene-PA0017	248	234	322	639	433	243	523	130	51	94	84	15	14	host	gene-PA0017
gene-PA1516	10	9	13	15	20	29	21	1	8	14	13	4	0	host	gene-PA1516
gene-PA3792	336	294	371	439	294	245	364	74	68	140	53	22	23	host	leuA
gene-PA2222	40	33	97	65	28	42	72	2	15	15	17	2	4	host	gene-PA2222
gene-PA1490	37	24	56	46	38	38	25	12	5	9	14	2	0	host	gene-PA1490
gene-PA3539	91	87	164	164	89	60	77	22	19	56	33	4	9	host	gene-PA3539
gene-PA0448	289	250	436	412	265	120	217	58	36	46	72	12	25	host	gene-PA0448
gene-PA3027	97	73	130	130	131	84	150	39	25	41	30	5	5	host	gene-PA3027
gene-PA3679	297	165	192	433	434	193	326	140	38	67	63	4	18	host	gene-PA3679
gene-PA1809	78	104	157	181	133	78	163	45	27	57	25	7	5	host	gene-PA1809
gene-PA4183	36	18	37	44	44	42	29	9	12	9	19	2	2	host	gene-PA4183
gene-PA4547	176	176	283	315	225	130	217	47	34	73	50	8	7	host	pilR
gene-EST35_0202	0	0	0	0	16	22	10	39	37	33	385	975	110	phage	gene-EST35_0202
gene-PA0245	9	10	26	26	29	21	32	7	3	9	17	4	0	host	aroQ2
gene-PA2757	135	100	161	198	56	62	105	6	17	22	10	1	6	host	gene-PA2757
gene-PA0415	154	106	166	204	317	98	182	111	10	50	26	3	2	host	chpC
gene-PA4154	31	25	26	36	79	49	98	12	21	89	30	6	13	host	gene-PA4154
gene-PA1065	11	9	16	18	28	14	15	7	3	8	17	2	2	host	gene-PA1065
gene-PA1600	38	22	26	315	52	26	40	24	7	7	22	4	3	host	gene-PA1600
gene-PA4139	44	22	51	54	37	74	52	4	32	30	9	16	4	host	gene-PA4139
gene-PA4384	22	30	47	35	77	20	28	66	43	20	27	23	10	host	gene-PA4384
gene-PA0284	178	21	17	21	27	24	19	5	20	20	2	8	7	host	gene-PA0284
gene-PA3951	101	57	170	157	165	90	143	57	48	74	28	10	6	host	gene-PA3951
gene-EST35_0060	0	0	0	0	8095	2556	112	8106	6370	6501	1416	3067	5585	phage	gene-EST35_0060
gene-EST35_0191	0	0	0	0	645	622	33	7054	2648	2414	6317	2493	3842	phage	gene-EST35_0191
gene-PA5390	43	37	63	78	95	48	72	34	2	11	58	7	3	host	gene-PA5390
gene-PA0533	123	112	163	174	190	118	179	77	24	39	76	6	11	host	gene-PA0533
gene-PA3197	189	105	236	215	260	133	228	105	31	43	57	6	7	host	gene-PA3197
gene-PA5455	475	311	635	500	344	195	380	63	35	79	130	15	17	host	gene-PA5455
gene-PA4822	62	51	52	113	104	50	56	38	22	23	38	3	9	host	gene-PA4822
gene-PA0209	7	4	11	13	22	11	16	5	2	3	19	2	0	host	gene-PA0209
gene-PA3287	18	24	32	60	74	31	53	30	5	13	20	1	4	host	gene-PA3287
gene-PA4343	7	8	25	5	21	8	17	3	5	6	39	2	4	host	gene-PA4343
gene-PA0663	385	268	411	396	454	243	451	158	59	96	49	18	11	host	gene-PA0663
gene-PA3761	81	80	136	115	101	92	129	51	60	47	48	15	15	host	gene-PA3761
gene-PA4227	60	50	68	74	56	46	40	16	5	32	31	3	4	host	pchR
gene-PA1597	39	44	79	122	244	51	48	211	84	47	61	21	23	host	gene-PA1597
gene-PA1986	21	8	31	11	25	16	25	1	5	11	18	1	3	host	pqqB
gene-PA1754	500	303	506	695	404	323	585	80	89	194	42	26	39	host	cysB
gene-PA3733a	31	26	39	21	40	34	57	14	21	26	24	1	3	host	gene-PA3733a
gene-PA2317	20	14	25	18	28	23	22	4	5	9	18	1	4	host	gene-PA2317
gene-PA2836	7	2	16	19	13	11	9	4	1	3	24	4	3	host	gene-PA2836
gene-PA0539	29	22	29	41	28	12	50	15	6	9	25	1	3	host	gene-PA0539
gene-PA2891	27	5	33	26	59	25	47	28	4	9	41	1	2	host	atuF
gene-PA0735	60	74	80	125	101	42	67	12	7	23	35	7	4	host	gene-PA0735
gene-PA0701a	103	78	109	151	143	48	103	39	9	24	36	3	3	host	gene-PA0701a
gene-PA2609	45	57	84	88	90	80	106	29	21	61	19	7	12	host	gene-PA2609
gene-PA5394	156	121	164	239	186	101	170	55	21	38	94	5	7	host	cls
gene-PA4034	20	23	38	43	35	28	40	10	5	7	23	3	2	host	aqpZ
gene-PA3460	49	20	60	70	102	64	118	47	17	30	58	10	10	host	gene-PA3460
gene-PA3191	176	70	93	95	213	62	321	64	27	79	57	4	9	host	gene-PA3191
gene-PA2944	499	379	536	717	492	444	630	127	87	143	106	20	18	host	cobN
gene-PA4798	65	54	66	59	114	65	361	63	18	33	120	6	4	host	gene-PA4798
gene-PA1028	54	53	92	87	106	48	74	34	10	20	66	6	3	host	gene-PA1028
gene-PA1515	52	45	61	63	153	78	81	66	20	26	35	9	11	host	alc
gene-PA4803	49	38	48	73	74	42	48	14	9	15	27	2	2	host	gene-PA4803
gene-PA3793	160	95	194	202	166	116	209	37	27	50	27	7	5	host	gene-PA3793
gene-PA1837a	15	6	20	24	16	39	39	2	10	14	14	6	8	host	gene-PA1837a
gene-PA3211	244	193	347	392	331	246	369	77	55	104	53	8	18	host	gene-PA3211
gene-PA4725	485	401	707	704	510	378	563	144	52	151	130	20	27	host	cbrA
gene-PA4727	381	325	503	672	541	342	566	118	105	217	91	25	28	host	pcnB
gene-PA2784	5	7	11	11	10	7	5	1	3	1	10	3	1	host	gene-PA2784
gene-PA3767	118	86	103	138	174	114	136	55	29	99	34	7	10	host	gene-PA3767
gene-PA2074	13	5	12	14	22	4	43	7	3	9	17	1	3	host	gene-PA2074
gene-EST35_0398	0	0	0	0	5314	675	287	6790	596	680	5602	999	1022	phage	gene-EST35_0398
gene-PA0273	8	4	9	12	21	6	11	7	3	2	38	2	0	host	gene-PA0273
