Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol
gene-PA3572	1	5	3	0	0	1	host	gene-PA3572
gene-PA1319	4	13	0	0	3	6	host	cyoC
gene-PA2525	4	2	2	3	3	6	host	gene-PA2525
gene-PA5238	26	18	2	2	4	2	host	gene-PA5238
gene-PA2679	1	3	0	0	0	0	host	gene-PA2679
gene-PA1434	5	5	0	0	0	0	host	gene-PA1434
gene-PA0154	5	8	0	0	0	1	host	pcaG
gene-PA2676	2	3	0	1	0	0	host	gene-PA2676
gene-PA5156	11	13	1	1	6	3	host	gene-PA5156
gene-PHIKZ244	2	0	888	854	2547	2447	phage	gene-PHIKZ244
gene-PA3774	6	4	0	1	0	0	host	gene-PA3774
gene-PA5458	14	8	1	1	0	3	host	gene-PA5458
gene-PA0326	18	12	1	1	4	3	host	gene-PA0326
gene-PA5079	8	5	0	0	1	0	host	gene-PA5079
gene-PA0757	9	8	0	2	1	2	host	gene-PA0757
gene-PHIKZ067	1	2	584	558	7396	7330	phage	gene-PHIKZ067
gene-PA3783	7	4	0	0	1	0	host	gene-PA3783
gene-PA2086	3	1	0	0	0	0	host	gene-PA2086
gene-PA0167	12	13	1	1	0	0	host	gene-PA0167
gene-PA5176	10	13	1	1	5	3	host	gene-PA5176
gene-PA1733	4	3	1	0	1	1	host	gene-PA1733
gene-PA0886	10	9	0	0	0	1	host	gene-PA0886
gene-PA4287	2	2	0	0	3	3	host	gene-PA4287
gene-PA5521	11	4	1	1	0	1	host	gene-PA5521
gene-PA4809	5	6	1	0	0	0	host	fdhE
gene-PA2776	13	1	7	6	2	3	host	gene-PA2776
gene-PA5138	6	10	2	2	0	0	host	gene-PA5138
gene-PA3123	1	1	0	2	2	5	host	gene-PA3123
gene-PA3542	18	5	0	0	0	0	host	alg44
gene-PHIKZ_p28	1	0	32	35	564	573	phage	gene-PHIKZ_p28
gene-PA3342	6	6	0	2	2	2	host	gene-PA3342
gene-PA1799	3	7	2	1	1	2	host	parR
gene-PA2932	9	3	0	2	0	0	host	morB
gene-PA3537	12	15	0	0	1	1	host	argF
gene-PA3717	6	6	0	1	1	1	host	gene-PA3717
gene-PA1898	4	5	0	0	4	4	host	qscR
gene-PA4603	4	3	0	0	0	0	host	gene-PA4603
gene-PA2189	3	2	1	2	1	1	host	gene-PA2189
gene-PA1488	6	7	2	2	1	2	host	gene-PA1488
gene-PA5200	11	4	1	1	1	0	host	amgR
gene-PA2192	1	0	0	1	0	0	host	gene-PA2192
gene-PA3476	6	27	3	4	1	2	host	rhlI
gene-PA0197	9	6	0	0	4	5	host	tonB2
gene-PA2917	7	8	1	0	2	2	host	gene-PA2917
gene-PA1601	10	14	0	0	0	0	host	gene-PA1601
gene-PA2455	5	4	3	2	3	2	host	gene-PA2455
gene-PA0781	12	6	0	0	0	0	host	gene-PA0781
gene-PA2003	5	3	0	0	1	0	host	bdhA
gene-PA4839	28	28	2	3	8	4	host	speA
gene-PA0030	7	2	1	2	4	3	host	gene-PA0030
gene-PA2183	0	1	0	0	0	0	host	gene-PA2183
gene-PA0499	9	5	5	5	10	3	host	gene-PA0499
gene-PA2614	2	15	0	0	0	1	host	lolA
gene-PA2282	3	4	0	0	0	0	host	gene-PA2282
gene-PA2097	4	4	0	0	0	0	host	gene-PA2097
gene-PA3556	17	8	0	0	1	0	host	arnT
gene-PA5249	6	3	2	1	1	0	host	gene-PA5249
gene-PHIKZ_t03	0	0	3	5	48	58	phage	gene-PHIKZ_t03
gene-PA1676	1	0	0	0	1	0	host	gene-PA1676
gene-PA0440	17	4	0	0	0	0	host	gene-PA0440
gene-PA2740	11	29	5	5	1	1	host	pheS
gene-PA0617	6	2	0	0	2	1	host	gene-PA0617
gene-PHIKZ246	1	0	2438	2363	1634	1581	phage	gene-PHIKZ246
gene-PA2512	11	8	0	0	0	0	host	antA
gene-PA5205	12	3	0	1	0	0	host	gene-PA5205
gene-PA0488	3	1	0	0	1	1	host	gene-PA0488
gene-PA3107	12	22	0	0	1	0	host	metZ
gene-PA1037	8	9	1	1	3	1	host	gene-PA1037
gene-PA0164	19	10	0	0	0	0	host	gene-PA0164
gene-PHIKZ_p80	0	0	420	431	488	507	phage	gene-PHIKZ_p80
gene-PA2340	4	4	1	1	0	2	host	gene-PA2340
gene-PA1344	5	6	0	0	0	0	host	gene-PA1344
gene-PA3050	9	28	2	0	1	1	host	pyrD
gene-PA5067	3	17	2	3	2	1	host	hisE
gene-PA1593	3	11	0	0	1	0	host	gene-PA1593
gene-PHIKZ229	0	1	308	323	907	927	phage	gene-PHIKZ229
gene-PA5469	6	2	0	1	0	0	host	gene-PA5469
gene-PA4479	13	11	0	0	0	1	host	mreD
gene-PA3398	10	11	0	0	0	0	host	gene-PA3398
gene-PA1808	4	8	2	1	0	0	host	gene-PA1808
gene-PA4104	4	6	0	0	2	0	host	gene-PA4104
gene-PA0061	4	5	0	0	0	0	host	gene-PA0061
gene-PA0047	6	2	0	0	2	0	host	gene-PA0047
gene-PA0132	17	12	0	0	1	0	host	gene-PA0132
gene-PA0162	11	11	0	0	2	2	host	opdC
gene-PA3296	9	0	1	0	2	0	host	phoA
gene-PA1491	7	2	2	1	1	0	host	gene-PA1491
gene-PA5478	28	25	0	0	2	2	host	gene-PA5478
gene-PA0754	13	3	0	0	0	0	host	gene-PA0754
gene-PA4816	10	10	1	1	1	1	host	gene-PA4816
gene-PA5080	11	11	0	1	2	3	host	gene-PA5080
gene-PA4301	4	5	0	3	0	0	host	tadB
gene-PA0222	16	9	0	0	0	0	host	gene-PA0222
gene-PA3281	3	0	0	0	1	1	host	gene-PA3281
gene-PA4888	16	22	0	0	1	0	host	desB
gene-PHIKZ020	0	1	1685	1634	1821	1823	phage	gene-PHIKZ020
gene-PA0839	4	4	0	1	0	0	host	gene-PA0839
gene-PA1450	10	4	0	1	2	2	host	gene-PA1450
gene-PA5031	13	1	0	0	0	2	host	gene-PA5031
gene-PA4773	21	29	2	1	3	2	host	gene-PA4773
gene-PA4047	7	11	0	0	0	1	host	ribA
gene-PA2010	4	3	1	1	0	0	host	gene-PA2010
gene-PA1569	6	4	0	1	0	0	host	gene-PA1569
gene-PA3906	4	4	1	0	0	0	host	gene-PA3906
gene-PA0135	2	0	0	0	0	0	host	gene-PA0135
gene-PA1377	4	4	1	0	2	1	host	gene-PA1377
gene-PA3286	11	19	1	2	3	4	host	gene-PA3286
gene-PA0993	3	1	0	0	1	1	host	cupC2
gene-PA0079	12	9	0	0	2	0	host	gene-PA0079
gene-PA4585	7	3	0	0	1	0	host	rtcA
gene-PA5524	14	8	0	0	0	0	host	gene-PA5524
gene-PA4992	7	9	0	1	0	1	host	gene-PA4992
gene-PA0463	14	10	0	0	0	0	host	creB
gene-PA3237	0	1	0	0	0	1	host	gene-PA3237
gene-PA1176	1	3	0	0	0	1	host	napF
gene-PA1820	10	11	4	4	4	2	host	nhaB
gene-PA2765	4	8	3	2	2	1	host	gene-PA2765
gene-PA0741	1	0	0	0	0	0	host	gene-PA0741
gene-PA3170	11	7	0	0	0	0	host	gene-PA3170
gene-PA1598	2	3	0	0	0	0	host	gene-PA1598
gene-PA2318	2	1	0	0	0	0	host	gene-PA2318
gene-PA4734	4	6	2	3	4	2	host	gene-PA4734
gene-PA2993	10	22	0	0	0	1	host	gene-PA2993
gene-PA1390	8	3	1	1	2	3	host	gene-PA1390
gene-PA2986	17	25	2	3	0	0	host	gene-PA2986
gene-PA2763	1	0	0	0	0	0	host	gene-PA2763
gene-PA1530	4	14	0	0	0	0	host	gene-PA1530
gene-PA2201	3	2	0	0	0	0	host	gene-PA2201
gene-PA4198	21	7	0	0	1	0	host	gene-PA4198
gene-PA1303	3	2	0	0	0	0	host	gene-PA1303
gene-PA4571	15	7	3	7	4	7	host	gene-PA4571
gene-PA4039	22	21	0	1	0	0	host	gene-PA4039
gene-PA4349	9	5	0	0	1	4	host	gene-PA4349
gene-PA2572	5	5	0	0	3	1	host	gene-PA2572
gene-PA2483	8	17	0	0	0	0	host	gene-PA2483
gene-PA5494	4	6	2	2	1	1	host	gene-PA5494
gene-PA0096	4	6	1	0	0	1	host	gene-PA0096
gene-PA2210	1	1	0	0	1	1	host	gene-PA2210
gene-PA3712	6	7	0	0	0	0	host	gene-PA3712
gene-PA1557	10	15	6	3	4	5	host	ccoN2
gene-PA5163	23	16	5	3	0	0	host	rmlA
gene-PA2606	3	5	0	0	1	0	host	gene-PA2606
gene-PA5311	9	4	1	0	1	1	host	gene-PA5311
gene-PA2814	3	1	0	0	0	0	host	gene-PA2814
gene-PA1741	2	3	0	0	1	0	host	gene-PA1741
gene-PA4518	0	1	0	0	0	0	host	gene-PA4518
gene-PA0517	1	1	0	0	0	0	host	nirC
gene-PA2997	10	24	5	6	3	1	host	nqrC
gene-PA4828	8	3	1	1	0	0	host	gene-PA4828
gene-PA1954	11	3	0	0	1	0	host	gene-PA1954
gene-PA2031	1	4	0	0	1	2	host	gene-PA2031
gene-PA1618	1	6	1	0	0	2	host	gene-PA1618
gene-PA3984	8	24	0	0	2	2	host	lnt
gene-PA3516	13	2	0	0	1	1	host	gene-PA3516
gene-PA0246	18	10	0	0	0	0	host	gene-PA0246
gene-PA5414	6	5	0	1	4	1	host	gene-PA5414
gene-PA1944	4	9	2	2	4	4	host	gene-PA1944
gene-PA5330	10	14	1	4	2	6	host	gene-PA5330
gene-PA3569	10	1	0	0	0	0	host	mmsB
gene-PHIKZ204	0	0	706	583	353	314	phage	gene-PHIKZ204
gene-PA3672	9	4	0	0	1	0	host	gene-PA3672
gene-PA0181	12	6	0	0	0	2	host	gene-PA0181
gene-PA1648	2	2	0	0	0	0	host	gene-PA1648
gene-PHIKZ078	0	0	952	915	14763	14926	phage	gene-PHIKZ078
gene-PA1903	17	3	1	0	0	0	host	phzE2
gene-PA4612	6	2	0	3	0	1	host	gene-PA4612
gene-PA3889	9	9	0	0	1	0	host	gene-PA3889
gene-PA5137	7	14	0	1	2	1	host	gene-PA5137
gene-PA3664	4	21	1	1	0	1	host	gene-PA3664
gene-PA4155	8	0	0	0	0	0	host	gene-PA4155
gene-PA3479	6	13	1	0	5	2	host	rhlA
gene-PA2824	16	11	0	1	0	1	host	gene-PA2824
gene-PA0021	7	2	0	0	2	0	host	gene-PA0021
gene-PA2757	5	8	1	0	1	2	host	gene-PA2757
gene-PA4507	5	2	0	0	0	0	host	gene-PA4507
gene-PA2185	6	1	2	0	0	0	host	katN
gene-PA3559	13	10	2	2	0	0	host	gene-PA3559
gene-PHIKZ264	1	1	1965	3448	2186	2528	phage	gene-PHIKZ264
gene-PA3573	12	6	0	0	0	0	host	gene-PA3573
gene-PA4038	12	6	0	0	1	1	host	gene-PA4038
gene-PA3315	6	3	0	0	0	0	host	gene-PA3315
gene-PA4011	5	22	0	0	2	3	host	gene-PA4011
gene-PA4581	9	5	0	0	3	0	host	rtcR
gene-PA0836.1	1	1	0	0	0	1	host	gene-PA0836.1
gene-PA1386	5	4	2	1	3	2	host	gene-PA1386
gene-PA3274	2	4	0	0	0	0	host	gene-PA3274
gene-PA5460	2	1	0	0	0	0	host	gene-PA5460
gene-PA0216	11	4	1	0	1	0	host	gene-PA0216
gene-PA0844	13	4	1	1	0	0	host	plcH
gene-PA4780	15	8	0	1	2	1	host	gene-PA4780
gene-PA2599	7	3	0	0	1	0	host	gene-PA2599
gene-PA2692	3	6	0	0	0	0	host	gene-PA2692
gene-PA2053	4	4	0	0	0	0	host	cynT
gene-PA3989	6	13	1	0	0	0	host	holA
gene-PA1771	8	5	0	0	1	0	host	estX
gene-PA1334	2	8	0	0	1	1	host	gene-PA1334
gene-PA1424a	3	1	0	0	0	0	host	gene-PA1424a
gene-PA3677	9	3	1	1	0	0	host	gene-PA3677
gene-PA3613	24	9	1	1	3	4	host	gene-PA3613
gene-PHIKZ_p04	1	1	14	16	152	168	phage	gene-PHIKZ_p04
gene-PA4207	24	16	0	1	1	1	host	mexI
gene-PA3835	4	3	4	4	5	2	host	gene-PA3835
gene-PA2307	4	1	3	7	1	4	host	gene-PA2307
gene-PA2493	9	4	0	0	0	1	host	mexE
gene-PA1783	3	1	0	0	1	0	host	nasA
gene-PA3709	14	11	1	0	2	0	host	gene-PA3709
gene-PA5392	5	3	0	0	0	1	host	gene-PA5392
gene-PA3557	2	7	0	0	0	0	host	arnE
gene-PA5510	16	13	1	2	0	2	host	gene-PA5510
gene-PA0883	4	0	0	0	0	0	host	gene-PA0883
gene-PA3632	3	18	0	0	0	0	host	gene-PA3632
gene-PHIKZ002	0	1	86	127	1077	1116	phage	gene-PHIKZ002
gene-PA4159	6	1	0	0	4	1	host	fepB
gene-PA2555	8	4	1	0	0	1	host	gene-PA2555
gene-PA2862	15	5	2	3	4	2	host	lipA
gene-PA2564	5	1	0	0	0	1	host	gene-PA2564
gene-PA3458	6	1	0	0	1	0	host	gene-PA3458
gene-PA1810	7	7	4	1	1	1	host	gene-PA1810
gene-PA1889	9	12	0	0	3	1	host	gene-PA1889
gene-PA4697	6	4	4	5	5	5	host	gene-PA4697
gene-PA0262	29	9	2	2	4	2	host	gene-PA0262
gene-PA3358	8	2	1	0	1	0	host	gene-PA3358
gene-PA4893	15	5	0	0	0	0	host	ureG
gene-PA4660	6	8	3	5	7	6	host	phr
gene-PA2975	9	23	4	6	6	3	host	rluC
gene-PA3285	7	7	0	0	0	0	host	gene-PA3285
gene-PA4471	2	5	0	0	0	0	host	gene-PA4471
gene-PA0069	15	11	0	0	2	0	host	gene-PA0069
gene-PA0551	18	28	4	4	3	2	host	epd
gene-PA4755	5	24	1	0	0	1	host	greA
gene-PA1084	10	21	1	1	1	2	host	flgI
gene-PA3236	10	3	1	0	0	1	host	gene-PA3236
gene-PA3526	12	5	1	1	1	0	host	gene-PA3526
gene-PA0808	2	3	0	0	0	0	host	gene-PA0808
gene-PA4204	12	9	1	2	2	1	host	ppgL
gene-PA5294	17	5	3	0	2	0	host	gene-PA5294
gene-PA1536	2	3	1	1	0	0	host	gene-PA1536
gene-PA1673	7	5	0	1	0	0	host	gene-PA1673
gene-PA4177	2	2	0	0	0	0	host	gene-PA4177
gene-PA3256	5	4	0	0	0	0	host	gene-PA3256
gene-PA4116	7	6	0	0	0	0	host	bphO
gene-PA0597	5	2	0	2	1	4	host	gene-PA0597
gene-PA4738	4	9	2	2	10	5	host	gene-PA4738
gene-PA1007	7	15	2	2	1	3	host	gene-PA1007
gene-PA1831	7	11	2	1	2	1	host	gene-PA1831
gene-PA2209	4	2	0	0	1	0	host	gene-PA2209
gene-PA0559	12	8	2	2	1	1	host	gene-PA0559
gene-PA3227	4	5	1	3	3	3	host	ppiA
gene-PA0738	0	0	0	0	0	0	host	gene-PA0738
gene-PA2234	1	5	1	2	0	1	host	pslD
gene-PA0238	4	3	0	0	0	0	host	gene-PA0238
gene-PA3615	6	16	0	0	0	0	host	gene-PA3615
gene-PA1851	9	4	3	1	7	6	host	gene-PA1851
gene-PA4550	7	7	2	1	1	1	host	fimU
gene-PA4013	7	9	1	0	1	1	host	gene-PA4013
gene-PHIKZ_p83	0	2	3519	3371	30200	29781	phage	gene-PHIKZ_p83
gene-PA2349	3	3	0	0	0	0	host	gene-PA2349
gene-PA2004	13	8	0	0	0	0	host	gene-PA2004
gene-PA4887	27	19	0	0	6	4	host	gene-PA4887
gene-PA3739	11	6	1	1	4	3	host	gene-PA3739
gene-PHIKZ_p32	0	0	41	47	212	237	phage	gene-PHIKZ_p32
gene-PA5528	8	16	1	0	1	2	host	gene-PA5528
gene-PA1272	8	10	1	0	2	2	host	cobO
gene-PA1615	1	2	1	0	4	6	host	gene-PA1615
gene-PA2334	5	0	1	1	0	0	host	gene-PA2334
gene-PA3973	4	5	0	0	1	1	host	gene-PA3973
gene-PA2316	10	1	0	0	0	0	host	gene-PA2316
gene-PHIKZ110	2	2	195	201	399	437	phage	gene-PHIKZ110
gene-PA5424	4	4	1	0	3	1	host	gene-PA5424
gene-PA1313	8	5	0	1	0	1	host	gene-PA1313
gene-PA3483	9	13	1	0	0	0	host	gene-PA3483
gene-PA3475	2	8	0	0	0	0	host	pheC
gene-PA4061	8	8	0	0	2	3	host	gene-PA4061
gene-PA3250	7	7	2	1	1	1	host	gene-PA3250
gene-PA0402	22	19	1	3	2	3	host	pyrB
gene-PA2770	4	9	1	0	0	0	host	gene-PA2770
gene-PA0026	17	4	0	1	0	0	host	plcB
gene-PHIKZ018	0	1	1846	2352	688	725	phage	gene-PHIKZ018
gene-PA0777	6	5	0	0	1	0	host	gene-PA0777
gene-PA4019	2	10	0	0	0	0	host	gene-PA4019
gene-PA5108	1	9	2	2	1	2	host	gene-PA5108
gene-PHIKZ193	1	1	1946	1921	4987	4803	phage	gene-PHIKZ193
gene-PA4072	16	7	1	0	0	0	host	gene-PA4072
gene-PA1367	3	3	0	0	1	1	host	gene-PA1367
gene-PA4535	9	3	1	1	1	0	host	gene-PA4535
gene-PA0995	2	1	0	1	3	1	host	ogt
gene-PA4458	8	13	3	3	0	2	host	gene-PA4458
gene-PA2232	5	8	1	0	0	2	host	pslB
gene-PA0771	13	18	1	1	1	1	host	era
gene-PA1249	15	8	0	1	1	0	host	aprA
gene-PA3387	4	6	1	2	0	0	host	rhlG
gene-PA3247	9	14	1	1	0	2	host	gene-PA3247
gene-PA3878	21	14	2	1	2	3	host	narX
gene-PA4776	10	3	2	2	1	0	host	pmrA
gene-PA0160	2	2	0	1	0	1	host	gene-PA0160
gene-PA4774	17	21	0	0	1	2	host	gene-PA4774
gene-PA5054	24	23	6	7	2	4	host	hslU
gene-PA1125	10	5	0	0	0	0	host	gene-PA1125
gene-PA2163	5	4	2	2	0	2	host	gene-PA2163
gene-PHIKZ226	1	0	920	918	577	567	phage	gene-PHIKZ226
gene-PA1348	2	2	0	1	1	1	host	gene-PA1348
gene-PA2961	5	7	0	1	2	2	host	holB
gene-PA2919	3	1	0	0	0	0	host	gene-PA2919
gene-PA0773	9	13	0	0	0	0	host	pdxJ
gene-PA2411	3	0	0	0	0	0	host	gene-PA2411
gene-PA2384	1	1	1	1	2	3	host	gene-PA2384
gene-PA4994	18	5	0	1	0	1	host	gene-PA4994
gene-PA3411	2	1	1	0	0	0	host	gene-PA3411
gene-PA0347	14	9	0	0	1	0	host	glpQ
gene-PA2747a	2	8	0	0	0	0	host	gene-PA2747a
gene-PA5098	13	4	0	0	0	0	host	hutH
gene-PA2391	1	3	0	0	1	0	host	opmQ
gene-PA2145	3	0	0	0	0	0	host	gene-PA2145
gene-PA2764	3	6	0	3	0	0	host	gene-PA2764
gene-PA0223	10	5	0	0	1	1	host	gene-PA0223
gene-PA1361	6	10	0	0	0	0	host	gene-PA1361
gene-PA4626	10	4	1	0	1	0	host	hprA
gene-PA0752	20	9	0	0	1	1	host	gene-PA0752
gene-PA1416	3	4	0	0	0	0	host	gene-PA1416
gene-PA2267	5	5	2	1	0	0	host	gene-PA2267
gene-PA4594	4	4	0	0	0	0	host	gene-PA4594
gene-PA0381	14	18	1	1	0	1	host	thiG
gene-PA0054	16	4	0	1	1	1	host	gene-PA0054
gene-PA1182	9	12	0	0	0	0	host	gene-PA1182
gene-PA2403	9	4	1	0	1	1	host	gene-PA2403
gene-PA2866	3	7	0	1	0	1	host	mttC
gene-PA1323	0	4	1	0	1	0	host	gene-PA1323
gene-PA2904	4	9	0	0	1	2	host	cobI
gene-PA1967	5	2	0	0	0	0	host	gene-PA1967
gene-PA3596	4	4	0	0	0	0	host	gene-PA3596
gene-PA1309	4	6	1	1	0	0	host	gene-PA1309
gene-PA3972	20	19	1	1	0	1	host	gene-PA3972
gene-PA3360	9	6	0	0	0	0	host	gene-PA3360
gene-PA0628	10	6	5	3	3	4	host	gene-PA0628
gene-PA1904	9	2	0	1	0	0	host	phzF2
gene-PA4782	6	18	3	0	1	2	host	gene-PA4782
gene-PA2353	10	4	0	0	0	0	host	gene-PA2353
gene-PA2556	4	4	0	0	2	0	host	gene-PA2556
gene-PA1158	11	10	0	0	2	1	host	gene-PA1158
gene-PA3394	8	4	0	0	1	0	host	nosF
gene-PA2085	1	1	0	0	0	0	host	gene-PA2085
gene-PA4304	4	5	0	2	2	3	host	rcpA
gene-PA0110	3	4	0	0	0	0	host	gene-PA0110
gene-PA5267	8	1	3	5	2	1	host	hcpB
gene-PA5416	12	6	1	0	1	0	host	soxB
gene-PA3354	5	6	0	1	0	3	host	gene-PA3354
gene-PA4145	11	5	0	0	0	0	host	gene-PA4145
gene-PA3094	5	9	0	1	0	0	host	gene-PA3094
gene-PA1362	2	1	3	2	3	2	host	gene-PA1362
gene-PA4199	18	6	0	0	0	0	host	gene-PA4199
gene-PA1635	1	0	0	0	0	0	host	kdpC
gene-PA1766	13	30	3	4	3	1	host	gene-PA1766
gene-PA3886a	2	2	0	0	0	0	host	gene-PA3886a
gene-PA5439	16	8	0	0	2	0	host	gene-PA5439
gene-PA3413	10	6	1	2	1	1	host	gene-PA3413
gene-PA5252a	8	12	1	3	4	4	host	gene-PA5252a
gene-PA2963	18	18	2	1	2	2	host	gene-PA2963
gene-PA4485	6	2	0	0	0	0	host	gene-PA4485
gene-PA1134	3	0	0	0	0	0	host	gene-PA1134
gene-PA0939	0	2	0	0	0	1	host	gene-PA0939
gene-PA0299	21	20	2	6	2	2	host	spuC
gene-PHIKZ_t06	1	0	14	11	159	155	phage	gene-PHIKZ_t06
gene-PA3350	15	19	3	2	0	2	host	gene-PA3350
gene-PA2274	1	1	0	0	0	0	host	gene-PA2274
gene-PHIKZ057	0	0	2137	2171	920	908	phage	gene-PHIKZ057
gene-PA3693	4	2	1	0	1	0	host	gene-PA3693
gene-PA4547	11	12	0	0	0	0	host	pilR
gene-PA1211	4	0	0	0	0	1	host	gene-PA1211
gene-PA0483	4	0	0	0	0	0	host	gene-PA0483
gene-PA2231	8	16	2	4	7	5	host	pslA
gene-PA3678	5	4	0	1	0	0	host	gene-PA3678
gene-PA5057	12	7	1	1	0	0	host	phaD
gene-PA3197	5	11	0	0	0	0	host	gene-PA3197
gene-PA1305	5	17	2	1	2	1	host	gene-PA1305
gene-PA4758.1	6	20	0	2	0	0	host	gene-PA4758.1
gene-PA2477	4	0	0	0	0	0	host	gene-PA2477
gene-PA5295	16	28	2	0	1	1	host	gene-PA5295
gene-PA5496	10	7	2	3	2	1	host	nrdJb
gene-PA2593	1	1	0	0	0	0	host	qteE
gene-PA2190	0	0	0	0	0	0	host	gene-PA2190
gene-PA0438	17	12	0	1	2	1	host	codB
gene-PA0229	26	11	1	2	1	2	host	pcaT
gene-PA0572	26	14	3	2	2	2	host	gene-PA0572
gene-PA0049	21	8	0	0	0	1	host	gene-PA0049
gene-PA2043	4	7	0	0	0	0	host	gene-PA2043
gene-PA2868	2	1	0	0	2	2	host	gene-PA2868
gene-PA1161	2	2	0	0	0	0	host	rrmA
gene-PA2230	2	5	1	0	2	1	host	gene-PA2230
gene-PA2573	11	3	0	0	0	0	host	gene-PA2573
gene-PA4064	5	5	0	0	0	1	host	gene-PA4064
gene-PA3713	22	18	3	2	4	2	host	spdH
gene-PA4197	15	14	1	1	0	0	host	bfiS
gene-PA4583	13	2	3	0	6	3	host	gene-PA4583
gene-PA4874	4	9	1	1	0	1	host	gene-PA4874
gene-PA0035	2	5	1	2	0	0	host	trpA
gene-PA0310	11	14	4	5	4	7	host	gene-PA0310
gene-PA3687	28	15	1	0	2	1	host	ppc
gene-PHIKZ115	0	0	1946	1910	1930	1891	phage	gene-PHIKZ115
gene-PA4948	12	25	0	0	0	0	host	gene-PA4948
gene-PA1311	5	2	0	0	0	0	host	phnX
gene-PA0897	8	21	0	0	8	4	host	aruG
gene-PA5495	11	8	0	0	0	1	host	thrB
gene-PHIKZ238	0	1	1882	2137	1185	1276	phage	gene-PHIKZ238
gene-PA4335	1	2	0	0	0	0	host	gene-PA4335
gene-PA4867	7	3	4	5	1	6	host	ureB
gene-PA3239	5	6	0	1	2	0	host	gene-PA3239
gene-PA4826	3	11	1	1	0	1	host	gene-PA4826
gene-PA1002	3	0	0	0	0	0	host	phnB
gene-PA2445	19	7	0	1	0	0	host	gcvP2
gene-PA0612	0	0	1	0	0	0	host	ptrB
gene-PA0656	2	2	5	6	9	9	host	gene-PA0656
gene-PA0203	16	2	0	1	2	1	host	gene-PA0203
gene-PHIKZ302	0	0	59	47	911	913	phage	gene-PHIKZ302
gene-PA3941	3	5	0	1	0	0	host	gene-PA3941
gene-PA2150	2	2	1	0	0	1	host	gene-PA2150
gene-PA1925	5	1	0	0	0	0	host	gene-PA1925
gene-PA0204	20	7	1	0	2	1	host	gene-PA0204
gene-PA0355	8	2	0	0	0	0	host	pfpI
gene-PA1573	4	2	1	0	0	0	host	gene-PA1573
gene-PA4363	8	4	0	2	4	6	host	iciA
gene-PA2527	13	15	3	0	7	6	host	gene-PA2527
gene-PA4778	4	7	2	0	1	4	host	cueR
gene-PA1107	11	5	0	1	4	1	host	gene-PA1107
gene-PHIKZ227	1	0	3419	3379	5087	4829	phage	gene-PHIKZ227
gene-PA2244	1	2	0	0	1	0	host	pslN
gene-PA0852	10	14	0	0	0	2	host	cbpD
gene-PA2465	2	0	1	0	2	5	host	gene-PA2465
gene-PA2924	4	4	0	0	1	1	host	hisQ
gene-PA4025	17	1	0	0	0	1	host	gene-PA4025
gene-PA2141	3	1	0	0	0	0	host	gene-PA2141
gene-PA4175	18	9	0	0	0	0	host	piv
gene-PA2607	1	1	1	0	0	0	host	gene-PA2607
gene-PA1139	2	1	0	0	0	0	host	gene-PA1139
gene-PA0038	5	3	4	4	5	5	host	gene-PA0038
gene-PA4043	16	7	2	1	2	1	host	ispA
gene-PA4173	6	2	1	0	0	1	host	gene-PA4173
gene-PA4105	6	5	0	0	0	1	host	gene-PA4105
gene-PA2825	1	5	0	0	1	2	host	ospR
gene-PA1728	2	2	2	2	1	2	host	gene-PA1728
gene-PA1207	18	11	0	2	1	0	host	kefB
gene-PA5326	11	4	2	6	2	5	host	gene-PA5326
gene-PA1435	4	2	0	0	0	1	host	gene-PA1435
gene-PA2093	0	0	0	0	0	0	host	gene-PA2093
gene-PHIKZ_p91	1	0	1	4	7	5	phage	gene-PHIKZ_p91
gene-PHIKZ251	0	0	942	981	517	513	phage	gene-PHIKZ251
gene-PA1408	14	6	0	0	0	4	host	gene-PA1408
gene-PA4079	11	19	0	0	0	0	host	gene-PA4079
gene-PHIKZ_p36	0	0	343	337	232	234	phage	gene-PHIKZ_p36
gene-PA5399	9	3	2	3	2	2	host	dgcB
gene-PA1977	4	2	0	1	0	0	host	gene-PA1977
gene-PA0882	9	2	0	0	0	0	host	gene-PA0882
gene-PA1154	5	2	1	0	1	1	host	gene-PA1154
gene-PA1679	6	4	0	0	1	0	host	gene-PA1679
gene-PA4331	4	7	0	0	0	0	host	gene-PA4331
gene-PA2883	1	2	3	3	0	0	host	gene-PA2883
gene-PA4027	16	1	4	6	9	10	host	gene-PA4027
gene-PA2378	18	19	0	1	1	0	host	gene-PA2378
gene-PA5470	11	4	0	0	0	0	host	gene-PA5470
gene-PA2641	8	26	2	1	0	1	host	nuoF
gene-PA4190	9	6	0	0	0	0	host	pqsL
gene-PA0327	15	4	0	0	0	1	host	gene-PA0327
gene-PA3353	12	13	0	1	0	1	host	gene-PA3353
gene-PA4791	6	4	1	3	2	3	host	gene-PA4791
gene-PA2294	2	2	0	0	0	0	host	gene-PA2294
gene-PA0365	8	3	0	0	0	0	host	gene-PA0365
gene-PHIKZ_p42	0	0	88	87	931	998	phage	gene-PHIKZ_p42
gene-PA4054	14	20	3	3	7	6	host	ribB
gene-PA1705	3	16	0	0	0	0	host	pcrG
gene-PA1923	19	4	1	1	4	0	host	gene-PA1923
gene-PA0532	8	5	0	0	0	0	host	gene-PA0532
