Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1507	82	61	35	38	67	194	5	3	32	1	5	280	host	gene-PA1507
gene-PA3317	46	51	21	27	24	76	11	13	12	10	3	100	host	gene-PA3317
gene-PA2232	70	59	68	62	92	187	20	16	31	7	3	232	host	pslB
gene-PA3490	12	6	8	9	7	52	1	3	2	1	0	70	host	gene-PA3490
gene-PA0676	43	19	21	10	17	132	8	6	19	0	0	177	host	vreR
gene-PA1279	15	9	6	5	11	26	2	2	4	3	1	56	host	cobU
gene-PA1980	3	2	19	3	3	78	0	1	12	1	1	104	host	eraR
gene-PA0478	22	16	39	7	4	167	0	1	25	1	0	221	host	gene-PA0478
gene-PA3335	11	86	102	1	103	237	2	20	16	5	2	260	host	gene-PA3335
gene-PA0553	104	86	41	49	57	85	12	20	5	13	2	44	host	gene-PA0553
gene-PA4728	25	21	19	17	25	111	2	6	7	2	6	87	host	folK
gene-PA2655	58	41	14	28	46	57	7	8	10	4	2	32	host	gene-PA2655
gene-PA2923	4	5	25	0	2	174	0	0	22	0	0	262	host	hisJ
gene-PA0535	36	32	24	16	27	92	1	6	6	6	3	257	host	gene-PA0535
gene-PA1663	15	14	51	5	18	170	2	8	21	17	2	190	host	gene-PA1663
gene-PA0446	153	103	60	64	95	287	19	26	28	27	7	499	host	gene-PA0446
gene-PA1206	22	24	14	28	33	81	9	18	11	8	5	71	host	gene-PA1206
gene-PA2838	7	8	5	4	6	88	3	0	8	0	1	160	host	gene-PA2838
gene-PA1895	21	23	104	9	25	392	2	5	38	2	3	259	host	gene-PA1895
gene-PA4876	39	36	27	25	27	88	8	5	19	3	3	136	host	osmE
gene-PA2986	123	146	64	140	198	235	29	30	21	19	20	182	host	gene-PA2986
gene-PA4029	27	38	20	10	26	261	3	8	12	6	0	146	host	gene-PA4029
gene-PA1833a	203	161	43	77	127	124	16	23	12	6	7	240	host	gene-PA1833a
gene-PA5472	82	101	46	35	69	174	15	19	37	14	8	188	host	gene-PA5472
gene-PA4949	107	105	37	59	79	129	7	13	17	8	9	216	host	gene-PA4949
gene-PA1646	51	42	39	19	21	172	7	9	36	6	4	297	host	gene-PA1646
gene-PA3764	91	126	57	96	138	248	16	22	33	15	12	240	host	gene-PA3764
gene-PA3342	125	101	49	40	69	182	9	7	18	3	0	119	host	gene-PA3342
gene-PA3012	41	58	23	40	75	84	6	12	10	7	4	31	host	gene-PA3012
gene-PA5200	191	157	62	60	62	161	16	16	15	9	10	153	host	amgR
gene-PA0119	22	23	91	2	12	264	5	1	28	1	1	228	host	gene-PA0119
gene-PA3715	42	35	44	44	67	212	18	16	23	10	1	310	host	gene-PA3715
gene-PA3313	54	77	59	37	40	203	16	26	28	14	6	230	host	gene-PA3313
gene-PA4174	27	12	20	5	11	120	1	0	38	0	0	510	host	gene-PA4174
gene-PA1681	135	124	39	101	112	196	33	26	18	22	14	301	host	aroC
gene-PA3877	3	9	185	5	3	436	1	2	49	0	2	505	host	narK1
gene-PA1535	67	79	32	52	104	197	5	9	23	1	3	190	host	gene-PA1535
gene-PA2435	122	65	21	60	88	113	16	10	15	5	9	149	host	gene-PA2435
gene-PA4503	49	34	93	21	32	415	9	5	19	3	2	189	host	gene-PA4503
gene-PA5386	4	8	23	7	1	136	2	5	13	4	2	278	host	cdhA
gene-PA3062	5	2	5	1	5	39	0	0	6	0	0	102	host	pelC
gene-PA4184	87	46	48	19	38	185	5	3	19	9	3	173	host	gene-PA4184
gene-PA5438	120	121	66	72	153	175	28	22	28	14	13	251	host	gene-PA5438
gene-PA2478	24	22	14	26	29	93	8	4	6	4	0	146	host	gene-PA2478
gene-PA4737	105	81	35	82	107	106	21	18	13	5	7	135	host	gene-PA4737
gene-PA1820	174	227	100	148	283	244	13	36	26	16	7	259	host	nhaB
gene-PA2355	6	7	18	3	6	117	0	0	10	1	0	230	host	gene-PA2355
gene-PA0853	23	15	28	12	8	90	3	7	14	1	3	174	host	gene-PA0853
gene-PA4107	4	5	18	5	2	89	1	0	11	1	1	121	host	gene-PA4107
gene-PA4068	198	192	64	120	155	206	17	21	22	12	9	159	host	gene-PA4068
gene-PA2332	34	22	14	9	20	64	4	2	9	2	1	66	host	gene-PA2332
gene-PA2530	51	51	16	53	47	115	5	8	10	5	6	132	host	gene-PA2530
gene-PA5218	39	33	16	18	28	125	3	4	17	5	1	219	host	gene-PA5218
gene-PA1321	27	21	19	10	17	105	0	8	15	8	5	248	host	cyoE
gene-PA4637a	16	22	45	17	25	147	5	13	24	4	3	102	host	gene-PA4637a
gene-PA1350	10	14	18	8	7	72	3	1	13	0	0	103	host	gene-PA1350
gene-PA5202	26	35	9	19	26	54	7	11	9	7	2	87	host	gene-PA5202
gene-PA0494	30	14	18	11	6	175	1	6	15	1	1	338	host	gene-PA0494
gene-PA0984	53	62	45	8	34	202	4	5	16	3	2	133	host	gene-PA0984
gene-PA4115	69	55	123	44	58	326	7	4	34	3	5	345	host	gene-PA4115
gene-PA4577	6	17	90	1	3	69	0	1	8	1	0	91	host	gene-PA4577
gene-PA0764	230	171	115	203	290	229	55	34	61	21	19	287	host	mucB
gene-PA5009	67	93	57	79	118	158	21	25	11	11	16	206	host	waaP
gene-PA4766	84	71	23	39	75	90	8	14	10	10	5	73	host	gene-PA4766
gene-PA2745	56	49	21	34	74	96	14	18	13	8	1	68	host	gene-PA2745
gene-PA2831	49	29	19	31	40	145	6	8	11	7	3	140	host	gene-PA2831
gene-PA2763	11	11	6	10	17	55	1	3	3	2	0	16	host	gene-PA2763
gene-PA2338	9	15	23	12	17	132	3	5	18	3	3	253	host	gene-PA2338
gene-PA0231	20	11	15	8	9	80	0	1	14	0	0	217	host	pcaD
gene-PA0398	129	131	29	48	49	86	8	12	11	9	2	57	host	gene-PA0398
gene-PA4540	23	14	23	12	11	272	2	3	27	3	3	430	host	gene-PA4540
gene-PA2607	30	13	14	21	12	53	2	2	1	2	5	111	host	gene-PA2607
gene-PA0513	2	0	14	1	0	89	0	1	16	0	0	217	host	gene-PA0513
gene-PA4332	85	70	24	31	50	199	11	20	12	3	5	367	host	gene-PA4332
gene-PA1224	18	15	14	1	6	102	0	0	9	4	0	113	host	gene-PA1224
gene-PA2700	12	11	20	8	2	145	2	5	24	0	2	291	host	opdB
gene-PA0064	50	46	28	24	45	149	6	11	22	5	5	261	host	gene-PA0064
gene-PA5456	75	51	94	73	72	457	9	10	49	4	7	514	host	gene-PA5456
gene-PA3546	3	6	26	3	1	172	0	0	27	2	1	230	host	algX
gene-PA1742	61	62	58	64	69	80	13	12	9	9	0	53	host	gene-PA1742
gene-PA5259	205	145	46	102	170	172	17	22	22	13	7	185	host	hemD
gene-PA4522	57	65	45	33	64	129	7	9	15	3	4	119	host	ampD
gene-PA3731	221	297	176	80	121	106	26	29	17	21	14	178	host	gene-PA3731
gene-PA0103	20	13	41	8	22	264	8	11	26	10	3	379	host	gene-PA0103
gene-PA3469	54	53	23	51	70	93	10	8	7	5	2	133	host	gene-PA3469
gene-PA1333	26	34	12	20	27	51	1	4	6	0	1	54	host	gene-PA1333
gene-PA4816	14	25	15	14	14	92	1	4	10	2	1	241	host	gene-PA4816
gene-PA1026	36	17	9	10	15	62	9	5	8	6	1	113	host	gene-PA1026
gene-PA0233	22	8	15	5	15	152	1	1	15	2	0	468	host	gene-PA0233
gene-PA0088	58	85	117	46	125	256	9	25	31	25	3	436	host	gene-PA0088
gene-PA0228	24	12	21	3	9	87	2	3	21	2	0	321	host	pcaF
gene-PA2408	217	162	27	134	184	73	23	19	10	3	5	88	host	gene-PA2408
gene-PA2484	53	50	15	40	29	93	9	13	13	8	10	84	host	gene-PA2484
gene-PA2870	49	40	24	45	49	140	9	7	14	4	6	369	host	gene-PA2870
gene-PA2682	34	27	32	24	51	152	3	7	18	4	3	212	host	gene-PA2682
gene-PA0009	48	99	69	159	195	266	46	43	30	34	20	266	host	glyQ
gene-PA5498	50	44	29	23	29	237	6	3	22	3	5	170	host	gene-PA5498
gene-PA3238	64	59	42	39	47	238	3	7	33	3	4	150	host	gene-PA3238
gene-PA2226	7	30	24	11	16	100	0	3	7	2	0	82	host	gene-PA2226
gene-PA2591	70	232	98	16	79	125	5	13	23	8	5	68	host	gene-PA2591
gene-PA2331	3	9	15	3	1	47	3	1	6	0	0	85	host	gene-PA2331
gene-PA0694	6	3	19	1	2	99	0	0	10	0	1	119	host	exbD2
gene-PA3438	198	168	85	93	132	233	22	10	35	8	9	142	host	folE1
gene-PA0151	37	35	50	16	22	344	5	4	46	4	3	473	host	gene-PA0151
gene-PA1743	3	3	7	2	2	22	0	1	6	0	0	21	host	gene-PA1743
gene-PA1295	15	27	17	14	25	100	11	1	6	5	3	60	host	gene-PA1295
gene-PA3060	12	6	17	8	4	111	1	3	10	2	0	225	host	pelE
gene-PA2261	5	6	8	3	3	77	0	6	7	0	0	155	host	gene-PA2261
gene-PA2764	47	49	16	21	41	73	5	4	13	7	4	35	host	gene-PA2764
gene-PA3888	9	12	33	3	4	161	1	2	21	1	1	229	host	gene-PA3888
gene-PA0038	114	226	58	108	128	100	17	31	14	7	6	32	host	gene-PA0038
gene-PA0093	58	57	54	35	45	184	17	36	25	11	11	200	host	gene-PA0093
gene-PA2926	9	5	10	3	7	116	1	6	9	3	1	214	host	hisP
gene-PA4465	230	231	198	149	239	183	40	37	28	20	15	77	host	gene-PA4465
gene-PA2509	3	0	9	2	2	118	0	0	15	0	1	133	host	catB
gene-PA4704	158	145	56	90	132	190	11	27	19	15	14	131	host	cbpA
gene-PA2671	17	23	23	8	16	152	2	4	17	0	5	151	host	gene-PA2671
gene-PA2271	13	13	9	1	5	59	0	0	5	1	1	83	host	gene-PA2271
gene-PA3931	8	10	44	16	25	182	4	1	29	1	0	120	host	gene-PA3931
gene-PA3242	31	32	31	42	57	114	9	15	10	8	5	226	host	gene-PA3242
gene-PA2719	9	15	10	6	12	81	0	2	7	1	1	131	host	gene-PA2719
gene-PA2206	38	29	25	16	23	146	2	7	10	4	4	148	host	gene-PA2206
gene-PA1201	64	60	29	37	34	113	6	4	13	3	4	153	host	gene-PA1201
gene-PA2660	21	20	14	7	13	89	3	9	11	0	0	157	host	gene-PA2660
gene-PA0611	92	74	38	59	59	151	20	15	18	6	7	148	host	prtR
gene-PA1319	7	6	20	12	9	132	2	5	11	7	3	71	host	cyoC
gene-PA0868	30	50	17	91	147	74	8	11	6	11	7	30	host	gene-PA0868
gene-PA2985	18	16	8	8	23	91	1	5	8	4	3	71	host	gene-PA2985
gene-PA2205	25	21	26	10	13	116	3	3	9	3	3	121	host	gene-PA2205
gene-PA0068	151	78	41	41	39	123	9	9	7	5	1	325	host	gene-PA0068
gene-PA2220	22	42	44	9	16	198	1	6	23	1	2	112	host	gene-PA2220
gene-PA4355	3	6	48	4	5	129	0	1	20	2	0	174	host	gene-PA4355
gene-PA1357	126	107	15	26	40	58	5	10	3	5	2	154	host	gene-PA1357
gene-PA0678	2	2	6	3	0	34	0	0	3	2	0	47	host	gene-PA0678
gene-PA1741	25	35	9	16	27	52	8	8	10	6	7	71	host	gene-PA1741
gene-PA0391	234	163	65	61	77	275	18	11	41	3	7	407	host	gene-PA0391
gene-PA1739	7	8	15	6	8	91	2	2	15	2	1	61	host	gene-PA1739
gene-PA2454	35	15	18	27	43	105	6	2	21	1	2	130	host	gene-PA2454
gene-PA1809	47	33	28	38	46	130	10	12	12	17	11	60	host	gene-PA1809
gene-PA4363	39	20	20	7	13	111	4	3	19	2	0	153	host	iciA
gene-PA1992	111	76	27	72	62	145	5	6	11	1	2	274	host	ercS
gene-PA4905	11	12	20	10	11	80	2	1	12	1	0	136	host	vanB
gene-PA4901	7	4	30	1	8	126	0	0	14	0	1	309	host	mdlC
gene-PA3723	134	81	51	35	62	160	13	9	18	4	4	307	host	gene-PA3723
gene-PA2541	124	139	38	124	186	117	37	41	18	20	11	104	host	gene-PA2541
gene-PA3911	8	1	14	3	6	83	0	2	6	0	0	136	host	gene-PA3911
gene-PA5434	23	31	54	9	18	277	5	2	40	3	1	261	host	mtr
gene-PA1937	42	31	21	8	19	64	4	7	6	3	1	32	host	gene-PA1937
gene-PA2588	19	22	29	7	7	120	4	5	13	3	2	114	host	gene-PA2588
gene-PA1195	13	7	18	5	11	86	2	2	10	2	1	93	host	gene-PA1195
gene-PA5279	137	116	117	96	120	184	19	28	36	20	7	199	host	gene-PA5279
gene-PA3719	3	3	3	4	3	33	0	3	5	0	0	51	host	armR
gene-PA1475	39	35	11	45	51	96	10	10	12	9	10	119	host	ccmA
gene-PA3235	138	125	29	73	127	63	8	3	8	1	3	109	host	gene-PA3235
gene-PA5063	47	57	63	55	56	218	8	14	17	12	11	176	host	ubiE
gene-PA0433	33	38	16	2	7	60	1	2	12	2	4	174	host	gene-PA0433
gene-PA1573	101	78	32	64	80	95	12	13	12	9	7	93	host	gene-PA1573
gene-PA5157	9	10	20	5	8	166	3	0	22	3	0	186	host	gene-PA5157
gene-PA3382	2	0	19	0	2	166	0	0	7	0	0	333	host	phnE
gene-PA4693	189	262	74	214	256	266	53	53	36	34	24	220	host	pssA
gene-PA0232	24	14	29	11	13	74	2	2	11	1	2	176	host	pcaC
gene-PA3904	11	10	25	5	4	62	1	4	3	2	1	39	host	gene-PA3904
gene-PPLUZ19_gp42	0	0	0	75	85	22321	10	42	4013	7967	5672	69700	phage	gp42
gene-PA2783	14	15	19	9	14	181	1	4	34	2	4	318	host	gene-PA2783
gene-PA2022	23	21	24	20	22	143	5	5	11	3	0	191	host	gene-PA2022
gene-PA2849	11	8	20	1	10	111	1	0	6	1	2	72	host	ohrR
gene-PA1036	135	91	26	28	53	82	7	7	8	3	3	91	host	gene-PA1036
gene-PA3692	78	59	41	103	80	183	31	13	16	11	11	262	host	lptF
gene-PA4739	180	96	36	106	103	82	19	40	7	22	10	38	host	gene-PA4739
gene-PA2474	10	11	21	13	9	153	4	3	14	1	0	263	host	gene-PA2474
gene-PA3792	233	275	201	125	195	329	25	29	41	17	7	313	host	leuA
gene-PA2281	25	23	23	24	33	129	12	10	10	5	6	157	host	gene-PA2281
gene-PA2311	3	3	3	0	0	30	0	1	1	1	0	33	host	gene-PA2311
gene-PA3306	62	71	18	21	28	92	4	7	13	9	4	145	host	gene-PA3306
gene-PA1576	175	95	18	84	114	94	11	19	13	11	5	155	host	gene-PA1576
gene-PA4487	163	175	91	110	162	165	21	24	22	27	17	338	host	gene-PA4487
gene-PA1791	37	52	77	47	55	229	30	39	45	29	22	159	host	gene-PA1791
gene-PA2152	27	31	30	13	16	242	4	5	27	5	1	369	host	gene-PA2152
gene-PA3006	114	132	129	32	47	138	11	9	15	11	16	92	host	psrA
gene-PA3670	139	136	62	28	38	275	7	5	36	8	2	407	host	gene-PA3670
gene-PA2137	3	2	10	3	2	88	1	0	10	1	0	173	host	gene-PA2137
gene-PA5376	81	82	68	76	75	302	9	13	32	12	10	376	host	gene-PA5376
gene-PA3020	56	80	37	55	90	235	17	8	27	5	7	238	host	gene-PA3020
gene-PA0471	159	140	21	8	10	148	4	3	12	4	3	167	host	gene-PA0471
gene-PA0277	18	12	38	9	19	123	13	17	12	10	9	204	host	gene-PA0277
gene-PA1284	39	29	51	24	36	302	7	7	34	3	2	440	host	gene-PA1284
gene-PA1291	30	25	13	13	11	101	3	3	9	3	1	135	host	gene-PA1291
gene-PA3071	32	38	17	19	29	67	5	9	14	5	3	140	host	gene-PA3071
gene-PA5413	202	191	69	172	195	229	35	26	20	16	19	347	host	ltaA
gene-PA1312	9	11	12	7	6	117	3	3	14	0	1	251	host	gene-PA1312
gene-PA4702	15	22	18	17	21	98	3	6	10	2	2	189	host	gene-PA4702
gene-PA4902	7	7	16	5	7	135	1	3	25	0	1	138	host	gene-PA4902
gene-PA1216	0	2	23	2	3	134	2	2	9	0	0	223	host	gene-PA1216
gene-PA4015	41	32	29	36	33	189	4	5	20	4	3	210	host	gene-PA4015
gene-PA2918	42	37	32	22	34	163	9	8	31	8	2	219	host	gene-PA2918
gene-PA1631	41	18	24	11	14	146	1	1	21	1	1	194	host	gene-PA1631
gene-PA4490	15	29	31	20	39	179	8	26	13	8	7	286	host	gene-PA4490
gene-PA0527	158	102	72	30	60	183	18	23	25	13	8	190	host	dnr
gene-PA1437	63	42	20	22	21	101	2	7	17	1	2	121	host	gene-PA1437
gene-PA5504	53	58	37	111	105	202	15	21	22	8	10	230	host	gene-PA5504
gene-PA3362	24	21	30	14	25	123	3	8	14	2	2	66	host	gene-PA3362
gene-PA3995	17	9	22	9	13	221	1	2	33	0	0	192	host	gene-PA3995
gene-PA4955	51	38	55	17	15	222	6	2	21	5	3	370	host	gene-PA4955
gene-PA1942	4	2	15	6	5	48	2	2	6	1	1	43	host	gene-PA1942
gene-PA1807	61	51	67	97	86	243	16	11	28	14	22	194	host	gene-PA1807
gene-PA2475	36	35	26	20	24	159	8	8	24	5	2	354	host	gene-PA2475
gene-PA4148	2	9	23	2	6	98	1	2	7	1	1	133	host	gene-PA4148
gene-PA1105	85	53	139	50	66	82	7	12	6	3	6	49	host	fliJ
gene-PA1467	39	19	19	30	32	90	5	3	10	0	3	132	host	gene-PA1467
gene-PA1471	18	7	10	9	8	101	3	4	9	1	1	157	host	gene-PA1471
gene-PA1839	16	10	21	14	30	127	9	16	10	7	3	183	host	gene-PA1839
gene-PA1420	55	15	8	28	16	71	3	6	9	0	1	132	host	gene-PA1420
gene-PA0534	19	18	54	14	44	203	2	3	21	4	1	449	host	gene-PA0534
gene-PA2884	77	66	47	38	37	155	5	11	24	8	6	220	host	gene-PA2884
gene-PA3140	47	22	47	20	31	411	9	10	40	5	4	117	host	gene-PA3140
gene-PA2056	18	9	11	3	6	102	1	3	10	2	1	204	host	gene-PA2056
gene-PA3844	74	61	29	18	30	175	2	2	17	2	1	219	host	gene-PA3844
gene-PA2750	24	15	11	13	22	52	1	4	11	4	2	20	host	gene-PA2750
gene-PA2860	84	96	27	56	78	92	26	36	18	22	16	127	host	gene-PA2860
gene-PA0031	46	49	50	12	22	241	9	5	35	5	9	280	host	betC
gene-PA1062	107	70	195	41	81	124	12	6	17	8	7	181	host	gene-PA1062
gene-PA2230	31	26	12	23	54	68	5	6	6	5	3	130	host	gene-PA2230
gene-PA1199	210	222	21	47	66	45	7	15	8	10	5	113	host	gene-PA1199
gene-PA4769	174	183	57	103	268	289	25	36	31	18	15	228	host	gene-PA4769
gene-PA4515	48	54	28	24	23	164	5	8	25	5	2	177	host	gene-PA4515
gene-PA4397	12	15	8	4	9	78	3	4	6	3	0	153	host	panE
gene-PA5080	86	87	36	25	54	258	11	20	29	8	4	335	host	gene-PA5080
gene-PA2276	9	10	10	13	18	110	5	5	9	5	1	95	host	gene-PA2276
gene-PA3892	14	19	27	7	6	192	0	1	23	0	0	245	host	gene-PA3892
gene-PA2324	4	6	15	6	3	80	1	1	12	2	0	186	host	gene-PA2324
gene-PA4555	100	83	60	155	168	150	49	38	25	8	11	68	host	pilY2
gene-PA1282	4	7	11	7	4	104	2	1	11	1	0	178	host	gene-PA1282
gene-PA2925	7	1	12	4	4	127	0	0	15	1	1	151	host	hisM
gene-PA2200	190	168	54	145	249	199	26	38	15	23	13	147	host	gene-PA2200
gene-PA2720	80	84	33	47	86	90	11	11	11	11	7	92	host	gene-PA2720
gene-PA0512	1	1	16	0	1	84	0	1	16	0	1	150	host	gene-PA0512
gene-PA4866	23	25	20	6	11	93	3	2	11	1	3	351	host	gene-PA4866
gene-PA0910	18	32	10	22	45	84	15	12	10	11	3	50	host	gene-PA0910
gene-PA5383	17	15	35	6	8	219	4	1	33	5	6	378	host	gene-PA5383
gene-PA2070	22	19	53	13	17	335	4	6	35	2	2	523	host	gene-PA2070
gene-PA1258	2	3	27	5	4	136	0	1	18	1	0	301	host	gene-PA1258
gene-PA3226	73	47	40	46	58	163	9	2	14	7	2	125	host	gene-PA3226
gene-PA0806	13	7	20	6	11	80	1	2	5	1	0	83	host	gene-PA0806
gene-PA3665	61	39	19	33	38	56	14	8	8	4	4	111	host	gene-PA3665
gene-PA1764	22	22	20	29	29	206	2	4	29	2	2	242	host	gene-PA1764
gene-PA4913	78	93	76	68	88	249	11	13	33	4	4	261	host	gene-PA4913
gene-PA1522	65	43	10	35	40	88	8	13	10	3	5	74	host	gene-PA1522
gene-PA5183	18	17	17	13	22	58	6	2	6	2	2	39	host	gene-PA5183
gene-PA3468	109	86	72	69	79	282	12	10	28	9	4	403	host	gene-PA3468
gene-PA1176	10	12	10	2	6	31	1	0	3	1	0	26	host	napF
gene-PA5495	98	99	129	71	123	185	20	20	23	13	11	63	host	thrB
gene-PA1756	24	18	28	14	15	150	7	4	19	5	6	48	host	cysH
gene-PA3948	28	58	128	35	56	155	9	6	24	9	6	243	host	rocA1
gene-PA0591	38	30	24	30	35	98	6	16	8	5	7	218	host	gene-PA0591
gene-PA0800	14	25	9	3	7	69	0	5	11	1	3	109	host	gene-PA0800
gene-PA2880	2	1	13	3	1	109	1	1	16	0	0	83	host	gene-PA2880
gene-PA1057	25	31	19	28	39	107	6	3	14	2	2	149	host	gene-PA1057
gene-PA1293	96	108	75	65	85	199	21	20	27	9	9	210	host	gene-PA1293
gene-PA3757	8	1	37	1	3	237	0	1	26	1	0	258	host	gene-PA3757
gene-PA4914	17	9	35	3	3	272	2	2	24	0	2	301	host	gene-PA4914
gene-PA0217	39	23	41	10	20	265	4	4	23	3	0	236	host	gene-PA0217
gene-PA2933	6	3	21	7	5	85	1	0	17	3	0	131	host	gene-PA2933
gene-PA1547	25	18	13	8	16	67	2	2	3	4	0	104	host	gene-PA1547
gene-PA0168	108	62	15	6	17	48	3	4	6	4	3	111	host	gene-PA0168
gene-PA3078	60	55	38	134	204	172	20	10	22	6	6	418	host	gene-PA3078
gene-PA1015	54	55	30	15	36	128	7	12	55	6	3	130	host	gene-PA1015
gene-PA1738	31	40	22	8	15	102	5	9	15	1	3	266	host	gene-PA1738
gene-PA0647	117	150	89	68	114	227	36	55	28	30	18	85	host	gene-PA0647
gene-PA2171	5	3	11	2	0	64	0	1	6	0	0	60	host	gene-PA2171
gene-PA1442	203	187	46	91	157	109	22	22	13	17	15	51	host	gene-PA1442
gene-PA1700	157	42	4	80	18	34	32	7	6	4	5	32	host	gene-PA1700
gene-PA2055	6	1	14	6	5	58	1	0	8	1	0	75	host	gene-PA2055
gene-PA4620	7	7	25	10	26	90	3	3	20	2	0	91	host	gene-PA4620
gene-PA3291	12	27	78	6	25	423	1	4	38	2	1	218	host	gene-PA3291
gene-PA4918	30	29	147	4	13	124	3	3	20	0	1	247	host	gene-PA4918
gene-PA2049	128	102	48	43	81	165	9	15	20	7	5	328	host	gene-PA2049
gene-PA2058	4	5	22	2	0	153	0	0	22	0	1	346	host	gene-PA2058
gene-PA5410	15	13	45	4	15	270	2	5	38	0	2	207	host	gbcA
gene-PA1268	5	6	9	0	1	63	0	0	7	0	0	140	host	gene-PA1268
gene-PA1200	83	64	13	21	40	58	9	10	6	1	2	166	host	gene-PA1200
gene-PA1280	8	9	9	7	9	36	3	1	6	0	0	70	host	gene-PA1280
gene-PA5433	19	14	21	5	16	121	4	3	9	0	3	172	host	gene-PA5433
gene-PA1737	154	130	73	85	88	239	13	12	36	6	6	361	host	gene-PA1737
gene-PA1106	86	73	161	50	90	183	9	16	13	10	6	292	host	gene-PA1106
gene-PA1728	84	108	60	52	86	68	17	20	17	5	5	80	host	gene-PA1728
gene-PA2608	38	24	21	14	28	65	3	7	7	2	2	66	host	gene-PA2608
gene-PA1276	8	10	5	3	10	51	0	3	7	0	0	98	host	cobC
gene-PA1666	9	14	38	8	14	130	5	5	21	6	1	66	host	gene-PA1666
gene-PA4384	6	7	29	4	7	165	1	0	22	2	1	129	host	gene-PA4384
gene-PA1642	125	131	40	82	95	195	37	40	15	25	18	250	host	selD
gene-PA0808	33	20	11	19	25	86	6	9	15	5	0	156	host	gene-PA0808
gene-PA0944	87	99	44	98	150	187	32	44	19	24	21	122	host	purN
gene-PA3523	2	12	21	5	3	161	1	2	15	0	2	359	host	gene-PA3523
gene-PA0936	118	109	59	91	121	211	35	31	27	17	11	95	host	lpxO2
gene-PA1366	170	165	115	71	143	203	23	18	21	9	7	127	host	gene-PA1366
gene-PA5465	70	58	22	38	94	153	12	12	8	4	5	151	host	gene-PA5465
gene-PA2703	5	8	20	5	5	50	4	11	7	3	2	66	host	gene-PA2703
gene-PA0729.1	13	42	36	25	42	129	5	6	26	4	2	49	host	gene-PA0729.1
gene-PA1962	1	5	11	1	2	90	0	1	9	0	1	179	host	azoR2
gene-PA4162	68	63	88	20	29	94	5	12	16	1	3	139	host	gene-PA4162
gene-PA4767	133	140	28	78	127	118	22	25	19	20	16	87	host	gene-PA4767
gene-PA0204	12	8	41	11	6	201	2	4	25	2	0	138	host	gene-PA0204
gene-PA3367	27	32	33	28	35	114	7	13	21	5	2	69	host	gene-PA3367
gene-PA3797	179	192	41	82	140	139	19	24	16	14	11	146	host	gene-PA3797
gene-PA3389	1	2	20	1	0	122	1	1	24	0	1	60	host	gene-PA3389
gene-PA5221	143	102	158	87	140	118	16	13	22	7	6	240	host	gene-PA5221
gene-PA4883	1	0	20	2	4	144	0	1	11	0	0	233	host	gene-PA4883
gene-PA4134	11	12	49	6	17	110	2	7	6	4	2	161	host	gene-PA4134
gene-PA4089	15	12	11	5	1	62	1	0	11	2	0	77	host	gene-PA4089
gene-PA3990	2	2	25	5	2	144	0	2	14	1	0	176	host	gene-PA3990
gene-PA5464	99	84	51	89	128	252	16	22	33	9	6	415	host	gene-PA5464
gene-PA1394	5	0	3	1	5	34	1	1	3	1	0	29	host	gene-PA1394
gene-PA1174	28	29	79	18	34	386	4	9	31	6	3	526	host	napA
gene-PA4360a	3	2	1	3	1	19	1	1	1	1	0	48	host	gene-PA4360a
gene-PA2278	5	2	8	2	4	102	1	3	8	2	0	136	host	arsB
gene-PA2241	21	10	8	20	20	85	7	3	7	0	2	170	host	pslK
gene-PA0212	5	5	20	2	18	56	1	4	10	1	0	110	host	mdcE
gene-PA3419	19	13	17	8	8	121	2	2	11	3	1	168	host	gene-PA3419
gene-PA3505	13	9	12	12	10	74	2	6	9	0	1	113	host	gene-PA3505
gene-PA2054	16	11	13	10	8	63	3	2	6	0	1	92	host	cynR
gene-PA2207	5	3	24	6	3	160	1	0	20	0	1	295	host	gene-PA2207
gene-PA4392	58	104	14	20	39	96	14	10	8	7	4	60	host	gene-PA4392
gene-PA5524	64	63	53	25	37	123	9	14	29	8	4	208	host	gene-PA5524
gene-PA3089	24	12	10	3	11	55	2	3	9	0	0	64	host	gene-PA3089
gene-PA3100	199	132	38	101	122	96	7	12	10	8	4	122	host	xcpU
gene-PA0879	11	11	16	7	7	202	1	0	15	2	0	298	host	gene-PA0879
gene-PA5125	121	66	135	57	67	278	17	19	19	7	7	317	host	ntrC
gene-PA2097	12	12	25	10	18	137	2	0	13	0	0	168	host	gene-PA2097
gene-PA0503	73	80	19	82	164	71	17	17	9	8	1	109	host	gene-PA0503
gene-PA1255	3	4	6	2	2	137	1	0	15	0	0	346	host	gene-PA1255
gene-PA3122	112	80	43	38	41	187	7	6	9	2	4	386	host	gene-PA3122
gene-PA3514	19	13	17	4	10	151	1	2	11	0	0	332	host	gene-PA3514
gene-PA0239	11	8	31	12	5	221	1	1	18	1	3	377	host	gene-PA0239
gene-PA0089	40	63	68	47	94	236	6	21	25	10	6	318	host	gene-PA0089
gene-PA3480	111	134	53	96	158	174	38	44	25	32	21	85	host	gene-PA3480
gene-PA0172	45	69	48	19	43	287	5	5	40	3	3	395	host	gene-PA0172
gene-PA2289	192	187	66	172	241	300	19	33	36	9	10	351	host	gene-PA2289
