Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b2886	6	47	21	128	11	127	4	96	4	73	0	21	host	ygfS
gene-b2164	10	110	21	243	10	221	8	140	6	105	0	47	host	psuT
gene-b2127	25	164	60	180	13	159	4	94	3	67	0	23	host	mlrA
gene-T4p183	1	1	5	1711	4	3452	31	27238	5261	122467	1221	78792	phage	segE
gene-b2358	0	11	2	40	1	51	1	51	0	22	0	23	host	yfdO
gene-b0784	87	401	104	625	39	95	24	59	4	24	13	10	host	moaD
gene-b1962	124	582	173	503	76	188	29	104	24	56	19	36	host	yedJ
gene-b1076	117	261	138	290	67	175	16	109	9	86	11	22	host	flgE
gene-b3058	94	295	103	273	38	137	21	67	14	28	7	15	host	folB
gene-b0652	724	1928	992	3754	536	723	131	274	81	227	46	107	host	gltL
gene-b2182	313	2293	675	3259	317	633	96	221	52	107	37	48	host	bcr
gene-b0228	38	82	23	113	20	116	13	87	13	52	8	21	host	rayT
gene-b4608	12	23	17	45	5	13	0	9	0	6	1	4	host	ohsC
gene-T4p189	0	1	6	1316	10	2644	15	12358	4149	97622	627	56221	phage	26
gene-b4624	24	198	29	191	29	131	9	53	7	56	3	21	host	ryjB
gene-b4351	134	434	120	435	48	361	14	179	21	113	8	43	host	mrr
gene-b4474	16	121	20	238	10	256	5	213	5	158	0	52	host	frlC
gene-b0289	21	128	18	167	10	156	5	103	6	90	2	26	host	ecpE
gene-b3220	25	191	42	280	24	225	18	161	9	105	1	51	host	yhcG
gene-T4p103	1	0	11	2482	142	39794	2271	94876	19244	185659	3757	112906	phage	rI.-1
gene-b0449	79	548	136	938	52	392	33	228	16	189	17	64	host	mdlB
gene-b4263	129	497	183	663	70	457	22	342	15	221	11	93	host	yjgR
gene-b2374	11	90	14	265	8	176	4	135	6	78	2	33	host	frc
gene-b3053	628	1188	970	1802	313	753	107	444	74	250	59	103	host	glnE
gene-b3618	158	722	192	1760	50	355	10	184	34	148	12	112	host	htrL
gene-b1242	41	212	38	204	18	130	2	75	9	47	4	19	host	ychE
gene-b2348	6	76	7	72	8	70	10	24	10	21	5	23	host	argW
gene-b1300	410	785	926	2053	475	521	144	233	62	179	48	63	host	puuC
gene-b0064	39	161	32	270	18	282	11	176	9	127	7	50	host	araC
gene-b1035	360	2368	430	2875	265	501	83	144	43	110	27	66	host	ycdY
gene-b1427	44	334	47	208	16	96	2	51	3	41	2	25	host	rimL
gene-b1681	192	445	269	974	153	197	43	133	12	94	12	33	host	sufD
gene-b1937	10	20	9	60	2	45	0	36	0	30	0	16	host	fliE
gene-b4794	23	239	34	281	17	119	0	28	3	18	1	10	host	baxL
gene-b1820	18	156	50	238	10	97	4	52	5	25	0	9	host	yobD
gene-b0715	40	265	76	447	40	299	6	166	7	123	9	49	host	abrB
gene-b3554	878	3848	1026	4843	393	515	151	239	117	196	86	92	host	yiaF
gene-b2208	12	115	23	151	6	134	2	103	1	49	1	21	host	napF
gene-b4514	0	17	0	36	0	39	0	18	0	19	0	16	host	ybfQ
gene-b2835	134	571	328	933	156	401	65	255	38	192	22	104	host	lplT
gene-b4290	24	287	45	357	21	228	21	145	5	148	4	45	host	fecB
gene-b0378	145	703	159	886	67	272	36	190	12	122	11	63	host	yaiW
gene-b2464	351	970	563	1612	281	298	63	143	41	103	22	36	host	talA
gene-b4436	35	302	52	501	62	514	26	323	45	289	12	164	host	sibA
gene-T4p109	1	0	7	1410	1505	39165	722	25657	746	10963	88	6182	phage	tk.3
gene-b4677	1	6	1	10	2	29	0	11	0	6	2	0	host	yobI
gene-b2160	156	722	240	1135	120	304	29	177	24	137	26	69	host	yeiI
gene-b4141	59	519	111	545	44	442	29	322	10	249	9	112	host	yjeH
gene-b4372	163	1410	234	1071	108	304	52	117	33	81	24	27	host	holD
gene-b1513	1	67	12	150	2	174	0	151	4	106	1	45	host	lsrA
gene-b2867	13	81	14	164	5	138	2	157	1	67	2	25	host	xdhB
gene-b1112	89	586	45	651	34	134	11	34	3	41	2	25	host	bhsA
gene-b3263	9	48	5	46	1	34	4	20	2	19	0	6	host	yhdU
gene-T4p275	0	1	1307	25787	3029	60270	195	25172	369	5905	45	5612	phage	ndd.6
gene-b3039	31	210	66	403	31	250	10	135	6	113	0	39	host	ygiD
gene-b2361	1	23	0	59	4	78	1	60	0	31	0	15	host	yfdR
gene-b2354	14	68	11	115	8	88	4	432	4	40	2	23	host	yfdK
gene-b2112	24	100	13	150	4	87	0	40	0	25	0	17	host	yehE
gene-b4818	88	404	57	334	14	124	6	42	5	26	3	8	host	yoeJ
gene-b4108	87	956	98	1212	51	278	22	90	10	47	4	26	host	yjdM
gene-b0825	36	86	34	183	9	132	6	89	4	52	3	24	host	fsaA
gene-b0401	539	3612	886	4064	279	946	141	401	69	379	71	157	host	brnQ
gene-b0730	74	235	76	258	23	156	12	65	9	55	5	16	host	mngR
gene-b2983	12	140	24	249	3	228	2	165	3	95	2	42	host	yghQ
gene-b3196	180	872	263	941	101	345	46	185	28	125	16	52	host	yrbG
gene-b1223	9	80	17	204	2	268	2	178	4	153	0	62	host	narK
gene-b0384	78	254	49	293	27	94	5	49	4	36	2	27	host	psiF
gene-b3992	113	294	170	586	136	340	54	222	40	166	25	54	host	thiF
gene-b1313	9	42	12	116	8	132	2	87	2	82	1	12	host	ycjQ
gene-b0983	26	109	17	170	7	150	6	106	0	77	4	19	host	gfcE
gene-b3811	390	2092	935	2769	323	483	151	288	92	169	74	71	host	xerC
gene-b0927	519	3320	969	3430	367	622	120	225	71	144	47	62	host	gloC
gene-b1294	196	1610	263	1777	66	344	40	187	26	148	20	63	host	sapA
gene-b3024	129	820	164	1169	77	291	22	111	10	85	8	42	host	ygiW
gene-b0334	9	97	22	237	10	323	3	252	2	143	1	44	host	prpD
gene-b1872	46	183	55	312	18	370	3	234	5	178	6	52	host	torZ
gene-T4p014	1	0	7	790	344	37056	1907	72932	5401	54309	198	16137	phage	dexA
gene-b4704	27	53	23	39	7	16	0	5	3	5	0	3	host	arrS
gene-b0151	77	819	236	1359	79	286	19	162	16	85	8	30	host	fhuC
gene-b2635	4	24	0	39	2	73	2	49	1	38	3	21	host	ypjK
gene-b3142	7	80	9	162	4	155	2	78	2	55	1	40	host	yraH
gene-b4373	171	1506	304	1169	101	228	65	111	36	73	17	29	host	rimI
gene-b0896	24	192	26	297	17	242	7	145	7	91	1	44	host	dmsC
gene-b4231	19	158	35	270	9	279	7	190	2	132	1	46	host	yjfF
gene-b3549	139	455	176	740	62	313	20	218	17	141	12	62	host	tag
gene-b1982	434	3325	534	3684	151	506	70	243	44	211	25	102	host	amn
gene-b0624	63	294	127	336	56	121	18	74	2	33	7	19	host	crcB
gene-b2237	222	648	251	853	153	200	44	55	10	50	13	32	host	inaA
gene-b3107	66	250	46	252	33	133	13	65	9	48	4	22	host	yhaL
gene-b3801	82	228	99	587	84	917	103	468	58	260	41	99	host	aslA
gene-b4509	3	10	0	30	0	37	0	28	0	16	0	5	host	ylcG
gene-b1087	113	757	128	770	54	194	12	98	9	67	12	27	host	yceF
gene-b1902	72	486	85	380	23	116	11	72	9	56	5	34	host	ftnB
gene-b4819	177	88	26	56	12	38	8	17	6	14	2	9	host	ypeD
gene-b3746	103	841	166	1091	45	524	36	376	20	305	15	93	host	ravA
gene-b1193	257	1237	210	1206	114	249	54	105	25	84	30	45	host	emtA
gene-b1955	42	181	59	285	15	145	5	82	2	61	1	27	host	yedP
gene-b1350	26	176	19	288	10	395	2	292	2	176	1	88	host	recE
gene-b0603	2	68	9	112	2	142	1	68	0	64	0	21	host	citR
gene-b2100	23	227	78	327	48	203	13	112	3	72	10	33	host	yegV
gene-b0938	5	46	9	122	1	70	1	49	0	27	1	17	host	elfA
gene-b1990	102	487	166	655	109	289	34	121	14	80	7	53	host	ldtA
gene-b2804	52	217	42	218	17	143	8	65	4	49	3	20	host	fucU
gene-b1853	95	461	99	450	40	140	17	108	16	59	7	16	host	yebK
gene-b0298	25	165	13	176	5	118	3	84	4	65	1	29	host	insE1
gene-b4092	27	246	62	385	29	246	12	132	5	109	6	52	host	phnP
gene-b2170	15	181	36	349	22	243	8	166	8	126	5	48	host	setB
gene-b2799	19	156	25	278	10	301	9	240	6	126	4	42	host	fucO
gene-b0040	3	133	12	289	3	394	2	316	1	208	2	99	host	caiT
gene-b2451	3	99	7	221	5	277	3	211	3	115	2	40	host	eutA
gene-b4066	4	30	2	68	2	131	3	85	1	79	1	47	host	yjcF
gene-b2605	131	1494	304	1486	260	393	106	148	45	82	15	36	host	yfiB
gene-b0338	21	223	47	470	17	249	10	119	1	95	2	30	host	cynR
gene-b1969	44	268	85	485	36	155	5	83	8	60	8	41	host	hprR
gene-b2781	336	662	663	854	227	261	46	136	23	82	15	30	host	mazG
gene-T4p017	2	1	88	9966	5489	157736	3378	173121	10265	112675	485	33705	phage	dda
gene-b4703	46	386	211	239	57	71	11	41	11	29	2	11	host	pmrR
gene-b3336	319	731	221	778	76	654	32	343	29	213	17	127	host	bfr
gene-b3693	23	154	19	302	5	312	10	196	3	120	5	34	host	dgoK
gene-b1574	2	25	2	32	1	59	1	39	2	37	0	8	host	dicF
gene-b2972	52	258	57	482	23	220	6	142	6	103	4	41	host	pppA
gene-b3475	102	704	177	723	82	294	28	146	14	136	17	48	host	acpT
gene-b1904	7	28	8	92	1	53	0	39	1	34	1	21	host	yecR
gene-b1950	11	64	9	148	6	120	1	79	2	66	1	43	host	fliR
gene-b0648	1	42	9	128	3	125	0	71	2	48	1	28	host	ybeU
gene-b4096	22	116	21	184	5	188	7	123	3	109	2	36	host	phnL
gene-b2743	218	1091	379	1145	120	206	53	111	26	84	19	34	host	pcm
gene-b2176	90	1036	211	678	67	290	28	182	18	137	5	43	host	pdeN
gene-b0270	4	126	14	275	6	297	5	214	2	191	4	68	host	yagG
gene-b4230	10	105	21	263	9	268	6	232	2	146	3	34	host	ytfT
gene-b2728	23	132	21	249	7	76	4	41	2	34	0	5	host	hypC
gene-b0602	7	95	12	190	4	203	3	168	7	123	1	51	host	ybdN
gene-b4294	33	122	47	214	27	184	13	71	5	69	1	37	host	insA7
gene-b3569	55	403	89	634	53	378	17	220	12	162	6	53	host	xylR
gene-b1832	656	3076	1013	3468	387	343	96	105	53	81	40	63	host	msrC
gene-b3014	13	216	32	236	14	103	5	60	3	43	0	17	host	yqhH
gene-b3721	10	163	20	402	7	500	9	360	10	233	6	89	host	bglB
gene-T4p124	0	0	42	2448	3944	163587	1434	38158	1753	17771	174	12133	phage	nudE
gene-b1961	229	2195	292	1604	100	342	43	191	34	134	15	43	host	dcm
gene-b3823	177	1371	246	1030	90	387	44	280	24	134	25	58	host	rhtC
gene-b4311	12	52	16	164	4	153	5	132	1	76	1	65	host	nanC
gene-b2408	28	30	6	107	5	142	1	98	1	56	0	20	host	yfeN
gene-b3154	54	212	54	193	19	158	15	100	7	78	2	29	host	yhbP
gene-b2624	5	38	6	189	1	446	2	476	6	147	1	20	host	alpA
gene-b3570	357	3209	558	4058	194	619	81	203	64	150	39	67	host	bax
gene-b2917	15	211	43	477	17	507	7	322	16	203	3	67	host	scpA
gene-b0916	61	492	103	410	40	215	33	148	16	97	13	39	host	ycaQ
gene-b4688	11	99	12	92	7	113	0	51	1	41	1	42	host	ykgS
gene-b4303	35	328	61	368	31	321	10	184	8	119	2	57	host	sgcQ
gene-T4p194	0	0	23	4393	16	7544	55	12234	5077	97361	3840	119015	phage	29
gene-b3755	235	2062	311	1745	117	488	40	211	30	161	19	63	host	yieP
gene-b1689	1	18	2	39	1	42	0	33	2	16	0	7	host	ydiL
gene-b4304	11	126	13	272	6	335	2	365	4	254	1	75	host	sgcC
gene-b4534	0	9	1	17	0	25	0	21	0	7	0	8	host	ynfP
gene-b0710	512	974	467	1512	185	232	60	93	39	70	40	38	host	ybgI
gene-b0769	0	21	5	150	3	187	2	113	1	70	0	22	host	ybhH
